,attrition,businesstravel,department,educationfield,gender,jobrole,overtime,remotework,age,distancefromhome,education,employeenumber,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary
367,no,non travel,unknown,unknown,M, laboratory technician ,,yes,45,47,2,368,4,3,2,2,3705.83,9635.17,1,12,3,2,0,5,2,9,0,8,44470.0
368,no,travel rarely,unknown,unknown,M, sales executive ,no,no,39,2,5,369,1,4,3,3,8339.32,21682.23,0,18,3,4,0,3,3,8,0,7,100071.84
369,no,non travel,unknown,technical degree,M, sales executive ,no,yes,36,8,4,370,1,3,2,4,4492.84,11681.39,4,13,3,4,2,3,3,7,0,7,53914.11
370,no,non travel,unknown,medical,M, manufacturing director ,,no,46,7,2,371,1,3,3,3,9037.5,23497.5,6,13,3,2,1,3,3,8,0,7,108450.0
371,no,travel rarely,unknown,technical degree,F, manufacturing director ,,yes,54,17,3,372,1,3,3,3,8339.32,21682.23,8,11,3,3,1,2,3,10,0,8,100071.84
372,no,travel rarely,unknown,unknown,F, research director ,yes,yes,30,8,2,373,1,4,3,1,8339.32,21682.23,0,12,3,3,3,4,2,8,1,7,100071.84
373,no,non travel,unknown,medical,M, manufacturing director ,,no,26,2,2,374,1,4,2,4,4560.0,11856.0,1,12,3,2,0,2,3,8,1,3,54720.0
374,no,travel frequently,unknown,medical,M, healthcare representative ,,yes,55,18,4,375,1,3,2,2,5320.83,13834.17,3,14,3,4,2,3,3,8,6,7,63850.0
375,no,non travel, sales ,life sciences,F, sales executive ,,yes,50,1,3,376,1,3,2,3,5289.17,13751.83,0,12,3,1,1,3,3,18,0,13,63470.0
376,no,non travel,unknown,unknown,F, laboratory technician ,no,yes,32,29,4,377,1,3,1,3,2342.59,6090.75,9,12,3,2,0,2,3,8,7,7,28111.13
377,no,travel frequently,unknown,marketing,F, sales executive ,,yes,53,2,3,378,1,2,3,2,6270.83,16304.17,2,12,3,1,1,2,3,15,6,12,75250.0
378,no,travel rarely,unknown,unknown,M, sales executive ,,no,40,26,3,379,1,3,2,1,4492.84,11681.39,1,14,3,2,1,3,2,7,7,5,53914.11
379,no,non travel,unknown,unknown,M, manager ,no,yes,55,2,1,380,1,2,4,1,12783.92,33238.2,7,15,3,2,0,3,4,9,6,2,153407.04
380,yes,non travel,unknown,unknown,M, healthcare representative ,no,no,28,24,2,381,1,2,3,1,8339.32,21682.23,1,12,3,1,0,2,2,10,1,9,100071.84
381,no,travel rarely,unknown,other,F, research scientist ,no,yes,28,10,3,382,1,3,2,3,3050.0,7930.0,3,13,3,4,0,4,4,8,1,7,36600.0
382,yes,non travel,unknown,technical degree,M, sales executive ,,yes,35,4,3,383,1,3,3,1,8339.32,21682.23,0,22,4,1,0,2,3,8,4,7,100071.84
383,yes,travel frequently, research & development ,medical,F, research scientist ,no,yes,33,36,4,384,3,2,2,3,4492.84,11681.39,1,22,4,2,0,4,3,13,3,8,53914.11
384,yes,non travel, research & development ,technical degree,M, laboratory technician ,,yes,25,4,1,385,1,3,1,4,2342.59,6090.75,1,15,3,2,1,3,4,7,5,6,28111.13
385,no,non travel, sales ,unknown,M, sales executive ,yes,yes,38,10,4,386,1,2,3,3,7283.33,18936.67,0,14,3,2,2,2,3,8,2,7,87400.0
386,no,non travel,unknown,unknown,F, manufacturing director ,,yes,28,12,3,387,1,3,3,2,8339.32,21682.23,0,17,3,2,3,3,2,9,1,7,100071.84
387,no,travel frequently,unknown,life sciences,F, manufacturing director ,no,no,43,27,3,388,1,3,3,1,8339.32,21682.23,8,11,3,3,1,1,3,8,0,1,100071.84
388,yes,travel frequently, research & development ,life sciences,M, healthcare representative ,no,no,39,2,3,389,1,3,4,4,12783.92,33238.2,7,11,3,4,3,4,3,18,11,5,153407.07
389,no,travel rarely,unknown,unknown,M, research director ,no,yes,40,14,3,390,1,2,5,3,15943.72,41453.67,1,14,3,1,0,2,3,20,4,9,191324.62
390,no,travel rarely,unknown,medical,M, manufacturing director ,,yes,29,8,1,391,1,2,2,4,4492.84,11681.39,1,15,3,3,1,2,2,10,1,2,53914.08
391,no,non travel,unknown,unknown,F, research director ,no,no,40,32,4,392,1,3,3,3,11249.17,29247.83,9,17,3,3,0,3,2,18,2,13,134990.0
392,no,travel rarely,unknown,unknown,M, laboratory technician ,,yes,26,3,4,393,1,4,1,4,2342.59,6090.75,1,22,4,2,1,2,3,8,0,7,28111.13
393,no,travel rarely,unknown,unknown,M, manufacturing director ,no,yes,35,2,3,394,1,2,3,2,8339.32,21682.23,2,18,3,2,1,2,4,7,6,4,100071.84
394,no,non travel, research & development ,medical,F, manager ,no,no,53,7,2,395,1,3,5,3,15943.72,41453.67,3,18,3,2,1,6,3,7,4,7,191324.62
395,no,non travel,unknown,life sciences,M, sales executive ,,yes,35,17,4,396,1,3,2,1,4492.84,11681.39,3,15,3,4,3,2,3,7,1,7,53914.11
396,no,non travel,unknown,medical,F, sales executive ,no,yes,33,25,3,397,1,3,2,3,4492.84,11681.39,1,12,3,1,1,3,2,10,0,1,53914.11
397,no,non travel, research & development ,life sciences,M, laboratory technician ,no,yes,36,6,4,398,1,1,1,3,2342.59,6090.75,1,14,3,3,1,4,3,7,1,7,28111.13
398,no,travel rarely,unknown,life sciences,M, laboratory technician ,,yes,30,7,4,399,1,3,2,3,2909.17,7563.83,1,13,3,1,3,4,2,10,8,9,34910.0
399,no,non travel,unknown,unknown,M, sales executive ,,yes,60,29,4,400,3,4,2,4,4350.0,11310.0,0,18,3,2,1,3,3,11,1,9,52200.0
400,no,non travel,unknown,life sciences,F, research scientist ,yes,no,32,2,2,401,1,3,2,3,4492.84,11681.39,4,14,3,4,0,2,3,8,0,7,53914.11
401,no,non travel,unknown,technical degree,F, manufacturing director ,yes,yes,36,1,3,402,1,1,3,1,8543.33,22212.67,2,21,4,3,1,2,3,7,7,7,102520.0
402,no,travel rarely,unknown,unknown,M, research scientist ,,yes,27,14,3,403,1,3,1,1,2342.59,6090.75,1,14,3,4,2,3,2,9,6,8,28111.08
403,no,non travel, research & development ,life sciences,M, research director ,no,yes,43,3,3,404,1,1,5,4,16450.0,42770.0,3,14,3,2,1,2,3,8,0,7,197400.0
404,no,travel rarely,unknown,unknown,F, research director ,no,yes,29,1,3,405,1,2,4,4,12783.92,33238.2,3,14,3,2,2,2,2,7,1,7,153407.07
405,no,non travel,unknown,unknown,M, manufacturing director ,no,no,59,24,4,406,2,3,3,4,8339.32,21682.23,6,12,3,4,0,6,2,9,5,4,100071.84
406,no,travel rarely,unknown,marketing,F, sales executive ,no,yes,43,4,4,407,1,2,3,4,8339.32,21682.23,3,14,3,4,0,3,4,21,15,17,100071.84
407,yes,travel rarely,unknown,medical,F, healthcare representative ,,yes,44,15,3,408,1,3,3,4,8339.32,21682.23,1,11,3,4,1,2,3,10,0,5,100071.84
408,yes,non travel, research & development ,technical degree,F, laboratory technician ,yes,yes,29,7,3,409,1,3,1,3,2342.59,6090.75,3,13,3,1,2,2,3,7,7,7,28111.08
409,no,travel rarely,unknown,unknown,M, sales executive ,,no,32,8,3,410,1,4,2,4,5174.17,13452.83,1,15,3,3,2,4,4,10,0,8,62090.0
410,no,travel rarely,unknown,technical degree,F, healthcare representative ,no,yes,36,10,4,411,1,3,3,3,5911.67,15370.33,3,12,3,1,0,0,3,7,1,7,70940.0
411,yes,non travel, sales ,unknown,M, sales executive ,yes,yes,52,5,3,412,1,3,3,2,8339.32,21682.23,9,19,3,3,0,2,2,8,7,7,100071.84
412,no,travel rarely,unknown,unknown,M, manufacturing director ,,yes,39,33,2,413,1,3,2,3,3778.33,9823.67,0,11,3,1,0,6,3,8,1,7,45340.0
413,no,non travel,unknown,unknown,M, healthcare representative ,,yes,34,9,3,414,1,3,3,4,7083.33,18416.67,0,11,3,4,1,0,2,9,1,6,85000.0
414,no,non travel,unknown,life sciences,F, sales executive ,,yes,38,2,2,415,1,3,2,1,4492.84,11681.39,3,15,3,4,1,3,3,7,1,7,53914.11
415,no,travel frequently, sales ,marketing,F, sales executive ,no,yes,36,12,3,416,1,4,2,1,3865.83,10051.17,2,16,3,4,1,2,2,15,6,13,46390.0
416,no,non travel,unknown,unknown,F, laboratory technician ,no,no,35,1,3,417,1,2,2,4,4469.17,11619.83,0,12,3,2,1,0,3,9,0,0,53630.0
417,yes,non travel,unknown,unknown,M, sales executive ,,yes,55,13,4,418,1,4,4,3,12783.92,33238.2,6,17,3,3,0,2,2,19,3,8,153407.07
418,no,non travel,unknown,unknown,M, laboratory technician ,,no,34,29,3,419,1,3,2,3,4492.84,11681.39,4,13,3,1,2,1,3,8,7,7,53914.11
419,no,non travel,unknown,medical,F, research scientist ,yes,no,43,6,3,420,1,2,2,3,3400.83,8842.17,1,14,3,1,0,3,1,20,1,8,40810.0
420,no,travel rarely,unknown,human resources,F, manager ,,no,42,10,3,421,1,3,4,1,12783.92,33238.2,0,14,3,3,1,5,3,20,0,9,153407.07
421,no,travel rarely,unknown,unknown,M, laboratory technician ,no,yes,26,7,3,422,1,4,1,1,2981.67,7752.33,0,12,3,4,0,2,3,7,0,7,35780.0
422,yes,non travel,unknown,other,F, healthcare representative ,yes,yes,29,14,1,423,1,3,3,4,8339.32,21682.23,0,12,3,1,0,1,3,8,7,7,100071.84
423,no,non travel, research & development ,unknown,F, research director ,,no,54,1,3,424,1,3,4,4,14440.0,37544.0,6,19,3,4,0,3,2,20,12,7,173280.0
424,no,non travel,unknown,unknown,M, research director ,no,yes,55,1,4,425,1,4,4,4,12783.92,33238.2,2,13,3,4,2,4,4,7,0,0,153407.07
425,no,non travel,unknown,other,M, laboratory technician ,no,yes,40,9,4,426,1,3,2,3,4492.84,11681.39,3,11,3,3,2,2,3,8,0,7,53914.11
426,no,non travel,unknown,unknown,M, sales executive ,,yes,31,8,2,427,1,3,3,4,8994.17,23384.83,1,18,3,1,1,5,3,13,9,9,107930.0
427,yes,non travel,unknown,marketing,M, sales executive ,no,yes,46,9,3,428,1,3,3,4,8339.32,21682.23,4,11,3,1,1,1,4,7,4,3,100071.84
428,no,travel rarely,unknown,medical,M, healthcare representative ,yes,no,45,20,3,429,1,1,3,1,9042.5,23510.5,2,18,3,2,1,2,3,7,0,7,108510.0
429,no,travel rarely,unknown,life sciences,M, healthcare representative ,,no,49,7,4,430,1,3,3,2,8721.67,22676.33,3,14,3,2,2,3,3,8,0,7,104660.0
430,no,travel rarely,unknown,unknown,M, sales executive ,,yes,29,19,3,431,1,2,2,3,4492.84,11681.39,1,14,3,3,2,3,3,10,0,4,53914.11
431,yes,non travel,unknown,technical degree,M, research scientist ,no,yes,29,1,4,432,1,2,1,1,1968.33,5117.67,6,13,3,3,0,2,1,9,0,7,23620.0
432,no,non travel,unknown,other,F, healthcare representative ,no,yes,29,8,1,433,1,1,2,1,4492.84,11681.39,3,13,3,3,1,3,3,7,0,7,53914.11
433,no,travel rarely, human resources ,unknown,M, manager ,yes,yes,40,6,2,434,1,3,4,4,12783.92,33238.2,1,21,4,4,0,2,3,21,7,7,153407.07
434,no,non travel, sales ,life sciences,F, sales executive ,no,yes,48,16,4,435,1,3,2,3,5365.83,13951.17,8,14,3,3,1,2,3,8,7,7,64390.0
435,yes,non travel,unknown,unknown,F, manufacturing director ,,yes,53,2,5,436,1,2,3,4,8339.32,21682.23,0,16,3,2,1,4,3,33,1,9,100071.84
436,no,non travel,unknown,medical,F, research director ,yes,no,44,7,3,437,1,3,5,4,15943.72,41453.67,0,14,3,4,1,4,2,22,1,10,191324.62
437,no,non travel,unknown,unknown,F, laboratory technician ,,no,45,5,5,438,1,1,2,1,4807.5,12499.5,1,14,3,1,0,3,3,10,1,4,57690.0
438,no,non travel,unknown,marketing,M, sales executive ,,no,45,26,3,439,1,2,2,1,3654.17,9500.83,1,15,3,1,1,2,3,10,4,5,43850.04
439,no,travel frequently,unknown,unknown,M, manufacturing director ,,yes,34,10,4,440,1,4,2,4,4492.84,11681.39,1,13,3,1,1,3,3,9,7,2,53914.11
440,no,non travel, research & development ,medical,M, manufacturing director ,,no,39,10,5,441,1,3,2,1,4492.84,11681.39,2,13,3,4,3,3,3,7,7,7,53914.08
441,no,non travel, research & development ,unknown,M, laboratory technician ,no,yes,27,36,3,442,3,2,1,1,3388.33,8809.67,1,11,3,1,2,3,3,7,0,7,40660.0
442,no,travel rarely,unknown,unknown,F, manufacturing director ,,yes,45,2,2,443,1,2,2,4,4492.84,11681.39,1,19,3,1,2,3,3,10,3,9,53914.08
443,no,non travel,unknown,unknown,M, human resources ,yes,yes,44,1,5,444,1,3,2,4,4492.84,11681.39,4,11,3,3,0,3,3,10,0,2,53914.08
444,no,non travel,unknown,life sciences,M, manufacturing director ,,no,25,2,1,445,1,4,2,3,4338.33,11279.67,1,17,3,3,2,6,3,7,0,7,52060.0
445,no,non travel,unknown,unknown,M, manager ,,yes,49,1,3,446,1,3,4,3,12783.92,33238.2,4,14,3,1,0,2,3,8,0,0,153407.07
446,yes,travel frequently,unknown,unknown,F, sales representative ,,no,48,7,2,447,1,3,1,3,2212.5,5752.5,2,11,3,3,2,3,3,9,7,7,26550.0
447,no,non travel,unknown,medical,M, laboratory technician ,no,yes,26,7,3,448,1,3,1,4,2141.67,5568.33,1,20,4,3,0,5,3,7,5,7,25700.0
448,no,travel rarely,unknown,life sciences,F, healthcare representative ,,yes,44,2,3,449,1,4,3,4,8339.32,21682.23,1,19,3,2,1,2,3,8,6,7,100071.84
449,no,non travel,unknown,unknown,F, sales representative ,,yes,36,2,4,450,1,3,2,4,3751.67,9754.33,3,15,3,3,0,2,2,13,6,7,45020.0
450,no,non travel, research & development ,unknown,M, healthcare representative ,no,yes,46,13,4,451,1,3,2,2,4492.84,11681.39,6,14,3,4,0,3,3,10,0,9,53914.11
451,no,non travel,unknown,life sciences,M, manufacturing director ,,yes,35,27,4,452,1,3,2,3,4492.84,11681.39,2,16,3,2,1,3,3,7,0,7,53914.11
452,no,travel frequently,unknown,unknown,F, research scientist ,,no,30,2,4,453,1,2,1,1,4140.0,10764.0,0,16,3,4,0,2,3,9,0,7,49680.0
453,no,non travel,unknown,marketing,M, sales executive ,no,yes,30,15,2,454,1,2,3,1,8339.32,21682.23,2,11,3,1,1,2,3,7,1,7,100071.84
454,no,non travel,unknown,marketing,F, sales executive ,no,yes,33,2,3,455,1,3,2,2,4289.17,11151.83,8,15,3,4,0,2,2,11,1,7,51470.0
455,no,non travel,unknown,unknown,M, research scientist ,no,yes,32,5,4,456,1,3,1,2,2265.0,5889.0,2,14,3,2,0,3,3,7,0,7,27180.0
456,no,travel rarely,unknown,life sciences,M, human resources ,no,no,43,2,3,457,1,3,1,4,2949.17,7667.83,0,13,3,2,0,5,3,9,1,8,35390.04
457,no,travel rarely,unknown,marketing,F, sales executive ,,yes,31,29,4,458,1,2,2,4,4556.67,11847.33,1,14,3,1,2,3,3,12,5,7,54680.0
458,yes,non travel,unknown,unknown,M, sales executive ,,no,35,27,3,459,1,3,2,4,4844.17,12594.83,1,18,3,4,0,2,3,10,7,7,58130.04
459,no,non travel, research & development ,medical,M, manufacturing director ,no,no,35,2,2,460,1,3,2,4,4492.84,11681.39,2,14,3,3,1,6,3,7,1,7,53914.11
460,no,non travel,unknown,medical,F, manufacturing director ,no,no,30,10,3,461,1,3,3,3,8055.83,20945.17,9,14,3,2,0,3,3,7,0,2,96670.0
461,yes,travel rarely,unknown,medical,F, healthcare representative ,no,no,46,19,2,462,1,3,2,2,4492.84,11681.39,4,22,4,4,1,2,4,9,3,7,53914.08
462,no,non travel,unknown,unknown,F, sales executive ,,no,45,2,4,463,1,3,2,3,4295.0,11167.0,4,22,4,2,2,3,4,8,5,7,51540.0
463,no,travel frequently,unknown,life sciences,M, sales executive ,,no,43,2,4,464,1,3,2,4,4729.17,12295.83,1,20,4,3,1,5,3,7,7,7,56750.0
464,yes,non travel,unknown,life sciences,F, sales executive ,,yes,46,10,3,465,1,3,3,2,6095.0,15847.0,5,21,4,3,3,2,3,8,0,7,73140.0
465,no,travel rarely, research & development ,unknown,M, manager ,,yes,40,1,4,466,1,3,4,1,12783.92,33238.2,2,11,3,1,1,3,3,19,11,16,153407.04
466,no,travel rarely, sales ,unknown,F, sales executive ,no,no,27,2,2,467,1,4,2,3,4492.84,11681.39,0,14,3,2,0,5,2,8,0,7,53914.11
467,no,non travel,unknown,medical,M, research director ,no,yes,42,6,3,468,1,3,3,1,8339.32,21682.23,9,13,3,2,1,3,4,13,5,7,100071.84
468,no,travel frequently,unknown,other,M, laboratory technician ,no,yes,26,6,3,469,1,4,1,4,2342.59,6090.75,0,18,3,1,1,3,3,7,7,7,28111.13
469,no,travel frequently,unknown,life sciences,M, sales executive ,,yes,28,1,2,470,1,2,2,4,4492.84,11681.39,1,12,3,3,1,2,3,7,0,7,53914.11
470,no,non travel,unknown,unknown,M, research scientist ,,no,47,14,4,471,1,3,2,2,4492.84,11681.39,8,18,3,3,1,4,4,8,1,7,53914.11
471,no,travel rarely,unknown,medical,M, sales executive ,no,yes,34,13,4,472,1,3,3,3,8339.32,21682.23,1,18,3,3,1,2,2,8,1,1,100071.84
472,no,non travel, research & development ,medical,M, laboratory technician ,no,yes,26,1,3,473,1,3,1,1,2342.59,6090.75,0,13,3,4,0,6,3,7,7,6,28111.13
473,no,travel rarely,unknown,unknown,M, sales executive ,,no,27,9,3,474,1,3,2,4,4492.84,11681.39,1,14,3,1,0,5,3,7,0,7,53914.11
474,yes,travel frequently, sales ,marketing,M, sales executive ,yes,yes,31,26,4,475,1,3,2,4,4492.84,11681.39,1,11,3,3,0,4,3,10,0,8,53914.11
475,no,travel frequently,unknown,life sciences,M, healthcare representative ,,yes,33,7,2,476,1,3,2,3,4492.84,11681.39,1,20,3,3,3,2,3,9,2,8,53914.08
476,no,non travel,unknown,unknown,F, research director ,no,yes,31,10,3,477,1,3,3,3,8339.32,21682.23,4,20,4,3,1,2,4,11,4,8,100071.84
477,no,non travel,unknown,medical,M, research scientist ,no,yes,35,9,4,478,1,3,2,3,4248.33,11045.67,1,19,3,2,0,5,3,10,0,8,50980.0
478,no,travel rarely,unknown,unknown,F, healthcare representative ,yes,yes,33,15,2,479,1,3,2,4,4492.84,11681.39,0,13,3,1,1,6,3,9,8,1,53914.11
479,no,travel rarely,unknown,life sciences,M, research scientist ,no,no,39,24,1,480,1,3,2,4,4492.84,11681.39,7,13,3,1,0,2,3,7,1,7,53914.08
480,no,travel rarely,unknown,unknown,F, sales executive ,no,yes,36,46,3,481,4,2,3,4,8339.32,21682.23,0,19,3,3,2,2,3,9,3,4,100071.84
481,no,travel rarely,unknown,life sciences,F, manufacturing director ,no,yes,41,28,4,482,1,2,4,2,11308.33,29401.67,0,23,3,3,1,3,3,20,0,10,135700.0
482,no,non travel, sales ,marketing,F, sales executive ,no,no,34,28,3,483,1,2,2,3,5593.33,14542.67,1,21,4,4,2,2,3,8,1,7,67120.0
483,no,travel rarely,unknown,unknown,F, sales executive ,no,yes,38,10,2,484,1,3,2,4,4492.84,11681.39,1,11,3,3,1,1,3,10,1,9,53914.08
484,no,travel rarely,unknown,unknown,M, healthcare representative ,,yes,39,6,1,485,1,2,3,1,8325.83,21647.17,4,15,3,1,1,5,3,7,1,7,99910.0
485,no,travel rarely,unknown,unknown,F, research director ,no,no,34,7,4,486,1,3,3,2,8339.32,21682.23,0,11,3,3,0,4,3,12,2,11,100071.84
486,no,travel rarely,unknown,medical,F, healthcare representative ,,yes,44,7,4,487,1,2,3,4,8540.0,22204.0,3,14,3,4,1,4,3,22,5,17,102480.0
487,no,non travel,unknown,unknown,M, sales executive ,,yes,46,5,4,488,1,3,2,4,4492.84,11681.39,4,21,3,3,0,4,3,9,0,8,53914.11
488,no,travel frequently, research & development ,life sciences,M, manager ,,no,41,10,3,489,1,2,4,1,12783.92,33238.2,4,13,3,2,1,2,2,7,7,7,153407.07
489,no,non travel, research & development ,unknown,F, healthcare representative ,no,no,39,2,4,490,1,3,3,3,9115.0,23699.0,0,25,4,4,0,1,3,19,11,8,109380.0
490,no,travel rarely,unknown,medical,F, laboratory technician ,yes,yes,42,2,3,491,1,2,1,1,2160.83,5618.17,0,11,3,3,1,4,3,9,7,8,25930.0
491,no,travel frequently, research & development ,unknown,F, manager ,,yes,33,5,4,492,1,3,3,2,9898.33,25735.67,6,11,3,2,2,2,3,10,8,8,118779.96
492,no,travel rarely,unknown,technical degree,M, manufacturing director ,no,yes,35,5,4,493,1,3,3,2,6745.83,17539.17,0,13,3,4,0,5,3,16,0,13,80950.0
493,yes,travel rarely,unknown,medical,M, manager ,,yes,33,15,1,494,1,3,3,3,8339.32,21682.23,7,12,3,4,0,2,4,7,7,7,100071.84
494,no,travel rarely,unknown,life sciences,F, manufacturing director ,no,no,40,6,3,495,1,3,4,3,12783.92,33238.2,7,15,3,3,0,3,3,20,5,13,153407.07
495,no,travel rarely,unknown,human resources,M, manager ,no,no,41,10,4,496,1,2,5,4,15943.72,41453.67,3,15,3,2,3,2,2,21,12,6,191324.62
496,no,non travel,unknown,unknown,F, healthcare representative ,no,no,27,7,3,497,1,2,2,1,4492.84,11681.39,8,19,3,1,0,2,1,7,0,7,53914.11
497,no,travel rarely,unknown,marketing,M, manager ,,yes,52,3,4,498,1,2,4,1,14046.67,36521.33,1,11,3,1,0,3,4,34,1,16,168560.0
498,no,travel rarely,unknown,marketing,F, manager ,no,no,51,26,4,499,1,3,4,3,12783.92,33238.2,2,14,3,3,1,2,2,20,4,17,153407.07
499,no,travel rarely,unknown,marketing,F, sales executive ,,yes,47,2,2,500,1,3,2,4,3780.83,9830.17,0,22,4,1,1,2,3,7,7,7,45370.0
500,no,non travel, research & development ,unknown,M, manager ,,no,50,2,4,501,1,3,4,1,14936.67,38835.33,1,11,3,4,1,3,3,31,14,7,179240.0
501,no,travel rarely, research & development ,life sciences,F, healthcare representative ,,yes,35,21,1,502,1,3,2,4,3345.0,8697.0,1,25,4,4,1,2,1,10,0,7,40140.0
502,no,travel rarely,unknown,unknown,F, manufacturing director ,no,yes,39,1,1,503,1,2,4,4,10618.33,27607.67,1,16,3,3,1,3,3,21,11,8,127420.0
503,no,travel frequently,unknown,medical,F, manufacturing director ,,no,39,22,3,504,1,3,3,1,8339.32,21682.23,1,13,3,3,0,2,3,21,2,8,100071.84
504,no,non travel,unknown,unknown,F, research scientist ,no,no,41,7,2,505,1,4,1,3,2813.33,7314.67,1,13,3,3,0,3,3,10,0,8,33760.0
505,yes,non travel, human resources ,medical,M, human resources ,no,yes,44,1,2,506,1,2,3,1,8735.0,22711.0,9,14,3,4,1,1,3,20,3,6,104820.0
506,no,non travel,unknown,medical,M, manager ,no,no,42,2,2,507,1,3,4,1,12783.92,33238.2,0,17,3,4,1,3,3,22,13,7,153407.04
507,no,travel rarely,unknown,life sciences,M, healthcare representative ,,yes,52,7,4,508,1,3,3,2,8339.32,21682.23,7,19,3,4,0,4,3,8,4,0,100071.84
508,no,non travel,unknown,unknown,M, human resources ,no,yes,38,1,3,509,1,4,1,3,2342.59,6090.75,1,13,3,4,1,2,4,7,5,0,28111.13
509,no,non travel, human resources ,life sciences,F, human resources ,,yes,46,1,2,510,1,3,1,1,2342.59,6090.75,6,12,3,3,0,3,4,7,5,7,28111.13
510,no,non travel,unknown,life sciences,M, research scientist ,,no,35,4,4,511,1,3,2,3,3540.83,9206.17,1,11,3,2,0,3,3,9,1,1,42490.0
511,no,travel rarely, research & development ,life sciences,M, manufacturing director ,,yes,28,29,1,512,1,1,2,2,5457.5,14189.5,1,14,3,2,2,2,2,8,1,7,65490.0
512,no,non travel,unknown,life sciences,M, research director ,no,yes,44,28,3,513,1,3,4,1,12783.92,33238.2,3,13,3,3,1,1,4,20,14,17,153407.04
513,no,non travel,unknown,unknown,M, research director ,,no,50,22,5,514,1,1,4,4,12009.17,31223.83,1,13,3,4,0,2,3,32,13,9,144110.04
514,no,travel rarely,unknown,marketing,M, manager ,no,yes,55,23,5,515,1,2,5,4,16321.67,42436.33,1,21,4,3,1,3,3,36,2,13,195860.0
515,no,non travel, sales ,unknown,M, sales executive ,no,yes,39,6,3,516,1,4,3,3,6864.17,17846.83,2,11,3,1,1,3,3,7,7,6,82370.0
516,no,non travel, research & development ,unknown,F, laboratory technician ,,yes,49,13,4,517,1,3,1,1,2675.83,6957.17,1,14,3,4,1,3,2,9,1,4,32109.96
517,no,non travel,unknown,technical degree,F, research director ,,no,45,28,2,518,1,2,4,2,13920.0,36192.0,1,11,3,3,0,2,3,21,8,6,167040.0
518,no,non travel,unknown,unknown,M, sales executive ,,no,46,2,3,519,1,3,3,4,8339.32,21682.23,4,12,3,2,1,5,2,10,0,3,100071.84
519,no,non travel,unknown,unknown,F, research scientist ,no,no,27,15,3,520,1,2,1,1,3978.33,10343.67,0,19,3,4,1,2,3,7,7,3,47740.0
520,no,travel rarely,unknown,unknown,M, manager ,,yes,42,2,3,521,1,3,5,3,15943.72,41453.67,5,11,3,1,0,2,2,22,4,14,191324.64
521,no,non travel, sales ,unknown,M, sales executive ,,yes,49,2,3,522,1,2,2,2,4492.84,11681.39,2,14,3,4,0,3,2,9,0,8,53914.11
522,no,travel rarely,unknown,life sciences,F, laboratory technician ,yes,yes,29,15,2,523,1,2,2,3,4492.84,11681.39,0,12,3,4,0,3,3,9,0,8,53914.11
523,no,non travel,unknown,marketing,M, sales executive ,no,no,34,12,4,524,1,3,2,3,3806.67,9897.33,0,20,4,3,0,2,3,9,8,7,45680.0
524,no,non travel,unknown,unknown,M, manufacturing director ,no,no,37,1,4,525,1,2,2,3,4994.17,12984.83,1,18,3,3,1,2,3,7,0,7,59930.0
525,no,non travel,unknown,unknown,M, manufacturing director ,no,yes,36,11,3,526,1,2,2,2,5415.83,14081.17,1,13,3,3,0,3,3,6,0,3,64990.0
526,no,non travel,unknown,unknown,M, research scientist ,,yes,45,29,3,527,1,3,1,4,2876.67,7479.33,5,13,3,2,0,2,2,6,0,3,34520.0
527,no,travel rarely,unknown,unknown,M, research scientist ,no,no,29,15,3,528,1,3,1,4,2342.59,6090.75,1,19,3,1,0,1,3,6,1,5,28111.13
528,no,non travel,unknown,unknown,F, manufacturing director ,no,no,26,1,3,529,1,3,2,2,5330.83,13860.17,1,20,4,1,1,6,1,6,1,4,63970.0
529,no,non travel,unknown,life sciences,M, sales executive ,no,yes,28,9,4,530,1,3,2,4,4492.84,11681.39,1,16,3,4,0,1,3,7,0,7,53914.11
530,no,travel frequently,unknown,technical degree,F, healthcare representative ,no,yes,42,30,4,531,1,2,2,4,4492.84,11681.39,0,11,3,4,3,4,4,6,0,4,53914.11
531,no,travel rarely, sales ,life sciences,M, sales executive ,yes,yes,31,2,1,532,1,3,2,4,4492.84,11681.39,4,13,3,3,0,2,4,6,0,5,53914.11
532,no,travel rarely,unknown,unknown,F, manufacturing director ,,yes,37,47,3,533,4,3,3,4,8339.32,21682.23,4,17,3,4,0,3,4,6,1,2,100071.84
533,no,non travel,unknown,unknown,M, sales executive ,no,no,37,9,4,534,1,3,3,2,8339.32,21682.23,1,13,3,4,1,6,3,9,7,7,100071.84
534,no,travel rarely,unknown,life sciences,F, manufacturing director ,,no,37,1,4,535,1,3,2,2,4492.84,11681.39,6,12,3,2,1,2,2,6,4,3,53914.11
535,no,travel rarely,unknown,medical,M, research scientist ,,yes,24,23,3,536,1,4,1,4,2270.83,5904.17,1,11,3,2,2,3,3,6,1,4,27250.0
536,no,non travel,unknown,unknown,M, manager ,no,no,50,3,3,537,1,3,5,2,15943.72,41453.67,1,11,3,3,1,2,3,32,10,7,191324.64
