,age,dailyrate,distancefromhome,education,employeecount,employeenumber,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,numberchildren
412,39,467.7936507936508,-33,2,1,413,1,,3,2,3,3778.33,9823.67,0,11,3.0,1,0,,6,,8,,1,7,3778.33,1984,45340.0,
413,34,876.984126984127,9,3,1,414,4,,3,3,4,7083.33,18416.67,0,11,,4,1,10.0,0,2.0,9,,1,6,7083.33,1989,85000.0,
414,38,556.2566609977324,2,2,1,415,2,,3,2,1,,11681.39,3,15,3.0,4,1,11.0,3,3.0,7,,1,7,,1985,53914.11,
415,36,478.62698412698415,-12,3,1,416,12,,4,2,1,3865.83,10051.17,2,16,3.0,4,1,,2,2.0,15,,6,13,3865.83,1987,46390.0,
416,35,553.3253968253969,1,3,1,417,4,,2,2,4,4469.17,11619.83,0,12,3.0,2,1,10.0,0,3.0,9,,0,0,4469.17,1988,53630.0,
417,55,1582.7713464696226,13,4,1,418,1,,4,4,3,12783.92,33238.2,6,17,3.0,3,0,,2,2.0,19,,3,8,12783.92,1968,153407.07,
418,34,556.2566609977324,29,3,1,419,2,,3,2,3,4492.84,11681.39,4,13,3.0,1,2,10.0,1,3.0,8,,7,7,4492.84,1989,53914.11,
419,43,421.0555555555556,6,3,1,420,1,,2,2,3,3400.83,8842.17,1,14,3.0,1,0,20.0,3,1.0,20,,1,8,3400.83,1980,40810.0,
420,42,1582.7713464696226,10,3,1,421,3,,3,4,1,12783.92,33238.2,0,14,3.0,3,1,21.0,5,3.0,20,,0,9,12783.92,1981,153407.07,
421,26,369.1587301587302,7,3,1,422,3,,4,1,1,,7752.33,0,12,3.0,4,0,8.0,2,3.0,7,,0,7,,1997,35780.0,
422,29,1032.4872861766066,14,1,1,423,3,,3,3,4,8339.32,21682.23,0,12,3.0,1,0,,1,3.0,8,,7,7,8339.32,1994,100071.84,
423,54,1787.809523809524,1,3,1,424,4,223.47619047619048,3,4,4,,37544.0,6,19,3.0,4,0,29.0,3,2.0,20,,12,7,,1969,173280.0,
424,55,1582.7713464696226,1,4,1,425,2,,4,4,4,12783.92,33238.2,2,13,3.0,4,2,31.0,4,4.0,7,,0,0,12783.92,1968,153407.07,
425,40,556.2566609977324,9,4,1,426,3,,3,2,3,4492.84,11681.39,3,11,3.0,3,2,11.0,2,,8,,0,7,4492.84,1983,53914.11,
426,31,1113.563492063492,8,2,1,427,1,,3,3,4,8994.17,23384.83,1,18,,1,1,13.0,5,3.0,13,,9,9,8994.17,1992,107930.0,
427,46,1032.4872861766066,9,3,1,428,1,,3,3,4,8339.32,21682.23,4,11,3.0,1,1,28.0,1,4.0,7,,4,3,8339.32,1977,,
428,45,1119.547619047619,20,3,1,429,2,,1,3,1,9042.5,23510.5,2,18,3.0,2,1,,2,3.0,7,,0,7,9042.5,1978,108510.0,
429,49,1079.8253968253969,7,4,1,430,3,134.9781746031746,3,3,2,,22676.33,3,14,3.0,2,2,29.0,3,3.0,8,,0,7,,1974,104660.0,
430,29,556.2566609977324,19,3,1,431,3,69.53208262471655,2,2,3,4492.84,11681.39,1,14,3.0,3,2,10.0,3,3.0,10,,0,4,4492.84,1994,53914.11,
431,29,243.6984126984127,1,4,1,432,1,,2,1,1,,5117.67,6,13,3.0,3,0,,2,1.0,9,,0,7,,1994,23620.0,
432,29,556.2566609977324,8,1,1,433,3,,1,2,1,,11681.39,3,13,3.0,3,1,9.0,3,3.0,7,,0,7,,1994,53914.11,
433,40,1582.7713464696226,6,2,1,434,3,197.8464183087028,3,4,4,12783.92,33238.2,1,21,4.0,4,0,21.0,2,3.0,21,,7,7,12783.92,1983,153407.07,
434,48,664.3412698412699,16,4,1,435,3,,3,2,3,,13951.17,8,14,3.0,3,1,18.0,2,,8,,7,7,,1975,64390.0,
435,53,1032.4872861766066,2,5,1,436,3,,2,3,4,,21682.23,0,16,3.0,2,1,,4,3.0,33,,1,9,,1970,100071.84,
436,44,1973.9841269841268,7,3,1,437,2,,3,5,4,,41453.67,0,14,,4,1,,4,2.0,22,,1,10,,1979,191324.62,
437,45,595.2142857142857,5,5,1,438,3,74.40178571428571,1,2,1,,12499.5,1,14,3.0,1,0,10.0,3,3.0,10,,1,4,,1978,57690.0,
438,45,452.4206349206349,26,3,1,439,1,,2,2,1,3654.17,9500.83,1,15,,1,1,10.0,2,,10,,4,5,3654.17,1978,,
439,34,556.2566609977324,10,4,1,440,3,,4,2,4,4492.84,11681.39,1,13,3.0,1,1,9.0,3,,9,,7,2,4492.84,1989,53914.11,
440,39,556.2566609977324,10,5,1,441,2,,3,2,1,4492.84,11681.39,2,13,3.0,4,3,,3,3.0,7,,7,7,4492.84,1984,,
441,27,419.50793650793656,-36,3,1,442,36,,2,1,1,3388.33,8809.67,1,11,3.0,1,2,7.0,3,3.0,7,,0,7,3388.33,1996,40660.0,
442,45,556.2566609977324,2,2,1,443,4,,2,2,4,4492.84,11681.39,1,19,3.0,1,2,10.0,3,3.0,10,,3,9,4492.84,1978,,
443,44,556.2566609977324,1,5,1,444,1,,3,2,4,4492.84,11681.39,4,11,3.0,3,0,14.0,3,3.0,10,,0,2,4492.84,1979,,
444,25,537.1269841269842,2,1,1,445,4,67.14087301587303,4,2,3,4338.33,11279.67,1,17,3.0,3,2,7.0,6,3.0,7,,0,7,4338.33,1998,52060.0,
445,49,1582.7713464696226,1,3,1,446,3,,3,4,3,12783.92,33238.2,4,14,3.0,1,0,23.0,2,3.0,8,,0,0,12783.92,1974,153407.07,
446,48,273.92857142857144,7,2,1,447,4,,3,1,3,2212.5,5752.5,2,11,,3,2,19.0,3,3.0,9,,7,7,2212.5,1975,,
447,26,265.1587301587302,7,3,1,448,4,,3,1,4,2141.67,5568.33,1,20,4.0,3,0,7.0,5,3.0,7,,5,7,2141.67,1997,25700.0,
448,44,1032.4872861766066,2,3,1,449,3,129.06091077207583,4,3,4,8339.32,21682.23,1,19,,2,1,,2,3.0,8,,6,7,8339.32,1979,100071.84,
449,36,464.4920634920635,2,4,1,450,3,58.06150793650794,3,2,4,3751.67,9754.33,3,15,,3,0,17.0,2,2.0,13,,6,7,3751.67,1987,45020.0,
450,46,556.2566609977324,13,4,1,451,3,69.53208262471655,3,2,2,4492.84,11681.39,6,14,3.0,4,0,19.0,3,3.0,10,,0,9,4492.84,1977,53914.11,
451,35,556.2566609977324,27,4,1,452,4,,3,2,3,4492.84,11681.39,2,16,3.0,2,1,17.0,3,3.0,7,,0,7,4492.84,1988,53914.11,
452,30,512.5714285714286,2,4,1,453,4,,2,1,1,4140.0,10764.0,0,16,3.0,4,0,10.0,2,,9,,0,7,4140.0,1993,49680.0,
453,30,1032.4872861766066,15,2,1,454,3,,2,3,1,8339.32,21682.23,2,11,3.0,1,1,,2,3.0,7,,1,7,8339.32,1993,100071.84,
454,33,531.0396825396825,2,3,1,455,4,,3,2,2,4289.17,11151.83,8,15,3.0,4,0,13.0,2,2.0,11,,1,7,4289.17,1990,51470.0,
455,32,280.42857142857144,5,4,1,456,2,35.05357142857143,3,1,2,2265.0,5889.0,2,14,3.0,2,0,12.0,3,3.0,7,,0,7,2265.0,1991,27180.0,
456,43,365.1349206349206,2,3,1,457,2,,3,1,4,2949.17,7667.83,0,13,3.0,2,0,,5,3.0,9,,1,8,2949.17,1980,,
457,31,564.1587301587302,29,4,1,458,1,,2,2,4,4556.67,11847.33,1,14,3.0,1,2,,3,3.0,12,,5,7,4556.67,1992,54680.0,
458,35,599.7539682539682,27,3,1,459,3,,3,2,4,4844.17,12594.83,1,18,3.0,4,0,,2,3.0,10,,7,7,4844.17,1988,,
459,35,556.2566609977324,2,2,1,460,2,,3,2,4,4492.84,11681.39,2,14,3.0,3,1,15.0,6,3.0,7,,1,7,4492.84,1988,53914.11,
460,30,997.3888888888888,10,3,1,461,1,,3,3,3,8055.83,20945.17,9,14,3.0,2,0,9.0,3,3.0,7,,0,2,8055.83,1993,96670.0,
461,46,556.2566609977324,-19,2,1,462,4,,3,2,2,4492.84,11681.39,4,22,4.0,4,1,13.0,2,4.0,9,7.0,3,7,4492.84,1977,,
462,45,531.7619047619048,2,4,1,463,3,,3,2,3,,11167.0,4,22,4.0,2,2,10.0,3,4.0,8,,5,7,,1978,51540.0,
463,43,585.515873015873,2,4,1,464,1,73.18948412698413,3,2,4,4729.17,12295.83,1,20,4.0,3,1,7.0,5,3.0,7,,7,7,4729.17,1980,56750.0,
464,46,754.6190476190477,10,3,1,465,3,,3,3,2,6095.0,15847.0,5,21,4.0,3,3,14.0,2,3.0,8,,0,7,6095.0,1977,73140.0,
465,40,1582.7713464696226,1,4,1,466,1,,3,4,1,12783.92,33238.2,2,11,3.0,1,1,22.0,3,,19,,11,16,12783.92,1983,,
466,27,556.2566609977324,2,2,1,467,1,,4,2,3,4492.84,11681.39,0,14,3.0,2,0,9.0,5,2.0,8,,0,7,4492.84,1996,53914.11,
467,42,1032.4872861766066,6,3,1,468,3,,3,3,1,8339.32,21682.23,9,13,3.0,2,1,18.0,3,4.0,13,,5,7,8339.32,1981,,
468,26,290.03550973654063,6,3,1,469,3,36.25443871706758,4,1,4,2342.59,6090.75,0,18,3.0,1,1,8.0,3,3.0,7,,7,7,2342.59,1997,28111.13,
469,28,556.2566609977324,1,2,1,470,3,69.53208262471655,2,2,4,,11681.39,1,12,3.0,3,1,7.0,2,3.0,7,,0,7,,1995,53914.11,
470,47,556.2566609977324,14,4,1,471,3,69.53208262471655,3,2,2,4492.84,11681.39,8,18,3.0,3,1,,4,4.0,8,,1,7,4492.84,1976,53914.11,
471,34,1032.4872861766066,13,4,1,472,4,,3,3,3,8339.32,21682.23,1,18,3.0,3,1,9.0,2,2.0,8,,1,1,8339.32,1989,100071.84,
472,26,290.03550973654063,1,3,1,473,3,,3,1,1,2342.59,6090.75,0,13,3.0,4,0,8.0,6,,7,,7,6,2342.59,1997,28111.13,
473,27,556.2566609977324,9,3,1,474,4,,3,2,4,,11681.39,1,14,3.0,1,0,,5,,7,,0,7,,1996,53914.11,
474,31,556.2566609977324,26,4,1,475,1,,3,2,4,4492.84,11681.39,1,11,3.0,3,0,10.0,4,3.0,10,,0,8,4492.84,1992,53914.11,
475,33,556.2566609977324,7,2,1,476,4,,3,2,3,4492.84,11681.39,1,20,,3,3,9.0,2,3.0,9,,2,8,4492.84,1990,,
476,31,1032.4872861766066,10,3,1,477,3,,3,3,3,8339.32,21682.23,4,20,4.0,3,1,13.0,2,4.0,11,,4,8,8339.32,1992,100071.84,
477,35,525.984126984127,9,4,1,478,2,,3,2,3,,11045.67,1,19,3.0,2,0,10.0,5,3.0,10,,0,8,,1988,50980.0,
478,33,556.2566609977324,15,2,1,479,2,,3,2,4,4492.84,11681.39,0,13,,1,1,,6,3.0,9,,8,1,4492.84,1990,53914.11,
479,39,556.2566609977324,24,1,1,480,1,,3,2,4,4492.84,11681.39,7,13,,1,0,,2,3.0,7,,1,7,4492.84,1984,,
480,36,1032.4872861766066,-46,3,1,481,46,129.06091077207583,2,3,4,,21682.23,0,19,3.0,3,2,10.0,2,3.0,9,,3,4,,1987,100071.84,
481,41,1400.079365079365,28,4,1,482,1,,2,4,2,11308.33,29401.67,0,23,,3,1,21.0,3,3.0,20,,0,10,11308.33,1982,135700.0,
482,34,692.5079365079365,28,3,1,483,4,,2,2,3,,14542.67,1,21,4.0,4,2,8.0,2,3.0,8,,1,7,,1989,67120.0,
483,38,556.2566609977324,10,2,1,484,1,,3,2,4,4492.84,11681.39,1,11,3.0,3,1,10.0,1,3.0,10,,1,9,4492.84,1985,,
484,39,1030.8174603174605,6,1,1,485,4,,2,3,1,8325.83,21647.17,4,15,3.0,1,1,,5,3.0,7,,1,7,8325.83,1984,99910.0,
485,34,1032.4872861766066,7,4,1,486,1,,3,3,2,,21682.23,0,11,,3,0,,4,3.0,12,6.0,2,11,,1989,100071.84,
486,44,1057.3333333333337,7,4,1,487,1,,2,3,4,8540.0,22204.0,3,14,,4,1,24.0,4,3.0,22,,5,17,8540.0,1979,102480.0,
487,46,556.2566609977324,5,4,1,488,1,,3,2,4,4492.84,11681.39,4,21,,3,0,14.0,4,3.0,9,,0,8,4492.84,1977,53914.11,
488,41,1582.7713464696226,10,3,1,489,4,197.8464183087028,2,4,1,,33238.2,4,13,3.0,2,1,,2,2.0,7,,7,7,,1982,153407.07,
489,39,1128.5238095238096,2,4,1,490,3,,3,3,3,9115.0,23699.0,0,25,4.0,4,0,20.0,1,3.0,19,,11,8,9115.0,1984,,
490,42,267.531746031746,2,3,1,491,4,,2,1,1,2160.83,5618.17,0,11,3.0,3,1,10.0,4,3.0,9,,7,8,2160.83,1981,25930.0,
491,33,1225.5079365079364,5,4,1,492,4,,3,3,2,9898.33,25735.67,6,11,,2,2,12.0,2,3.0,10,,8,8,9898.33,1990,,
492,35,835.1984126984128,5,4,1,493,3,,3,3,2,6745.83,17539.17,0,13,3.0,4,0,17.0,5,3.0,16,,0,13,6745.83,1988,80950.0,
493,33,1032.4872861766066,15,1,1,494,2,,3,3,3,,21682.23,7,12,3.0,4,0,15.0,2,4.0,7,,7,7,,1990,100071.84,
494,40,1582.7713464696226,6,3,1,495,2,,3,4,3,,33238.2,7,15,3.0,3,0,22.0,3,3.0,20,,5,13,,1983,153407.07,
495,41,1973.9841269841268,10,4,1,496,2,,2,5,4,15943.72,41453.67,3,15,3.0,2,3,23.0,2,2.0,21,,12,6,15943.72,1982,191324.62,
496,27,556.2566609977324,7,3,1,497,4,,2,2,1,,11681.39,8,19,3.0,1,0,,2,1.0,7,,0,7,,1996,53914.11,
497,52,1739.1111111111113,3,4,1,498,3,,2,4,1,14046.67,36521.33,1,11,3.0,1,0,,3,4.0,34,,1,16,14046.67,1971,168560.0,
498,51,1582.7713464696226,26,4,1,499,1,197.8464183087028,3,4,3,12783.92,33238.2,2,14,3.0,3,1,,2,2.0,20,,4,17,12783.92,1972,153407.07,
499,47,468.1031746031746,2,2,1,500,3,,3,2,4,3780.83,9830.17,0,22,4.0,1,1,8.0,2,3.0,7,,7,7,3780.83,1976,45370.0,
500,50,1849.301587301588,2,4,1,501,1,,3,4,1,,38835.33,1,11,3.0,4,1,31.0,3,3.0,31,,14,7,,1973,179240.0,
501,35,414.1428571428571,21,1,1,502,4,,3,2,4,3345.0,8697.0,1,25,4.0,4,1,10.0,2,1.0,10,,0,7,3345.0,1988,40140.0,
502,39,1314.6507936507935,1,1,1,503,4,164.33134920634922,2,4,4,10618.33,27607.67,1,16,3.0,3,1,,3,3.0,21,,11,8,10618.33,1984,127420.0,
503,39,1032.4872861766066,22,3,1,504,4,,3,3,1,8339.32,21682.23,1,13,3.0,3,0,,2,3.0,21,,2,8,8339.32,1984,100071.84,
504,41,348.3174603174604,7,2,1,505,2,43.53968253968255,4,1,3,,7314.67,1,13,3.0,3,0,,3,3.0,10,,0,8,,1982,33760.0,
505,44,1081.4761904761906,1,2,1,506,2,,2,3,1,8735.0,22711.0,9,14,,4,1,24.0,1,3.0,20,,3,6,8735.0,1979,104820.0,
506,42,1582.7713464696226,2,2,1,507,4,,3,4,1,12783.92,33238.2,0,17,3.0,4,1,23.0,3,3.0,22,,13,7,12783.92,1981,,
507,52,1032.4872861766066,7,4,1,508,2,,3,3,2,,21682.23,7,19,3.0,4,0,18.0,4,,8,,4,0,,1971,100071.84,
508,38,290.03550973654063,1,3,1,509,3,36.25443871706758,4,1,3,2342.59,6090.75,1,13,3.0,4,1,7.0,2,4.0,7,,5,0,2342.59,1985,28111.13,
509,46,290.03550973654063,1,2,1,510,4,36.25443871706758,3,1,1,,6090.75,6,12,3.0,3,0,10.0,3,4.0,7,,5,7,,1977,28111.13,
510,35,438.3888888888889,4,4,1,511,3,54.79861111111112,3,2,3,3540.83,9206.17,1,11,3.0,2,0,,3,3.0,9,,1,1,3540.83,1988,42490.0,
511,28,675.6904761904763,29,1,1,512,3,,1,2,2,5457.5,14189.5,1,14,,2,2,8.0,2,2.0,8,,1,7,5457.5,1995,,
512,44,1582.7713464696226,28,3,1,513,4,,3,4,1,12783.92,33238.2,3,13,3.0,3,1,,1,4.0,20,,14,17,12783.92,1979,,
513,50,1486.8492063492065,22,5,1,514,3,,1,4,4,12009.17,31223.83,1,13,3.0,4,0,,2,3.0,32,,13,9,12009.17,1973,,
514,55,2020.7777777777776,-23,5,1,515,3,252.59722222222223,2,5,4,,42436.33,1,21,4.0,3,1,36.0,3,3.0,36,,2,13,,1968,195860.0,
515,39,849.8492063492063,6,3,1,516,4,,4,3,3,6864.17,17846.83,2,11,3.0,1,1,11.0,3,3.0,7,,7,6,6864.17,1984,82370.0,
516,49,331.29365079365084,-13,4,1,517,13,,3,1,1,2675.83,6957.17,1,14,3.0,4,1,10.0,3,2.0,9,,1,4,2675.83,1974,,
517,45,1723.4285714285716,28,2,1,518,4,,2,4,2,13920.0,36192.0,1,11,,3,0,21.0,2,3.0,21,6.0,8,6,13920.0,1978,,
518,46,1032.4872861766066,2,3,1,519,3,,3,3,4,8339.32,21682.23,4,12,3.0,2,1,,5,2.0,10,,0,3,8339.32,1977,100071.84,
519,27,492.5555555555556,15,3,1,520,4,,2,1,1,,10343.67,0,19,3.0,4,1,,2,,7,,7,3,,1996,47740.0,
520,42,1973.9841269841268,2,3,1,521,1,,3,5,3,15943.72,41453.67,5,11,3.0,1,0,24.0,2,2.0,22,,4,14,15943.72,1981,,
521,49,556.2566609977324,2,3,1,522,4,,2,2,2,,11681.39,2,14,3.0,4,0,17.0,3,2.0,9,,0,8,,1974,53914.11,
522,29,556.2566609977324,15,2,1,523,4,,2,2,3,,11681.39,0,12,3.0,4,0,10.0,3,3.0,9,,0,8,,1994,53914.11,
523,34,471.3015873015873,-12,4,1,524,12,,3,2,3,3806.67,9897.33,0,20,4.0,3,0,,2,3.0,9,,8,7,3806.67,1989,45680.0,
524,37,618.3253968253969,1,4,1,525,1,,2,2,3,4994.17,12984.83,1,18,3.0,3,1,,2,,7,,0,7,4994.17,1986,59930.0,
525,36,670.5317460317461,11,3,1,526,2,83.81646825396827,2,2,2,5415.83,14081.17,1,13,3.0,3,0,6.0,3,3.0,6,,0,3,5415.83,1987,64990.0,
526,45,356.1587301587302,29,3,1,527,3,,3,1,4,,7479.33,5,13,3.0,2,0,9.0,2,2.0,6,,0,3,,1978,34520.0,
527,29,290.03550973654063,15,3,1,528,3,,3,1,4,,6090.75,1,19,3.0,1,0,6.0,1,3.0,6,,1,5,,1994,28111.13,
528,26,660.0079365079365,1,3,1,529,3,,3,2,2,5330.83,13860.17,1,20,4.0,1,1,6.0,6,1.0,6,,1,4,5330.83,1997,63970.0,
529,28,556.2566609977324,9,4,1,530,2,,3,2,4,,11681.39,1,16,3.0,4,0,,1,3.0,7,,0,7,,1995,53914.11,
530,42,556.2566609977324,-30,4,1,531,4,,2,2,4,,11681.39,0,11,3.0,4,3,7.0,4,4.0,6,,0,4,,1981,53914.11,
531,31,556.2566609977324,2,1,1,532,2,,3,2,4,,11681.39,4,13,3.0,3,0,10.0,2,4.0,6,,0,5,,1992,53914.11,
532,37,1032.4872861766066,-47,3,1,533,47,,3,3,4,8339.32,21682.23,4,17,3.0,4,0,,3,4.0,6,,1,2,8339.32,1986,100071.84,
533,37,1032.4872861766066,9,4,1,534,1,,3,3,2,,21682.23,1,13,3.0,4,1,9.0,6,3.0,9,,7,7,,1986,100071.84,
534,37,556.2566609977324,1,4,1,535,2,69.53208262471655,3,2,2,4492.84,11681.39,6,12,3.0,2,1,8.0,2,2.0,6,,4,3,4492.84,1986,53914.11,
535,24,281.1507936507937,23,3,1,536,2,,4,1,4,,5904.17,1,11,3.0,2,2,,3,3.0,6,,1,4,,1999,27250.0,
536,50,1973.9841269841268,3,3,1,537,1,,3,5,2,15943.72,41453.67,1,11,3.0,3,1,,2,3.0,32,,10,7,15943.72,1973,,
537,34,373.6984126984127,1,2,1,538,2,46.71230158730159,2,1,4,3018.33,7847.67,1,13,3.0,4,1,6.0,3,3.0,6,,1,3,3018.33,1989,36220.0,
538,27,556.2566609977324,3,1,1,539,4,,4,2,4,,11681.39,1,20,,2,2,,3,3.0,6,,0,4,,1996,53914.11,
539,25,637.6190476190476,-42,1,1,540,42,,3,2,4,,13390.0,1,23,4.0,2,0,6.0,5,2.0,6,,1,4,,1998,61800.0,
540,34,647.3174603174604,-25,3,1,541,4,,3,2,4,5228.33,13593.67,1,22,4.0,3,0,6.0,5,3.0,6,,1,4,5228.33,1989,62740.0,
541,34,452.00793650793656,2,4,1,542,3,,2,1,1,,9492.17,1,11,,3,0,6.0,3,3.0,6,,1,3,,1989,43810.0,
542,35,1032.4872861766066,7,3,1,543,3,,3,3,3,8339.32,21682.23,3,21,4.0,2,0,17.0,3,4.0,8,,1,6,8339.32,1988,,
543,35,264.0238095238095,-16,1,1,544,16,33.00297619047619,2,1,1,,5544.5,1,11,3.0,4,0,6.0,3,2.0,6,,1,1,,1988,25590.0,
544,33,566.2222222222222,1,4,1,545,3,70.77777777777777,4,2,2,4573.33,11890.67,1,13,3.0,1,1,,2,3.0,6,,1,2,4573.33,1990,54880.0,
545,29,259.3809523809524,28,4,1,546,3,,3,1,4,2095.0,5447.0,4,22,4.0,1,1,11.0,1,3.0,7,,1,7,2095.0,1994,25140.0,
546,29,290.03550973654063,10,3,1,547,4,,3,1,2,2342.59,6090.75,0,14,3.0,4,2,8.0,2,2.0,7,,1,1,2342.59,1994,28111.13,
547,34,556.2566609977324,9,1,1,548,2,69.53208262471655,3,2,3,4492.84,11681.39,1,20,4.0,1,0,,3,2.0,6,,1,3,4492.84,1989,53914.11,
548,28,329.74603174603175,19,4,1,549,4,,2,1,1,2663.33,6924.67,1,12,3.0,3,3,6.0,2,3.0,6,,3,3,2663.33,1995,31960.0,
549,44,290.03550973654063,2,1,1,550,1,,4,1,4,,6090.75,1,13,3.0,4,1,10.0,5,3.0,10,,7,7,,1979,28111.13,
550,31,556.2566609977324,11,2,1,551,3,69.53208262471655,3,2,1,4492.84,11681.39,1,12,,4,0,6.0,2,2.0,6,,0,1,4492.84,1992,53914.11,
551,26,290.03550973654063,4,2,1,552,3,36.25443871706758,3,1,4,2342.59,6090.75,1,20,4.0,2,0,,2,2.0,8,,2,2,2342.59,1997,28111.13,
552,47,352.8571428571429,1,3,1,553,1,,3,1,4,2850.0,7410.0,7,12,3.0,3,1,17.0,2,2.0,6,,1,2,2850.0,1976,34200.0,
553,37,290.03550973654063,5,2,1,554,3,,4,1,3,2342.59,6090.75,0,14,3.0,1,0,7.0,2,1.0,6,,1,3,2342.59,1986,28111.13,
554,32,421.67460317460313,1,4,1,555,4,,3,2,1,3405.83,8855.17,4,14,3.0,2,1,9.0,3,2.0,6,,1,2,3405.83,1991,,
555,32,556.2566609977324,2,3,1,556,4,69.53208262471655,3,2,2,4492.84,11681.39,0,13,3.0,3,2,10.0,4,2.0,9,,1,6,4492.84,1991,53914.11,
556,33,553.8412698412699,16,3,1,557,3,69.23015873015873,3,2,4,,11630.67,1,25,4.0,3,1,7.0,2,3.0,6,,1,2,,1990,53680.0,
557,47,1334.6666666666667,9,3,1,558,3,,1,4,3,,28028.0,7,11,,3,0,25.0,3,1.0,23,,14,10,,1976,129360.0,
558,41,556.2566609977324,1,2,1,559,2,,3,2,4,4492.84,11681.39,8,11,3.0,1,0,8.0,0,1.0,6,,0,5,4492.84,1982,53914.11,
559,35,290.03550973654063,16,3,1,560,1,36.25443871706758,4,1,2,,6090.75,0,13,3.0,3,1,6.0,5,3.0,5,,0,3,,1988,28111.13,
560,29,290.03550973654063,2,3,1,561,3,36.25443871706758,3,1,2,2342.59,6090.75,0,23,4.0,4,1,,3,3.0,5,,0,4,2342.59,1994,28111.13,
561,32,556.2566609977324,1,3,1,562,2,,3,2,2,4492.84,11681.39,1,17,3.0,2,2,10.0,3,3.0,10,,0,9,4492.84,1991,53914.11,
562,35,290.03550973654063,1,3,1,563,2,36.25443871706758,2,1,3,2342.59,6090.75,1,18,3.0,1,0,6.0,3,3.0,6,,0,4,2342.59,1988,28111.13,
563,56,1032.4872861766066,-13,3,1,564,4,,1,3,4,8339.32,21682.23,4,11,3.0,1,0,37.0,3,2.0,6,,0,2,8339.32,1967,,
564,28,435.5,4,3,1,565,2,,3,2,3,,9145.5,1,15,3.0,2,0,5.0,3,4.0,5,,0,4,,1995,42210.0,
565,25,556.2566609977324,5,3,1,566,3,,2,2,3,4492.84,11681.39,1,11,3.0,4,0,,1,3.0,6,,0,3,4492.84,1998,,
566,56,512.0555555555557,14,4,1,567,2,,3,1,2,,10753.17,9,18,3.0,1,3,7.0,2,3.0,5,,4,3,,1967,49630.0,
567,26,290.03550973654063,6,3,1,568,3,,2,1,2,,6090.75,1,19,3.0,3,0,5.0,3,2.0,5,,4,3,,1997,28111.13,
568,32,433.3333333333333,9,3,1,569,1,,3,1,1,3500.0,9100.0,7,22,4.0,1,0,,2,4.0,5,,0,4,3500.0,1991,,
569,30,290.03550973654063,18,3,1,570,1,,3,1,3,2342.59,6090.75,1,14,3.0,3,0,,4,2.0,5,,0,4,2342.59,1993,28111.13,
570,50,1973.9841269841268,11,3,1,571,3,,3,5,2,15943.72,41453.67,3,15,3.0,2,0,,5,3.0,5,,4,4,15943.72,1973,,
571,32,290.03550973654063,6,5,1,572,3,,3,1,3,2342.59,6090.75,3,20,4.0,1,0,8.0,2,,5,,1,4,2342.59,1991,28111.13,
572,45,516.4920634920635,4,2,1,573,3,,3,2,1,4171.67,10846.33,4,11,3.0,1,1,9.0,3,4.0,5,,0,3,4171.67,1978,,
573,43,290.03550973654063,7,3,1,574,4,36.25443871706758,4,1,4,2342.59,6090.75,4,14,3.0,4,3,7.0,3,4.0,5,,2,2,2342.59,1980,28111.13,
574,29,788.1507936507937,27,3,1,575,2,,3,3,4,,16551.17,1,22,4.0,4,3,10.0,3,2.0,10,,1,9,,1994,76390.0,
575,31,556.2566609977324,1,4,1,576,3,,1,2,3,,11681.39,0,12,3.0,4,1,6.0,2,3.0,5,,1,4,,1992,53914.11,
576,33,290.03550973654063,14,3,1,577,3,,3,1,4,2342.59,6090.75,5,13,3.0,3,1,8.0,2,1.0,5,,0,4,2342.59,1990,,
577,31,290.03550973654063,29,2,1,578,3,,2,1,2,2342.59,6090.75,0,11,3.0,2,0,,2,4.0,5,,1,4,2342.59,1992,28111.13,
578,37,670.8412698412699,6,4,1,579,3,,3,2,4,5418.33,14087.67,4,14,3.0,2,1,,5,4.0,5,,0,1,5418.33,1986,,
579,50,1973.9841269841268,4,1,1,580,1,,3,5,2,15943.72,41453.67,3,14,3.0,1,2,28.0,4,2.0,10,,1,6,15943.72,1973,,
580,42,1395.436507936508,26,3,1,581,3,,3,4,2,,29304.17,5,14,3.0,4,1,,2,,20,,4,8,,1981,135250.0,
581,27,556.2566609977324,2,3,1,582,4,,3,2,3,4492.84,11681.39,1,11,3.0,1,0,5.0,3,3.0,5,,0,4,4492.84,1996,,
582,27,655.0555555555557,1,1,1,583,3,,3,2,2,5290.83,13756.17,0,13,3.0,4,1,,0,,5,,1,4,5290.83,1996,,
583,41,556.2566609977324,6,3,1,584,4,,2,2,2,4492.84,11681.39,6,15,3.0,4,0,,3,3.0,5,,1,2,4492.84,1982,53914.11,
584,37,290.03550973654063,10,3,1,585,3,36.25443871706758,3,1,1,2342.59,6090.75,6,20,4.0,2,1,,3,3.0,5,4.0,0,3,2342.59,1986,28111.13,
585,40,658.2539682539682,-22,2,1,586,22,,2,2,3,,13823.33,2,12,3.0,1,2,8.0,6,3.0,6,,1,0,,1983,63800.0,
