,attrition,businesstravel,department,educationfield,gender,jobrole,overtime,remotework,age,distancefromhome,education,employeenumber,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary
364,no,non travel,unknown,medical,F, healthcare representative ,no,no,31,12,3,365,4.0,3,2,4,4492.84,1168.14,0,11,3,3,2,2,1,9,8,5,53914.11
365,no,non travel,unknown,medical,F, manufacturing director ,no,no,32,3,4,366,3.0,3,2,1,5604.17,1457.08,1,12,3,3,1,2,4,8,6,3,67250.0
366,yes,travel rarely,unknown,life sciences,M, sales executive ,no,no,36,3,1,367,3.0,2,3,4,8604.17,2237.08,1,11,3,1,1,6,3,16,3,7,103250.0
367,no,non travel,unknown,unknown,M, laboratory technician ,no,yes,45,47,2,368,4.0,3,2,2,3705.83,963.52,1,12,3,2,0,5,2,9,0,8,44470.0
368,no,travel rarely,unknown,unknown,M, sales executive ,no,no,39,2,5,369,1.0,4,3,3,8339.32,2168.22,0,18,3,4,0,3,3,8,0,7,100071.84
369,no,non travel,unknown,technical degree,M, sales executive ,no,yes,36,8,4,370,1.0,3,2,4,4492.84,1168.14,4,13,3,4,2,3,3,7,0,7,53914.11
370,no,non travel,unknown,medical,M, manufacturing director ,no,no,46,7,2,371,4.0,3,3,3,9037.5,2349.75,6,13,3,2,1,3,3,8,0,7,108450.0
371,no,travel rarely,unknown,technical degree,F, manufacturing director ,no,yes,54,17,3,372,3.0,3,3,3,8339.32,2168.22,8,11,3,3,1,2,3,10,0,8,100071.84
372,no,travel rarely,unknown,unknown,F, research director ,yes,yes,30,8,2,373,2.0,4,3,1,8339.32,2168.22,0,12,3,3,3,4,2,8,1,7,100071.84
373,no,non travel,unknown,medical,M, manufacturing director ,no,no,26,2,2,374,4.0,4,2,4,4560.0,1185.6,1,12,3,2,0,2,3,8,1,3,54720.0
374,no,travel frequently,unknown,medical,M, healthcare representative ,no,yes,55,18,4,375,3.0,3,2,2,5320.83,1383.42,3,14,3,4,2,3,3,8,6,7,63850.0
375,no,non travel, sales ,life sciences,F, sales executive ,no,yes,50,1,3,376,4.0,3,2,3,5289.17,1375.18,0,12,3,1,1,3,3,18,0,13,63470.0
376,no,non travel,unknown,unknown,F, laboratory technician ,no,yes,32,29,4,377,4.0,3,1,3,2342.59,609.08,9,12,3,2,0,2,3,8,7,7,28111.13
377,no,travel frequently,unknown,marketing,F, sales executive ,no,yes,53,2,3,378,3.0,2,3,2,6270.83,1630.42,2,12,3,1,1,2,3,15,6,12,75250.0
378,no,travel rarely,unknown,unknown,M, sales executive ,no,no,40,26,3,379,3.0,3,2,1,4492.84,1168.14,1,14,3,2,1,3,2,7,7,5,53914.11
379,no,non travel,unknown,unknown,M, manager ,no,yes,55,2,1,380,3.0,2,4,1,12783.92,3323.82,7,15,3,2,0,3,4,9,6,2,153407.04
380,yes,non travel,unknown,unknown,M, healthcare representative ,no,no,28,24,2,381,2.0,2,3,1,8339.32,2168.22,1,12,3,1,0,2,2,10,1,9,100071.84
381,no,travel rarely,unknown,other,F, research scientist ,no,yes,28,10,3,382,3.0,3,2,3,3050.0,793.0,3,13,3,4,0,4,4,8,1,7,36600.0
382,yes,non travel,unknown,technical degree,M, sales executive ,no,yes,35,4,3,383,4.0,3,3,1,8339.32,2168.22,0,22,4,1,0,2,3,8,4,7,100071.84
383,yes,travel frequently, research & development ,medical,F, research scientist ,no,yes,33,36,4,384,4.0,2,2,3,4492.84,1168.14,1,22,4,2,0,4,3,13,3,8,53914.11
384,yes,non travel, research & development ,technical degree,M, laboratory technician ,no,yes,25,4,1,385,4.0,3,1,4,2342.59,609.08,1,15,3,2,1,3,4,7,5,6,28111.13
385,no,non travel, sales ,unknown,M, sales executive ,yes,yes,38,10,4,386,3.0,2,3,3,7283.33,1893.67,0,14,3,2,2,2,3,8,2,7,87400.0
386,no,non travel,unknown,unknown,F, manufacturing director ,no,yes,28,12,3,387,4.0,3,3,2,8339.32,2168.22,0,17,3,2,3,3,2,9,1,7,100071.84
387,no,travel frequently,unknown,life sciences,F, manufacturing director ,no,no,43,27,3,388,3.0,3,3,1,8339.32,2168.22,8,11,3,3,1,1,3,8,0,1,100071.84
388,yes,travel frequently, research & development ,life sciences,M, healthcare representative ,no,no,39,2,3,389,1.0,3,4,4,12783.92,3323.82,7,11,3,4,3,4,3,18,11,5,153407.07
389,no,travel rarely,unknown,unknown,M, research director ,no,yes,40,14,3,390,3.0,2,5,3,15943.72,4145.37,1,14,3,1,0,2,3,20,4,9,191324.62
390,no,travel rarely,unknown,medical,M, manufacturing director ,no,yes,29,8,1,391,2.0,2,2,4,4492.84,1168.14,1,15,3,3,1,2,2,10,1,2,53914.08
391,no,non travel,unknown,unknown,F, research director ,no,no,40,32,4,392,2.0,3,3,3,11249.17,2924.78,9,17,3,3,0,3,2,18,2,13,134990.0
392,no,travel rarely,unknown,unknown,M, laboratory technician ,no,yes,26,3,4,393,1.0,4,1,4,2342.59,609.08,1,22,4,2,1,2,3,8,0,7,28111.13
393,no,travel rarely,unknown,unknown,M, manufacturing director ,no,yes,35,2,3,394,3.0,2,3,2,8339.32,2168.22,2,18,3,2,1,2,4,7,6,4,100071.84
394,no,non travel, research & development ,medical,F, manager ,no,no,53,7,2,395,4.0,3,5,3,15943.72,4145.37,3,18,3,2,1,6,3,7,4,7,191324.62
395,no,non travel,unknown,life sciences,M, sales executive ,no,yes,35,17,4,396,3.0,3,2,1,4492.84,1168.14,3,15,3,4,3,2,3,7,1,7,53914.11
396,no,non travel,unknown,medical,F, sales executive ,no,yes,33,25,3,397,2.0,3,2,3,4492.84,1168.14,1,12,3,1,1,3,2,10,0,1,53914.11
397,no,non travel, research & development ,life sciences,M, laboratory technician ,no,yes,36,6,4,398,3.0,1,1,3,2342.59,609.08,1,14,3,3,1,4,3,7,1,7,28111.13
398,no,travel rarely,unknown,life sciences,M, laboratory technician ,no,yes,30,7,4,399,3.0,3,2,3,2909.17,756.38,1,13,3,1,3,4,2,10,8,9,34910.0
399,no,non travel,unknown,unknown,M, sales executive ,no,yes,60,29,4,400,4.0,4,2,4,4350.0,1131.0,0,18,3,2,1,3,3,11,1,9,52200.0
400,no,non travel,unknown,life sciences,F, research scientist ,yes,no,32,2,2,401,4.0,3,2,3,4492.84,1168.14,4,14,3,4,0,2,3,8,0,7,53914.11
401,no,non travel,unknown,technical degree,F, manufacturing director ,yes,yes,36,1,3,402,3.0,1,3,1,8543.33,2221.27,2,21,4,3,1,2,3,7,7,7,102520.0
402,no,travel rarely,unknown,unknown,M, research scientist ,no,yes,27,14,3,403,1.0,3,1,1,2342.59,609.08,1,14,3,4,2,3,2,9,6,8,28111.08
403,no,non travel, research & development ,life sciences,M, research director ,no,yes,43,3,3,404,3.0,1,5,4,16450.0,4277.0,3,14,3,2,1,2,3,8,0,7,197400.0
404,no,travel rarely,unknown,unknown,F, research director ,no,yes,29,1,3,405,4.0,2,4,4,12783.92,3323.82,3,14,3,2,2,2,2,7,1,7,153407.07
405,no,non travel,unknown,unknown,M, manufacturing director ,no,no,59,24,4,406,4.0,3,3,4,8339.32,2168.22,6,12,3,4,0,6,2,9,5,4,100071.84
406,no,travel rarely,unknown,marketing,F, sales executive ,no,yes,43,4,4,407,4.0,2,3,4,8339.32,2168.22,3,14,3,4,0,3,4,21,15,17,100071.84
407,yes,travel rarely,unknown,medical,F, healthcare representative ,no,yes,44,15,3,408,1.0,3,3,4,8339.32,2168.22,1,11,3,4,1,2,3,10,0,5,100071.84
408,yes,non travel, research & development ,technical degree,F, laboratory technician ,yes,yes,29,7,3,409,2.0,3,1,3,2342.59,609.08,3,13,3,1,2,2,3,7,7,7,28111.08
409,no,travel rarely,unknown,unknown,M, sales executive ,no,no,32,8,3,410,3.0,4,2,4,5174.17,1345.28,1,15,3,3,2,4,4,10,0,8,62090.0
410,no,travel rarely,unknown,technical degree,F, healthcare representative ,no,yes,36,10,4,411,4.0,3,3,3,5911.67,1537.03,3,12,3,1,0,0,3,7,1,7,70940.0
411,yes,non travel, sales ,unknown,M, sales executive ,yes,yes,52,5,3,412,2.0,3,3,2,8339.32,2168.22,9,19,3,3,0,2,2,8,7,7,100071.84
412,no,travel rarely,unknown,unknown,M, manufacturing director ,no,yes,39,33,2,413,1.0,3,2,3,3778.33,982.37,0,11,3,1,0,6,3,8,1,7,45340.0
413,no,non travel,unknown,unknown,M, healthcare representative ,no,yes,34,9,3,414,4.0,3,3,4,7083.33,1841.67,0,11,3,4,1,0,2,9,1,6,85000.0
414,no,non travel,unknown,life sciences,F, sales executive ,no,yes,38,2,2,415,2.0,3,2,1,4492.84,1168.14,3,15,3,4,1,3,3,7,1,7,53914.11
415,no,travel frequently, sales ,marketing,F, sales executive ,no,yes,36,12,3,416,4.0,4,2,1,3865.83,1005.12,2,16,3,4,1,2,2,15,6,13,46390.0
416,no,non travel,unknown,unknown,F, laboratory technician ,no,no,35,1,3,417,4.0,2,2,4,4469.17,1161.98,0,12,3,2,1,0,3,9,0,0,53630.0
417,yes,non travel,unknown,unknown,M, sales executive ,no,yes,55,13,4,418,1.0,4,4,3,12783.92,3323.82,6,17,3,3,0,2,2,19,3,8,153407.07
418,no,non travel,unknown,unknown,M, laboratory technician ,no,no,34,29,3,419,2.0,3,2,3,4492.84,1168.14,4,13,3,1,2,1,3,8,7,7,53914.11
419,no,non travel,unknown,medical,F, research scientist ,yes,no,43,6,3,420,1.0,2,2,3,3400.83,884.22,1,14,3,1,0,3,1,20,1,8,40810.0
420,no,travel rarely,unknown,human resources,F, manager ,no,no,42,10,3,421,3.0,3,4,1,12783.92,3323.82,0,14,3,3,1,5,3,20,0,9,153407.07
421,no,travel rarely,unknown,unknown,M, laboratory technician ,no,yes,26,7,3,422,3.0,4,1,1,2981.67,775.23,0,12,3,4,0,2,3,7,0,7,35780.0
422,yes,non travel,unknown,other,F, healthcare representative ,yes,yes,29,14,1,423,3.0,3,3,4,8339.32,2168.22,0,12,3,1,0,1,3,8,7,7,100071.84
423,no,non travel, research & development ,unknown,F, research director ,no,no,54,1,3,424,4.0,3,4,4,14440.0,3754.4,6,19,3,4,0,3,2,20,12,7,173280.0
424,no,non travel,unknown,unknown,M, research director ,no,yes,55,1,4,425,2.0,4,4,4,12783.92,3323.82,2,13,3,4,2,4,4,7,0,0,153407.07
425,no,non travel,unknown,other,M, laboratory technician ,no,yes,40,9,4,426,3.0,3,2,3,4492.84,1168.14,3,11,3,3,2,2,3,8,0,7,53914.11
426,no,non travel,unknown,unknown,M, sales executive ,no,yes,31,8,2,427,1.0,3,3,4,8994.17,2338.48,1,18,3,1,1,5,3,13,9,9,107930.0
427,yes,non travel,unknown,marketing,M, sales executive ,no,yes,46,9,3,428,1.0,3,3,4,8339.32,2168.22,4,11,3,1,1,1,4,7,4,3,100071.84
428,no,travel rarely,unknown,medical,M, healthcare representative ,yes,no,45,20,3,429,2.0,1,3,1,9042.5,2351.05,2,18,3,2,1,2,3,7,0,7,108510.0
429,no,travel rarely,unknown,life sciences,M, healthcare representative ,no,no,49,7,4,430,3.0,3,3,2,8721.67,2267.63,3,14,3,2,2,3,3,8,0,7,104660.0
430,no,travel rarely,unknown,unknown,M, sales executive ,no,yes,29,19,3,431,3.0,2,2,3,4492.84,1168.14,1,14,3,3,2,3,3,10,0,4,53914.11
431,yes,non travel,unknown,technical degree,M, research scientist ,no,yes,29,1,4,432,1.0,2,1,1,1968.33,511.77,6,13,3,3,0,2,1,9,0,7,23620.0
432,no,non travel,unknown,other,F, healthcare representative ,no,yes,29,8,1,433,3.0,1,2,1,4492.84,1168.14,3,13,3,3,1,3,3,7,0,7,53914.11
433,no,travel rarely, human resources ,unknown,M, manager ,yes,yes,40,6,2,434,3.0,3,4,4,12783.92,3323.82,1,21,4,4,0,2,3,21,7,7,153407.07
434,no,non travel, sales ,life sciences,F, sales executive ,no,yes,48,16,4,435,3.0,3,2,3,5365.83,1395.12,8,14,3,3,1,2,3,8,7,7,64390.0
435,yes,non travel,unknown,unknown,F, manufacturing director ,no,yes,53,2,5,436,3.0,2,3,4,8339.32,2168.22,0,16,3,2,1,4,3,33,1,9,100071.84
436,no,non travel,unknown,medical,F, research director ,yes,no,44,7,3,437,2.0,3,5,4,15943.72,4145.37,0,14,3,4,1,4,2,22,1,10,191324.62
437,no,non travel,unknown,unknown,F, laboratory technician ,no,no,45,5,5,438,3.0,1,2,1,4807.5,1249.95,1,14,3,1,0,3,3,10,1,4,57690.0
438,no,non travel,unknown,marketing,M, sales executive ,no,no,45,26,3,439,1.0,2,2,1,3654.17,950.08,1,15,3,1,1,2,3,10,4,5,43850.04
439,no,travel frequently,unknown,unknown,M, manufacturing director ,no,yes,34,10,4,440,3.0,4,2,4,4492.84,1168.14,1,13,3,1,1,3,3,9,7,2,53914.11
440,no,non travel, research & development ,medical,M, manufacturing director ,no,no,39,10,5,441,2.0,3,2,1,4492.84,1168.14,2,13,3,4,3,3,3,7,7,7,53914.08
441,no,non travel, research & development ,unknown,M, laboratory technician ,no,yes,27,36,3,442,4.0,2,1,1,3388.33,880.97,1,11,3,1,2,3,3,7,0,7,40660.0
442,no,travel rarely,unknown,unknown,F, manufacturing director ,no,yes,45,2,2,443,4.0,2,2,4,4492.84,1168.14,1,19,3,1,2,3,3,10,3,9,53914.08
443,no,non travel,unknown,unknown,M, human resources ,yes,yes,44,1,5,444,1.0,3,2,4,4492.84,1168.14,4,11,3,3,0,3,3,10,0,2,53914.08
444,no,non travel,unknown,life sciences,M, manufacturing director ,no,no,25,2,1,445,4.0,4,2,3,4338.33,1127.97,1,17,3,3,2,6,3,7,0,7,52060.0
445,no,non travel,unknown,unknown,M, manager ,no,yes,49,1,3,446,3.0,3,4,3,12783.92,3323.82,4,14,3,1,0,2,3,8,0,0,153407.07
446,yes,travel frequently,unknown,unknown,F, sales representative ,no,no,48,7,2,447,4.0,3,1,3,2212.5,575.25,2,11,3,3,2,3,3,9,7,7,26550.0
447,no,non travel,unknown,medical,M, laboratory technician ,no,yes,26,7,3,448,4.0,3,1,4,2141.67,556.83,1,20,4,3,0,5,3,7,5,7,25700.0
448,no,travel rarely,unknown,life sciences,F, healthcare representative ,no,yes,44,2,3,449,3.0,4,3,4,8339.32,2168.22,1,19,3,2,1,2,3,8,6,7,100071.84
449,no,non travel,unknown,unknown,F, sales representative ,no,yes,36,2,4,450,3.0,3,2,4,3751.67,975.43,3,15,3,3,0,2,2,13,6,7,45020.0
450,no,non travel, research & development ,unknown,M, healthcare representative ,no,yes,46,13,4,451,3.0,3,2,2,4492.84,1168.14,6,14,3,4,0,3,3,10,0,9,53914.11
451,no,non travel,unknown,life sciences,M, manufacturing director ,no,yes,35,27,4,452,4.0,3,2,3,4492.84,1168.14,2,16,3,2,1,3,3,7,0,7,53914.11
452,no,travel frequently,unknown,unknown,F, research scientist ,no,no,30,2,4,453,4.0,2,1,1,4140.0,1076.4,0,16,3,4,0,2,3,9,0,7,49680.0
453,no,non travel,unknown,marketing,M, sales executive ,no,yes,30,15,2,454,3.0,2,3,1,8339.32,2168.22,2,11,3,1,1,2,3,7,1,7,100071.84
454,no,non travel,unknown,marketing,F, sales executive ,no,yes,33,2,3,455,4.0,3,2,2,4289.17,1115.18,8,15,3,4,0,2,2,11,1,7,51470.0
455,no,non travel,unknown,unknown,M, research scientist ,no,yes,32,5,4,456,2.0,3,1,2,2265.0,588.9,2,14,3,2,0,3,3,7,0,7,27180.0
456,no,travel rarely,unknown,life sciences,M, human resources ,no,no,43,2,3,457,2.0,3,1,4,2949.17,766.78,0,13,3,2,0,5,3,9,1,8,35390.04
457,no,travel rarely,unknown,marketing,F, sales executive ,no,yes,31,29,4,458,1.0,2,2,4,4556.67,1184.73,1,14,3,1,2,3,3,12,5,7,54680.0
458,yes,non travel,unknown,unknown,M, sales executive ,no,no,35,27,3,459,3.0,3,2,4,4844.17,1259.48,1,18,3,4,0,2,3,10,7,7,58130.04
459,no,non travel, research & development ,medical,M, manufacturing director ,no,no,35,2,2,460,2.0,3,2,4,4492.84,1168.14,2,14,3,3,1,6,3,7,1,7,53914.11
460,no,non travel,unknown,medical,F, manufacturing director ,no,no,30,10,3,461,1.0,3,3,3,8055.83,2094.52,9,14,3,2,0,3,3,7,0,2,96670.0
461,yes,travel rarely,unknown,medical,F, healthcare representative ,no,no,46,19,2,462,4.0,3,2,2,4492.84,1168.14,4,22,4,4,1,2,4,9,3,7,53914.08
462,no,non travel,unknown,unknown,F, sales executive ,no,no,45,2,4,463,3.0,3,2,3,4295.0,1116.7,4,22,4,2,2,3,4,8,5,7,51540.0
463,no,travel frequently,unknown,life sciences,M, sales executive ,no,no,43,2,4,464,1.0,3,2,4,4729.17,1229.58,1,20,4,3,1,5,3,7,7,7,56750.0
464,yes,non travel,unknown,life sciences,F, sales executive ,no,yes,46,10,3,465,3.0,3,3,2,6095.0,1584.7,5,21,4,3,3,2,3,8,0,7,73140.0
465,no,travel rarely, research & development ,unknown,M, manager ,no,yes,40,1,4,466,1.0,3,4,1,12783.92,3323.82,2,11,3,1,1,3,3,19,11,16,153407.04
466,no,travel rarely, sales ,unknown,F, sales executive ,no,no,27,2,2,467,1.0,4,2,3,4492.84,1168.14,0,14,3,2,0,5,2,8,0,7,53914.11
467,no,non travel,unknown,medical,M, research director ,no,yes,42,6,3,468,3.0,3,3,1,8339.32,2168.22,9,13,3,2,1,3,4,13,5,7,100071.84
468,no,travel frequently,unknown,other,M, laboratory technician ,no,yes,26,6,3,469,3.0,4,1,4,2342.59,609.08,0,18,3,1,1,3,3,7,7,7,28111.13
469,no,travel frequently,unknown,life sciences,M, sales executive ,no,yes,28,1,2,470,3.0,2,2,4,4492.84,1168.14,1,12,3,3,1,2,3,7,0,7,53914.11
470,no,non travel,unknown,unknown,M, research scientist ,no,no,47,14,4,471,3.0,3,2,2,4492.84,1168.14,8,18,3,3,1,4,4,8,1,7,53914.11
471,no,travel rarely,unknown,medical,M, sales executive ,no,yes,34,13,4,472,4.0,3,3,3,8339.32,2168.22,1,18,3,3,1,2,2,8,1,1,100071.84
472,no,non travel, research & development ,medical,M, laboratory technician ,no,yes,26,1,3,473,3.0,3,1,1,2342.59,609.08,0,13,3,4,0,6,3,7,7,6,28111.13
473,no,travel rarely,unknown,unknown,M, sales executive ,no,no,27,9,3,474,4.0,3,2,4,4492.84,1168.14,1,14,3,1,0,5,3,7,0,7,53914.11
474,yes,travel frequently, sales ,marketing,M, sales executive ,yes,yes,31,26,4,475,1.0,3,2,4,4492.84,1168.14,1,11,3,3,0,4,3,10,0,8,53914.11
475,no,travel frequently,unknown,life sciences,M, healthcare representative ,no,yes,33,7,2,476,4.0,3,2,3,4492.84,1168.14,1,20,3,3,3,2,3,9,2,8,53914.08
476,no,non travel,unknown,unknown,F, research director ,no,yes,31,10,3,477,3.0,3,3,3,8339.32,2168.22,4,20,4,3,1,2,4,11,4,8,100071.84
477,no,non travel,unknown,medical,M, research scientist ,no,yes,35,9,4,478,2.0,3,2,3,4248.33,1104.57,1,19,3,2,0,5,3,10,0,8,50980.0
478,no,travel rarely,unknown,unknown,F, healthcare representative ,yes,yes,33,15,2,479,2.0,3,2,4,4492.84,1168.14,0,13,3,1,1,6,3,9,8,1,53914.11
479,no,travel rarely,unknown,life sciences,M, research scientist ,no,no,39,24,1,480,1.0,3,2,4,4492.84,1168.14,7,13,3,1,0,2,3,7,1,7,53914.08
480,no,travel rarely,unknown,unknown,F, sales executive ,no,yes,36,46,3,481,4.0,2,3,4,8339.32,2168.22,0,19,3,3,2,2,3,9,3,4,100071.84
481,no,travel rarely,unknown,life sciences,F, manufacturing director ,no,yes,41,28,4,482,1.0,2,4,2,11308.33,2940.17,0,23,3,3,1,3,3,20,0,10,135700.0
482,no,non travel, sales ,marketing,F, sales executive ,no,no,34,28,3,483,4.0,2,2,3,5593.33,1454.27,1,21,4,4,2,2,3,8,1,7,67120.0
483,no,travel rarely,unknown,unknown,F, sales executive ,no,yes,38,10,2,484,1.0,3,2,4,4492.84,1168.14,1,11,3,3,1,1,3,10,1,9,53914.08
484,no,travel rarely,unknown,unknown,M, healthcare representative ,no,yes,39,6,1,485,4.0,2,3,1,8325.83,2164.72,4,15,3,1,1,5,3,7,1,7,99910.0
485,no,travel rarely,unknown,unknown,F, research director ,no,no,34,7,4,486,1.0,3,3,2,8339.32,2168.22,0,11,3,3,0,4,3,12,2,11,100071.84
486,no,travel rarely,unknown,medical,F, healthcare representative ,no,yes,44,7,4,487,1.0,2,3,4,8540.0,2220.4,3,14,3,4,1,4,3,22,5,17,102480.0
487,no,non travel,unknown,unknown,M, sales executive ,no,yes,46,5,4,488,1.0,3,2,4,4492.84,1168.14,4,21,3,3,0,4,3,9,0,8,53914.11
488,no,travel frequently, research & development ,life sciences,M, manager ,no,no,41,10,3,489,4.0,2,4,1,12783.92,3323.82,4,13,3,2,1,2,2,7,7,7,153407.07
489,no,non travel, research & development ,unknown,F, healthcare representative ,no,no,39,2,4,490,3.0,3,3,3,9115.0,2369.9,0,25,4,4,0,1,3,19,11,8,109380.0
490,no,travel rarely,unknown,medical,F, laboratory technician ,yes,yes,42,2,3,491,4.0,2,1,1,2160.83,561.82,0,11,3,3,1,4,3,9,7,8,25930.0
491,no,travel frequently, research & development ,unknown,F, manager ,no,yes,33,5,4,492,4.0,3,3,2,9898.33,2573.57,6,11,3,2,2,2,3,10,8,8,118779.96
492,no,travel rarely,unknown,technical degree,M, manufacturing director ,no,yes,35,5,4,493,3.0,3,3,2,6745.83,1753.92,0,13,3,4,0,5,3,16,0,13,80950.0
493,yes,travel rarely,unknown,medical,M, manager ,no,yes,33,15,1,494,2.0,3,3,3,8339.32,2168.22,7,12,3,4,0,2,4,7,7,7,100071.84
494,no,travel rarely,unknown,life sciences,F, manufacturing director ,no,no,40,6,3,495,2.0,3,4,3,12783.92,3323.82,7,15,3,3,0,3,3,20,5,13,153407.07
495,no,travel rarely,unknown,human resources,M, manager ,no,no,41,10,4,496,2.0,2,5,4,15943.72,4145.37,3,15,3,2,3,2,2,21,12,6,191324.62
496,no,non travel,unknown,unknown,F, healthcare representative ,no,no,27,7,3,497,4.0,2,2,1,4492.84,1168.14,8,19,3,1,0,2,1,7,0,7,53914.11
497,no,travel rarely,unknown,marketing,M, manager ,no,yes,52,3,4,498,3.0,2,4,1,14046.67,3652.13,1,11,3,1,0,3,4,34,1,16,168560.0
498,no,travel rarely,unknown,marketing,F, manager ,no,no,51,26,4,499,1.0,3,4,3,12783.92,3323.82,2,14,3,3,1,2,2,20,4,17,153407.07
499,no,travel rarely,unknown,marketing,F, sales executive ,no,yes,47,2,2,500,3.0,3,2,4,3780.83,983.02,0,22,4,1,1,2,3,7,7,7,45370.0
500,no,non travel, research & development ,unknown,M, manager ,no,no,50,2,4,501,1.0,3,4,1,14936.67,3883.53,1,11,3,4,1,3,3,31,14,7,179240.0
501,no,travel rarely, research & development ,life sciences,F, healthcare representative ,no,yes,35,21,1,502,4.0,3,2,4,3345.0,869.7,1,25,4,4,1,2,1,10,0,7,40140.0
502,no,travel rarely,unknown,unknown,F, manufacturing director ,no,yes,39,1,1,503,4.0,2,4,4,10618.33,2760.77,1,16,3,3,1,3,3,21,11,8,127420.0
503,no,travel frequently,unknown,medical,F, manufacturing director ,no,no,39,22,3,504,4.0,3,3,1,8339.32,2168.22,1,13,3,3,0,2,3,21,2,8,100071.84
504,no,non travel,unknown,unknown,F, research scientist ,no,no,41,7,2,505,2.0,4,1,3,2813.33,731.47,1,13,3,3,0,3,3,10,0,8,33760.0
505,yes,non travel, human resources ,medical,M, human resources ,no,yes,44,1,2,506,2.0,2,3,1,8735.0,2271.1,9,14,3,4,1,1,3,20,3,6,104820.0
506,no,non travel,unknown,medical,M, manager ,no,no,42,2,2,507,4.0,3,4,1,12783.92,3323.82,0,17,3,4,1,3,3,22,13,7,153407.04
507,no,travel rarely,unknown,life sciences,M, healthcare representative ,no,yes,52,7,4,508,2.0,3,3,2,8339.32,2168.22,7,19,3,4,0,4,3,8,4,0,100071.84
508,no,non travel,unknown,unknown,M, human resources ,no,yes,38,1,3,509,3.0,4,1,3,2342.59,609.08,1,13,3,4,1,2,4,7,5,0,28111.13
509,no,non travel, human resources ,life sciences,F, human resources ,no,yes,46,1,2,510,4.0,3,1,1,2342.59,609.08,6,12,3,3,0,3,4,7,5,7,28111.13
510,no,non travel,unknown,life sciences,M, research scientist ,no,no,35,4,4,511,3.0,3,2,3,3540.83,920.62,1,11,3,2,0,3,3,9,1,1,42490.0
511,no,travel rarely, research & development ,life sciences,M, manufacturing director ,no,yes,28,29,1,512,3.0,1,2,2,5457.5,1418.95,1,14,3,2,2,2,2,8,1,7,65490.0
512,no,non travel,unknown,life sciences,M, research director ,no,yes,44,28,3,513,4.0,3,4,1,12783.92,3323.82,3,13,3,3,1,1,4,20,14,17,153407.04
513,no,non travel,unknown,unknown,M, research director ,no,no,50,22,5,514,3.0,1,4,4,12009.17,3122.38,1,13,3,4,0,2,3,32,13,9,144110.04
514,no,travel rarely,unknown,marketing,M, manager ,no,yes,55,23,5,515,3.0,2,5,4,16321.67,4243.63,1,21,4,3,1,3,3,36,2,13,195860.0
515,no,non travel, sales ,unknown,M, sales executive ,no,yes,39,6,3,516,4.0,4,3,3,6864.17,1784.68,2,11,3,1,1,3,3,7,7,6,82370.0
516,no,non travel, research & development ,unknown,F, laboratory technician ,no,yes,49,13,4,517,4.0,3,1,1,2675.83,695.72,1,14,3,4,1,3,2,9,1,4,32109.96
517,no,non travel,unknown,technical degree,F, research director ,no,no,45,28,2,518,4.0,2,4,2,13920.0,3619.2,1,11,3,3,0,2,3,21,8,6,167040.0
518,no,non travel,unknown,unknown,M, sales executive ,no,no,46,2,3,519,3.0,3,3,4,8339.32,2168.22,4,12,3,2,1,5,2,10,0,3,100071.84
519,no,non travel,unknown,unknown,F, research scientist ,no,no,27,15,3,520,4.0,2,1,1,3978.33,1034.37,0,19,3,4,1,2,3,7,7,3,47740.0
520,no,travel rarely,unknown,unknown,M, manager ,no,yes,42,2,3,521,1.0,3,5,3,15943.72,4145.37,5,11,3,1,0,2,2,22,4,14,191324.64
521,no,non travel, sales ,unknown,M, sales executive ,no,yes,49,2,3,522,4.0,2,2,2,4492.84,1168.14,2,14,3,4,0,3,2,9,0,8,53914.11
522,no,travel rarely,unknown,life sciences,F, laboratory technician ,yes,yes,29,15,2,523,4.0,2,2,3,4492.84,1168.14,0,12,3,4,0,3,3,9,0,8,53914.11
523,no,non travel,unknown,marketing,M, sales executive ,no,no,34,12,4,524,4.0,3,2,3,3806.67,989.73,0,20,4,3,0,2,3,9,8,7,45680.0
524,no,non travel,unknown,unknown,M, manufacturing director ,no,no,37,1,4,525,1.0,2,2,3,4994.17,1298.48,1,18,3,3,1,2,3,7,0,7,59930.0
525,no,non travel,unknown,unknown,M, manufacturing director ,no,yes,36,11,3,526,2.0,2,2,2,5415.83,1408.12,1,13,3,3,0,3,3,6,0,3,64990.0
526,no,non travel,unknown,unknown,M, research scientist ,no,yes,45,29,3,527,3.0,3,1,4,2876.67,747.93,5,13,3,2,0,2,2,6,0,3,34520.0
527,no,travel rarely,unknown,unknown,M, research scientist ,no,no,29,15,3,528,3.0,3,1,4,2342.59,609.08,1,19,3,1,0,1,3,6,1,5,28111.13
528,no,non travel,unknown,unknown,F, manufacturing director ,no,no,26,1,3,529,3.0,3,2,2,5330.83,1386.02,1,20,4,1,1,6,1,6,1,4,63970.0
529,no,non travel,unknown,life sciences,M, sales executive ,no,yes,28,9,4,530,2.0,3,2,4,4492.84,1168.14,1,16,3,4,0,1,3,7,0,7,53914.11
