,attrition,businesstravel,department,educationfield,gender,jobrole,overtime,remotework,age,distancefromhome,education,employeenumber,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,salary
436,No,,,Medical,F, research director ,Yes,no,44,7,3,437,1,3,5,4,15943.72,41453.67,0,14,,4,1,4,2.0,22,1,10,191324.62
437,No,,,,F, laboratory technician ,,no,45,5,5,438,1,1,2,1,4807.5,12499.5,1,14,3.0,1,0,3,3.0,10,1,4,57690.0
438,No,non travel,,Marketing,M, sales executive ,,no,45,26,3,439,1,2,2,1,3654.17,9500.83,1,15,,1,1,2,,10,4,5,43850.04
439,No,travel frequently,,,M, manufacturing director ,,yes,34,10,4,440,1,4,2,4,4492.84,11681.39,1,13,3.0,1,1,3,,9,7,2,53914.11
440,No,, Research & Development ,Medical,M, manufacturing director ,,no,39,10,5,441,1,3,2,1,4492.84,11681.39,2,13,3.0,4,3,3,3.0,7,7,7,53914.08
441,No,, Research & Development ,,M, laboratory technician ,No,yes,27,36,3,442,3,2,1,1,3388.33,8809.67,1,11,3.0,1,2,3,3.0,7,0,7,40660.0
442,No,travel rarely,,,F, manufacturing director ,,yes,45,2,2,443,1,2,2,4,4492.84,11681.39,1,19,3.0,1,2,3,3.0,10,3,9,53914.08
443,No,,,,M, human resources ,Yes,yes,44,1,5,444,1,3,2,4,4492.84,11681.39,4,11,3.0,3,0,3,3.0,10,0,2,53914.08
444,No,,,Life Sciences,M, manufacturing director ,,no,25,2,1,445,1,4,2,3,4338.33,11279.67,1,17,3.0,3,2,6,3.0,7,0,7,52060.0
445,No,,,,M, manager ,,yes,49,1,3,446,1,3,4,3,12783.92,33238.2,4,14,3.0,1,0,2,3.0,8,0,0,153407.07
446,Yes,travel frequently,,,F, sales representative ,,no,48,7,2,447,1,3,1,3,2212.5,5752.5,2,11,,3,2,3,3.0,9,7,7,26550.0
447,No,,,Medical,M, laboratory technician ,No,yes,26,7,3,448,1,3,1,4,2141.67,5568.33,1,20,4.0,3,0,5,3.0,7,5,7,25700.0
448,No,travel rarely,,Life Sciences,F, healthcare representative ,,yes,44,2,3,449,1,4,3,4,8339.32,21682.23,1,19,,2,1,2,3.0,8,6,7,100071.84
449,No,,,,F, sales representative ,,yes,36,2,4,450,1,3,2,4,3751.67,9754.33,3,15,,3,0,2,2.0,13,6,7,45020.0
450,No,, Research & Development ,,M, healthcare representative ,No,yes,46,13,4,451,1,3,2,2,4492.84,11681.39,6,14,3.0,4,0,3,3.0,10,0,9,53914.11
451,No,,,Life Sciences,M, manufacturing director ,,yes,35,27,4,452,1,3,2,3,4492.84,11681.39,2,16,3.0,2,1,3,3.0,7,0,7,53914.11
452,No,travel frequently,,,F, research scientist ,,no,30,2,4,453,1,2,1,1,4140.0,10764.0,0,16,3.0,4,0,2,,9,0,7,49680.0
453,No,,,Marketing,M, sales executive ,No,yes,30,15,2,454,1,2,3,1,8339.32,21682.23,2,11,3.0,1,1,2,3.0,7,1,7,100071.84
454,No,non travel,,Marketing,F, sales executive ,No,yes,33,2,3,455,1,3,2,2,4289.17,11151.83,8,15,3.0,4,0,2,2.0,11,1,7,51470.0
455,No,,,,M, research scientist ,No,yes,32,5,4,456,1,3,1,2,2265.0,5889.0,2,14,3.0,2,0,3,3.0,7,0,7,27180.0
456,No,travel rarely,,Life Sciences,M, human resources ,No,no,43,2,3,457,1,3,1,4,2949.17,7667.83,0,13,3.0,2,0,5,3.0,9,1,8,35390.04
457,No,travel rarely,,Marketing,F, sales executive ,,yes,31,29,4,458,1,2,2,4,4556.67,11847.33,1,14,3.0,1,2,3,3.0,12,5,7,54680.0
458,Yes,,,,M, sales executive ,,no,35,27,3,459,1,3,2,4,4844.17,12594.83,1,18,3.0,4,0,2,3.0,10,7,7,58130.04
459,No,non travel, Research & Development ,Medical,M, manufacturing director ,No,no,35,2,2,460,1,3,2,4,4492.84,11681.39,2,14,3.0,3,1,6,3.0,7,1,7,53914.11
460,No,,,Medical,F, manufacturing director ,No,no,30,10,3,461,1,3,3,3,8055.83,20945.17,9,14,3.0,2,0,3,3.0,7,0,2,96670.0
461,Yes,travel rarely,,Medical,F, healthcare representative ,No,no,46,19,2,462,1,3,2,2,4492.84,11681.39,4,22,4.0,4,1,2,4.0,9,3,7,53914.08
462,No,non travel,,,F, sales executive ,,no,45,2,4,463,1,3,2,3,4295.0,11167.0,4,22,4.0,2,2,3,4.0,8,5,7,51540.0
463,No,travel frequently,,Life Sciences,M, sales executive ,,no,43,2,4,464,1,3,2,4,4729.17,12295.83,1,20,4.0,3,1,5,3.0,7,7,7,56750.0
464,Yes,,,Life Sciences,F, sales executive ,,yes,46,10,3,465,1,3,3,2,6095.0,15847.0,5,21,4.0,3,3,2,3.0,8,0,7,73140.0
465,No,travel rarely, Research & Development ,,M, manager ,,yes,40,1,4,466,1,3,4,1,12783.92,33238.2,2,11,3.0,1,1,3,,19,11,16,153407.04
466,No,travel rarely, Sales ,,F, sales executive ,No,no,27,2,2,467,1,4,2,3,4492.84,11681.39,0,14,3.0,2,0,5,2.0,8,0,7,53914.11
467,No,,,Medical,M, research director ,No,yes,42,6,3,468,1,3,3,1,8339.32,21682.23,9,13,3.0,2,1,3,4.0,13,5,7,100071.84
468,No,travel frequently,,Other,M, laboratory technician ,No,yes,26,6,3,469,1,4,1,4,2342.59,6090.75,0,18,3.0,1,1,3,3.0,7,7,7,28111.13
469,No,travel frequently,,Life Sciences,M, sales executive ,,yes,28,1,2,470,1,2,2,4,4492.84,11681.39,1,12,3.0,3,1,2,3.0,7,0,7,53914.11
470,No,,,,M, research scientist ,,no,47,14,4,471,1,3,2,2,4492.84,11681.39,8,18,3.0,3,1,4,4.0,8,1,7,53914.11
471,No,travel rarely,,Medical,M, sales executive ,No,yes,34,13,4,472,1,3,3,3,8339.32,21682.23,1,18,3.0,3,1,2,2.0,8,1,1,100071.84
472,No,, Research & Development ,Medical,M, laboratory technician ,No,yes,26,1,3,473,1,3,1,1,2342.59,6090.75,0,13,3.0,4,0,6,,7,7,6,28111.13
473,No,travel rarely,,,M, sales executive ,,no,27,9,3,474,1,3,2,4,4492.84,11681.39,1,14,3.0,1,0,5,,7,0,7,53914.11
474,Yes,travel frequently, Sales ,Marketing,M, sales executive ,Yes,yes,31,26,4,475,1,3,2,4,4492.84,11681.39,1,11,3.0,3,0,4,3.0,10,0,8,53914.11
475,No,travel frequently,,Life Sciences,M, healthcare representative ,,yes,33,7,2,476,1,3,2,3,4492.84,11681.39,1,20,,3,3,2,3.0,9,2,8,53914.08
476,No,,,,F, research director ,No,yes,31,10,3,477,1,3,3,3,8339.32,21682.23,4,20,4.0,3,1,2,4.0,11,4,8,100071.84
477,No,,,Medical,M, research scientist ,No,yes,35,9,4,478,1,3,2,3,4248.33,11045.67,1,19,3.0,2,0,5,3.0,10,0,8,50980.0
478,No,travel rarely,,,F, healthcare representative ,Yes,yes,33,15,2,479,1,3,2,4,4492.84,11681.39,0,13,,1,1,6,3.0,9,8,1,53914.11
479,No,travel rarely,,Life Sciences,M, research scientist ,No,no,39,24,1,480,1,3,2,4,4492.84,11681.39,7,13,,1,0,2,3.0,7,1,7,53914.08
480,No,travel rarely,,,F, sales executive ,No,yes,36,46,3,481,4,2,3,4,8339.32,21682.23,0,19,3.0,3,2,2,3.0,9,3,4,100071.84
481,No,travel rarely,,Life Sciences,F, manufacturing director ,No,yes,41,28,4,482,1,2,4,2,11308.33,29401.67,0,23,,3,1,3,3.0,20,0,10,135700.0
482,No,, Sales ,Marketing,F, sales executive ,No,no,34,28,3,483,1,2,2,3,5593.33,14542.67,1,21,4.0,4,2,2,3.0,8,1,7,67120.0
483,No,travel rarely,,,F, sales executive ,No,yes,38,10,2,484,1,3,2,4,4492.84,11681.39,1,11,3.0,3,1,1,3.0,10,1,9,53914.08
484,No,travel rarely,,,M, healthcare representative ,,yes,39,6,1,485,1,2,3,1,8325.83,21647.17,4,15,3.0,1,1,5,3.0,7,1,7,99910.0
485,No,travel rarely,,,F, research director ,No,no,34,7,4,486,1,3,3,2,8339.32,21682.23,0,11,,3,0,4,3.0,12,2,11,100071.84
486,No,travel rarely,,Medical,F, healthcare representative ,,yes,44,7,4,487,1,2,3,4,8540.0,22204.0,3,14,,4,1,4,3.0,22,5,17,102480.0
487,No,,,,M, sales executive ,,yes,46,5,4,488,1,3,2,4,4492.84,11681.39,4,21,,3,0,4,3.0,9,0,8,53914.11
488,No,travel frequently, Research & Development ,Life Sciences,M, manager ,,no,41,10,3,489,1,2,4,1,12783.92,33238.2,4,13,3.0,2,1,2,2.0,7,7,7,153407.07
489,No,, Research & Development ,,F, healthcare representative ,No,no,39,2,4,490,1,3,3,3,9115.0,23699.0,0,25,4.0,4,0,1,3.0,19,11,8,109380.0
490,No,travel rarely,,Medical,F, laboratory technician ,Yes,yes,42,2,3,491,1,2,1,1,2160.83,5618.17,0,11,3.0,3,1,4,3.0,9,7,8,25930.0
491,No,travel frequently, Research & Development ,,F, manager ,,yes,33,5,4,492,1,3,3,2,9898.33,25735.67,6,11,,2,2,2,3.0,10,8,8,118779.96
492,No,travel rarely,,Technical Degree,M, manufacturing director ,No,yes,35,5,4,493,1,3,3,2,6745.83,17539.17,0,13,3.0,4,0,5,3.0,16,0,13,80950.0
493,Yes,travel rarely,,Medical,M, manager ,,yes,33,15,1,494,1,3,3,3,8339.32,21682.23,7,12,3.0,4,0,2,4.0,7,7,7,100071.84
494,No,travel rarely,,Life Sciences,F, manufacturing director ,No,no,40,6,3,495,1,3,4,3,12783.92,33238.2,7,15,3.0,3,0,3,3.0,20,5,13,153407.07
495,No,travel rarely,,Human Resources,M, manager ,No,no,41,10,4,496,1,2,5,4,15943.72,41453.67,3,15,3.0,2,3,2,2.0,21,12,6,191324.62
496,No,,,,F, healthcare representative ,No,no,27,7,3,497,1,2,2,1,4492.84,11681.39,8,19,3.0,1,0,2,1.0,7,0,7,53914.11
497,No,travel rarely,,Marketing,M, manager ,,yes,52,3,4,498,1,2,4,1,14046.67,36521.33,1,11,3.0,1,0,3,4.0,34,1,16,168560.0
498,No,travel rarely,,Marketing,F, manager ,No,no,51,26,4,499,1,3,4,3,12783.92,33238.2,2,14,3.0,3,1,2,2.0,20,4,17,153407.07
499,No,travel rarely,,Marketing,F, sales executive ,,yes,47,2,2,500,1,3,2,4,3780.83,9830.17,0,22,4.0,1,1,2,3.0,7,7,7,45370.0
500,No,non travel, Research & Development ,,M, manager ,,no,50,2,4,501,1,3,4,1,14936.67,38835.33,1,11,3.0,4,1,3,3.0,31,14,7,179240.0
501,No,travel rarely, Research & Development ,Life Sciences,F, healthcare representative ,,yes,35,21,1,502,1,3,2,4,3345.0,8697.0,1,25,4.0,4,1,2,1.0,10,0,7,40140.0
502,No,travel rarely,,,F, manufacturing director ,No,yes,39,1,1,503,1,2,4,4,10618.33,27607.67,1,16,3.0,3,1,3,3.0,21,11,8,127420.0
503,No,travel frequently,,Medical,F, manufacturing director ,,no,39,22,3,504,1,3,3,1,8339.32,21682.23,1,13,3.0,3,0,2,3.0,21,2,8,100071.84
504,No,,,,F, research scientist ,No,no,41,7,2,505,1,4,1,3,2813.33,7314.67,1,13,3.0,3,0,3,3.0,10,0,8,33760.0
505,Yes,, Human Resources ,Medical,M, human resources ,No,yes,44,1,2,506,1,2,3,1,8735.0,22711.0,9,14,,4,1,1,3.0,20,3,6,104820.0
506,No,,,Medical,M, manager ,No,no,42,2,2,507,1,3,4,1,12783.92,33238.2,0,17,3.0,4,1,3,3.0,22,13,7,153407.04
507,No,travel rarely,,Life Sciences,M, healthcare representative ,,yes,52,7,4,508,1,3,3,2,8339.32,21682.23,7,19,3.0,4,0,4,,8,4,0,100071.84
508,No,,,,M, human resources ,No,yes,38,1,3,509,1,4,1,3,2342.59,6090.75,1,13,3.0,4,1,2,4.0,7,5,0,28111.13
509,No,, Human Resources ,Life Sciences,F, human resources ,,yes,46,1,2,510,1,3,1,1,2342.59,6090.75,6,12,3.0,3,0,3,4.0,7,5,7,28111.13
510,No,,,Life Sciences,M, research scientist ,,no,35,4,4,511,1,3,2,3,3540.83,9206.17,1,11,3.0,2,0,3,3.0,9,1,1,42490.0
511,No,travel rarely, Research & Development ,Life Sciences,M, manufacturing director ,,yes,28,29,1,512,1,1,2,2,5457.5,14189.5,1,14,,2,2,2,2.0,8,1,7,65490.0
512,No,,,Life Sciences,M, research director ,No,yes,44,28,3,513,1,3,4,1,12783.92,33238.2,3,13,3.0,3,1,1,4.0,20,14,17,153407.04
513,No,,,,M, research director ,,no,50,22,5,514,1,1,4,4,12009.17,31223.83,1,13,3.0,4,0,2,3.0,32,13,9,144110.04
514,No,travel rarely,,Marketing,M, manager ,No,yes,55,23,5,515,1,2,5,4,16321.67,42436.33,1,21,4.0,3,1,3,3.0,36,2,13,195860.0
515,No,, Sales ,,M, sales executive ,No,yes,39,6,3,516,1,4,3,3,6864.17,17846.83,2,11,3.0,1,1,3,3.0,7,7,6,82370.0
516,No,, Research & Development ,,F, laboratory technician ,,yes,49,13,4,517,1,3,1,1,2675.83,6957.17,1,14,3.0,4,1,3,2.0,9,1,4,32109.96
517,No,,,Technical Degree,F, research director ,,no,45,28,2,518,1,2,4,2,13920.0,36192.0,1,11,,3,0,2,3.0,21,8,6,167040.0
518,No,,,,M, sales executive ,,no,46,2,3,519,1,3,3,4,8339.32,21682.23,4,12,3.0,2,1,5,2.0,10,0,3,100071.84
519,No,,,,F, research scientist ,No,no,27,15,3,520,1,2,1,1,3978.33,10343.67,0,19,3.0,4,1,2,,7,7,3,47740.0
520,No,travel rarely,,,M, manager ,,yes,42,2,3,521,1,3,5,3,15943.72,41453.67,5,11,3.0,1,0,2,2.0,22,4,14,191324.64
521,No,, Sales ,,M, sales executive ,,yes,49,2,3,522,1,2,2,2,4492.84,11681.39,2,14,3.0,4,0,3,2.0,9,0,8,53914.11
522,No,travel rarely,,Life Sciences,F, laboratory technician ,Yes,yes,29,15,2,523,1,2,2,3,4492.84,11681.39,0,12,3.0,4,0,3,3.0,9,0,8,53914.11
523,No,non travel,,Marketing,M, sales executive ,No,no,34,12,4,524,1,3,2,3,3806.67,9897.33,0,20,4.0,3,0,2,3.0,9,8,7,45680.0
524,No,,,,M, manufacturing director ,No,no,37,1,4,525,1,2,2,3,4994.17,12984.83,1,18,3.0,3,1,2,,7,0,7,59930.0
525,No,,,,M, manufacturing director ,No,yes,36,11,3,526,1,2,2,2,5415.83,14081.17,1,13,3.0,3,0,3,3.0,6,0,3,64990.0
526,No,,,,M, research scientist ,,yes,45,29,3,527,1,3,1,4,2876.67,7479.33,5,13,3.0,2,0,2,2.0,6,0,3,34520.0
527,No,travel rarely,,,M, research scientist ,No,no,29,15,3,528,1,3,1,4,2342.59,6090.75,1,19,3.0,1,0,1,3.0,6,1,5,28111.13
528,No,,,,F, manufacturing director ,No,no,26,1,3,529,1,3,2,2,5330.83,13860.17,1,20,4.0,1,1,6,1.0,6,1,4,63970.0
529,No,,,Life Sciences,M, sales executive ,No,yes,28,9,4,530,1,3,2,4,4492.84,11681.39,1,16,3.0,4,0,1,3.0,7,0,7,53914.11
530,No,travel frequently,,Technical Degree,F, healthcare representative ,No,yes,42,30,4,531,1,2,2,4,4492.84,11681.39,0,11,3.0,4,3,4,4.0,6,0,4,53914.11
531,No,travel rarely, Sales ,Life Sciences,M, sales executive ,Yes,yes,31,2,1,532,1,3,2,4,4492.84,11681.39,4,13,3.0,3,0,2,4.0,6,0,5,53914.11
532,No,travel rarely,,,F, manufacturing director ,,yes,37,47,3,533,4,3,3,4,8339.32,21682.23,4,17,3.0,4,0,3,4.0,6,1,2,100071.84
533,No,non travel,,,M, sales executive ,No,no,37,9,4,534,1,3,3,2,8339.32,21682.23,1,13,3.0,4,1,6,3.0,9,7,7,100071.84
534,No,travel rarely,,Life Sciences,F, manufacturing director ,,no,37,1,4,535,1,3,2,2,4492.84,11681.39,6,12,3.0,2,1,2,2.0,6,4,3,53914.11
535,No,travel rarely,,Medical,M, research scientist ,,yes,24,23,3,536,1,4,1,4,2270.83,5904.17,1,11,3.0,2,2,3,3.0,6,1,4,27250.0
536,No,,,,M, manager ,No,no,50,3,3,537,1,3,5,2,15943.72,41453.67,1,11,3.0,3,1,2,3.0,32,10,7,191324.64
537,No,,,Life Sciences,M, research scientist ,Yes,yes,34,1,2,538,1,2,1,4,3018.33,7847.67,1,13,3.0,4,1,3,3.0,6,1,3,36220.0
538,No,travel frequently,,Medical,F, sales executive ,,no,27,3,1,539,1,4,2,4,4492.84,11681.39,1,20,,2,2,3,3.0,6,0,4,53914.11
539,No,, Sales ,,F, sales executive ,No,no,25,42,1,540,4,3,2,4,5150.0,13390.0,1,23,4.0,2,0,5,2.0,6,1,4,61800.0
540,No,, Sales ,Other,M, sales executive ,No,yes,34,25,3,541,1,3,2,4,5228.33,13593.67,1,22,4.0,3,0,5,3.0,6,1,4,62740.0
541,No,, Research & Development ,,F, research scientist ,,yes,34,2,4,542,1,2,1,1,3650.83,9492.17,1,11,,3,0,3,3.0,6,1,3,43810.0
542,No,,,Other,M, manufacturing director ,No,no,35,7,3,543,1,3,3,3,8339.32,21682.23,3,21,4.0,2,0,3,4.0,8,1,6,100071.84
543,No,,,Medical,F, research scientist ,,no,35,16,1,544,2,2,1,1,2132.5,5544.5,1,11,3.0,4,0,3,2.0,6,1,1,25590.0
544,No,, Research & Development ,,F, healthcare representative ,Yes,yes,33,1,4,545,1,4,2,2,4573.33,11890.67,1,13,3.0,1,1,2,3.0,6,1,2,54880.0
545,No,,,Life Sciences,F, research scientist ,No,no,29,28,4,546,1,3,1,4,2095.0,5447.0,4,22,4.0,1,1,1,3.0,7,1,7,25140.0
546,No,travel frequently, Research & Development ,,F, research scientist ,No,yes,29,10,3,547,1,3,1,2,2342.59,6090.75,0,14,3.0,4,2,2,2.0,7,1,1,28111.13
547,No,,,Life Sciences,F, sales executive ,,no,34,9,1,548,1,3,2,3,4492.84,11681.39,1,20,4.0,1,0,3,2.0,6,1,3,53914.11
548,No,travel rarely,,Medical,M, laboratory technician ,,no,28,19,4,549,1,2,1,1,2663.33,6924.67,1,12,3.0,3,3,2,3.0,6,3,3,31960.0
549,No,,,Life Sciences,F, research scientist ,,no,44,2,1,550,1,4,1,4,2342.59,6090.75,1,13,3.0,4,1,5,3.0,10,7,7,28111.13
550,No,travel rarely, Research & Development ,,M, healthcare representative ,Yes,no,31,11,2,551,1,3,2,1,4492.84,11681.39,1,12,,4,0,2,2.0,6,0,1,53914.11
551,No,, Research & Development ,Life Sciences,M, research scientist ,Yes,no,26,4,2,552,1,3,1,4,2342.59,6090.75,1,20,4.0,2,0,2,2.0,8,2,2,28111.13
552,No,travel rarely,,,M, research scientist ,No,yes,47,1,3,553,1,3,1,4,2850.0,7410.0,7,12,3.0,3,1,2,2.0,6,1,2,34200.0
553,No,, Research & Development ,,M, laboratory technician ,No,no,37,5,2,554,1,4,1,3,2342.59,6090.75,0,14,3.0,1,0,2,1.0,6,1,3,28111.13
554,No,,,,M, research scientist ,,yes,32,1,4,555,1,3,2,1,3405.83,8855.17,4,14,3.0,2,1,3,2.0,6,1,2,40869.96
555,No,,,Medical,M, research scientist ,No,yes,32,2,3,556,1,3,2,2,4492.84,11681.39,0,13,3.0,3,2,4,2.0,9,1,6,53914.11
556,No,non travel,,Life Sciences,F, sales executive ,Yes,no,33,16,3,557,1,3,2,4,4473.33,11630.67,1,25,4.0,3,1,2,3.0,6,1,2,53680.0
557,Yes,, Sales ,,M, sales executive ,No,yes,47,9,3,558,1,1,4,3,10780.0,28028.0,7,11,,3,0,3,1.0,23,14,10,129360.0
558,Yes,,,,F, sales executive ,Yes,no,41,1,2,559,1,3,2,4,4492.84,11681.39,8,11,3.0,1,0,0,1.0,6,0,5,53914.11
559,No,travel rarely, Research & Development ,Medical,M, laboratory technician ,,no,35,16,3,560,1,4,1,2,2342.59,6090.75,0,13,3.0,3,1,5,3.0,5,0,3,28111.13
560,No,travel rarely,,Life Sciences,M, research scientist ,No,no,29,2,3,561,1,3,1,2,2342.59,6090.75,0,23,4.0,4,1,3,3.0,5,0,4,28111.13
561,No,travel rarely,,Life Sciences,M, research scientist ,No,yes,32,1,3,562,1,3,2,2,4492.84,11681.39,1,17,3.0,2,2,3,3.0,10,0,9,53914.11
562,No,travel rarely,,Medical,M, research scientist ,No,no,35,1,3,563,1,2,1,3,2342.59,6090.75,1,18,3.0,1,0,3,3.0,6,0,4,28111.13
563,No,,,,M, manufacturing director ,No,yes,56,13,3,564,1,1,3,4,8339.32,21682.23,4,11,3.0,1,0,3,2.0,6,0,2,100071.84
564,No,,,Medical,M, sales executive ,,yes,28,4,3,565,1,3,2,3,3517.5,9145.5,1,15,3.0,2,0,3,4.0,5,0,4,42210.0
565,Yes,travel rarely,,,M, sales executive ,Yes,yes,25,5,3,566,1,2,2,3,4492.84,11681.39,1,11,3.0,4,0,1,3.0,6,0,3,53914.08
566,Yes,,,Life Sciences,F, research scientist ,,yes,56,14,4,567,1,3,1,2,4135.83,10753.17,9,18,3.0,1,3,2,3.0,5,4,3,49630.0
567,No,, Research & Development ,,F, research scientist ,,no,26,6,3,568,1,2,1,2,2342.59,6090.75,1,19,3.0,3,0,3,2.0,5,4,3,28111.13
568,Yes,,,Medical,F, laboratory technician ,No,no,32,9,3,569,1,3,1,1,3500.0,9100.0,7,22,4.0,1,0,2,4.0,5,0,4,42000.0
569,No,travel rarely,,Life Sciences,F, research scientist ,No,yes,30,18,3,570,1,3,1,3,2342.59,6090.75,1,14,3.0,3,0,4,2.0,5,0,4,28111.13
570,No,travel rarely,,,F, manager ,,no,50,11,3,571,1,3,5,2,15943.72,41453.67,3,15,3.0,2,0,5,3.0,5,4,4,191324.64
571,No,,,Life Sciences,M, research scientist ,No,no,32,6,5,572,1,3,1,3,2342.59,6090.75,3,20,4.0,1,0,2,,5,1,4,28111.13
572,No,travel rarely,,,F, sales executive ,,no,45,4,2,573,1,3,2,1,4171.67,10846.33,4,11,3.0,1,1,3,4.0,5,0,3,50060.04
573,No,,,,M, research scientist ,No,yes,43,7,3,574,1,4,1,4,2342.59,6090.75,4,14,3.0,4,3,3,4.0,5,2,2,28111.13
574,Yes,,,Marketing,F, sales executive ,,yes,29,27,3,575,1,3,3,4,6365.83,16551.17,1,22,4.0,4,3,3,2.0,10,1,9,76390.0
575,No,non travel, Research & Development ,Medical,M, manufacturing director ,,yes,31,1,4,576,1,1,2,3,4492.84,11681.39,0,12,3.0,4,1,2,3.0,5,1,4,53914.11
576,Yes,,,,M, laboratory technician ,Yes,no,33,14,3,577,1,3,1,4,2342.59,6090.75,5,13,3.0,3,1,2,1.0,5,0,4,28111.08
577,Yes,,,,M, laboratory technician ,No,yes,31,29,2,578,1,2,1,2,2342.59,6090.75,0,11,3.0,2,0,2,4.0,5,1,4,28111.13
578,No,,,,M, sales executive ,No,yes,37,6,4,579,1,3,2,4,5418.33,14087.67,4,14,3.0,2,1,5,4.0,5,0,1,65019.96
579,No,, Research & Development ,,M, research director ,No,no,50,4,1,580,1,3,5,2,15943.72,41453.67,3,14,3.0,1,2,4,2.0,10,1,6,191324.64
580,No,travel frequently,,,F, sales executive ,,yes,42,26,3,581,1,3,4,2,11270.83,29304.17,5,14,3.0,4,1,2,,20,4,8,135250.0
581,No,,,,M, sales executive ,Yes,yes,27,2,3,582,1,3,2,3,4492.84,11681.39,1,11,3.0,1,0,3,3.0,5,0,4,53914.08
582,No,non travel,,Marketing,M, sales executive ,Yes,yes,27,1,1,583,1,3,2,2,5290.83,13756.17,0,13,3.0,4,1,0,,5,1,4,63489.96
583,No,travel rarely,,,M, manufacturing director ,Yes,yes,41,6,3,584,1,2,2,2,4492.84,11681.39,6,15,3.0,4,0,3,3.0,5,1,2,53914.11
584,No,travel rarely,,Medical,F, laboratory technician ,No,yes,37,10,3,585,1,3,1,1,2342.59,6090.75,6,20,4.0,2,1,3,3.0,5,0,3,28111.13
585,Yes,,,,M, sales executive ,Yes,yes,40,22,2,586,2,2,2,3,5316.67,13823.33,2,12,3.0,1,2,6,3.0,6,1,0,63800.0
586,No,,,,F, manager ,Yes,no,55,2,3,587,1,3,4,4,12783.92,33238.2,2,13,3.0,3,0,2,3.0,5,1,2,153407.07
587,Yes,travel frequently,,,M, research scientist ,,yes,26,3,1,588,1,3,1,1,2585.0,6721.0,0,22,4.0,3,0,2,3.0,6,0,4,31020.0
588,No,travel rarely,,Marketing,F, sales executive ,,yes,40,2,2,589,1,3,2,2,4492.84,11681.39,7,12,3.0,3,2,5,3.0,5,1,3,53914.11
589,No,, Sales ,,F, sales executive ,Yes,no,25,4,2,590,1,2,2,4,4492.84,11681.39,1,11,3.0,2,0,3,3.0,5,1,3,53914.11
590,No,,,,F, sales executive ,No,yes,30,12,3,591,1,3,2,3,4492.84,11681.39,0,11,,2,0,6,3.0,5,4,4,53914.11
591,No,travel rarely,,,M, manufacturing director ,,no,52,32,3,592,1,2,3,3,8339.32,21682.23,2,14,,3,0,4,3.0,5,0,4,100071.84
592,No,travel frequently,,,F, research scientist ,No,no,42,12,2,593,1,3,2,3,3796.67,9871.33,2,11,3.0,2,1,3,3.0,5,0,2,45560.0
593,No,travel rarely,,Life Sciences,F, manufacturing director ,No,yes,30,2,3,594,1,1,2,4,4492.84,11681.39,2,20,4.0,3,0,2,3.0,5,0,2,53914.08
594,No,travel rarely,,Life Sciences,M, laboratory technician ,No,no,35,22,3,595,1,1,1,3,3525.0,9165.0,0,15,3.0,3,0,2,3.0,5,4,3,42300.0
595,No,travel rarely,,,M, manager ,,yes,31,7,3,596,1,2,3,4,8339.32,21682.23,9,21,4.0,3,1,3,2.0,5,0,1,100071.84
596,No,travel rarely, Sales ,,F, sales executive ,,yes,35,1,3,597,1,3,2,3,4049.17,10527.83,1,16,3.0,4,0,3,3.0,5,0,3,48590.0
597,No,,,,M, sales representative ,,yes,25,13,1,598,1,3,1,3,2342.59,6090.75,1,11,3.0,3,0,1,3.0,7,0,6,28111.13
598,No,travel rarely,,,F, research scientist ,,no,32,9,4,599,1,3,2,4,5268.33,13697.67,1,12,3.0,4,1,2,,6,0,5,63220.0
599,Yes,,,Life Sciences,F, sales executive ,Yes,no,47,27,2,600,1,4,2,3,4492.84,11681.39,4,12,3.0,4,0,2,3.0,5,1,3,53914.11
600,No,travel frequently,,Life Sciences,M, research scientist ,No,yes,30,5,4,601,1,2,1,4,2342.59,6090.75,9,12,3.0,2,1,3,2.0,5,0,3,28111.13
601,No,,,Marketing,M, sales executive ,Yes,no,45,9,3,602,1,3,3,1,8967.5,23315.5,4,12,3.0,3,1,2,3.0,5,0,2,107610.0
602,No,travel rarely,,Life Sciences,M, human resources ,,yes,36,8,3,603,1,2,1,1,2342.59,6090.75,0,21,4.0,3,0,3,3.0,5,0,3,28111.08
603,No,,,,M, research scientist ,,yes,31,11,4,604,1,3,1,4,2342.59,6090.75,3,19,3.0,2,1,2,3.0,6,0,2,28111.13
604,No,travel frequently,,Medical,F, sales representative ,,no,37,21,2,605,1,3,1,4,2477.5,6441.5,5,15,3.0,2,1,3,3.0,5,0,0,29730.0
605,No,travel rarely,,Life Sciences,F, human resources ,No,no,39,2,3,606,1,2,2,4,4336.67,11275.33,8,11,3.0,3,2,2,3.0,5,0,4,52040.0
606,No,,,,F, sales executive ,,yes,42,14,2,607,1,2,2,3,4492.84,11681.39,7,17,3.0,1,0,6,3.0,5,0,3,53914.11
607,No,travel rarely,,,M, sales executive ,No,no,30,8,2,608,1,3,3,3,8339.32,21682.23,5,11,3.0,1,1,2,4.0,8,7,7,100071.84
