,employeenumber,monthlyincome,monthlyrate,percentsalaryhike,salary
670,671,11290.83,2935.62,12,135490.0
671,672,15143.33,3937.27,19,181720.0
672,673,12783.92,3323.82,12,153407.07
673,674,2311.67,601.03,12,27740.0
674,675,8339.32,2168.22,12,100071.84
675,676,2342.59,609.08,13,28111.13
676,677,2342.59,609.08,18,28111.13
677,678,7865.83,2045.12,16,94390.0
678,679,4492.84,1168.14,22,53914.08
679,680,2342.59,609.08,22,28111.13
680,681,4387.5,1140.75,16,52650.0
681,682,3179.17,826.58,17,38150.0
682,683,4492.84,1168.14,15,53914.11
683,684,1990.83,517.62,13,23890.0
684,685,2342.59,609.08,11,28111.13
685,686,3333.33,866.67,12,39999.96
686,687,14653.33,3809.87,16,175840.0
687,688,4492.84,1168.14,13,53914.11
688,689,2342.59,609.08,21,28111.08
689,690,4717.5,1226.55,19,56610.0
690,691,4492.84,1168.14,13,53914.11
691,692,2342.59,609.08,12,28111.13
692,693,4057.5,1054.95,12,48690.0
693,694,4492.84,1168.14,22,53914.08
694,695,3874.17,1007.28,14,46490.0
695,696,8746.67,2274.13,15,104960.0
696,697,2342.59,609.08,16,28111.13
697,698,2342.59,609.08,15,28111.13
698,699,2306.67,599.73,12,27680.0
699,700,2840.0,738.4,13,34080.0
700,701,8339.32,2168.22,14,100071.84
701,702,4492.84,1168.14,14,53914.11
702,703,3129.17,813.58,11,37550.0
703,704,4492.84,1168.14,20,53914.08
704,705,2342.59,609.08,16,28111.13
705,706,1822.5,473.85,12,21870.0
706,707,2342.59,609.08,11,28111.13
707,708,4492.84,1168.14,14,53914.11
708,709,2342.59,609.08,14,28111.13
709,710,4492.84,1168.14,15,53914.11
710,711,3548.33,922.57,18,42580.0
711,712,4438.33,1153.97,17,53260.0
712,713,4570.83,1188.42,11,54849.96
713,714,2318.33,602.77,13,27820.0
714,715,14699.17,3821.78,16,176390.0
715,716,5051.67,1313.43,13,60620.0
716,717,5240.0,1362.4,15,62880.0
717,718,2853.33,741.87,13,34240.0
718,719,4492.84,1168.14,12,53914.11
719,720,3495.0,908.7,18,41940.0
720,721,4492.84,1168.14,13,53914.08
721,722,2342.59,609.08,11,28111.13
722,723,2110.0,548.6,14,25320.0
723,724,4721.67,1227.63,13,56660.0
724,725,2342.59,609.08,14,28111.08
725,726,4492.84,1168.14,12,53914.11
726,727,2342.59,609.08,15,28111.13
727,728,11438.33,2973.97,13,137260.0
728,729,12783.92,3323.82,13,153407.04
729,730,2342.59,609.08,16,28111.13
730,731,3422.5,889.85,15,41070.0
731,732,2342.59,609.08,13,28111.13
732,733,2342.59,609.08,16,28111.13
733,734,2342.59,609.08,17,28111.13
734,735,2997.5,779.35,22,35970.0
735,736,4492.84,1168.14,18,53914.11
736,737,4492.84,1168.14,13,53914.11
737,738,3429.17,891.58,19,41150.0
738,739,4492.84,1168.14,11,53914.11
739,740,5226.67,1358.93,16,62720.0
740,741,4492.84,1168.14,14,53914.11
741,742,2097.5,545.35,11,25170.0
742,743,15943.72,4145.37,14,191324.62
743,744,4492.84,1168.14,17,53914.11
744,745,4492.84,1168.14,11,53914.11
745,746,12783.92,3323.82,11,153407.07
746,747,3253.33,845.87,12,39040.0
747,748,4492.84,1168.14,20,53914.11
748,749,2342.59,609.08,14,28111.13
749,750,7670.0,1994.2,12,92040.0
750,751,3644.17,947.48,14,43730.0
751,752,4492.84,1168.14,11,53914.08
752,753,1720.0,447.2,21,20640.0
753,754,4492.84,1168.14,14,53914.11
754,755,4492.84,1168.14,13,53914.11
755,756,2025.0,526.5,23,24300.0
756,757,4492.84,1168.14,11,53914.11
757,758,4064.17,1056.68,21,48770.0
758,759,4492.84,1168.14,17,53914.11
759,760,3133.33,814.67,13,37600.0
760,761,1677.5,436.15,11,20130.0
761,762,2342.59,609.08,22,28111.13
762,763,8339.32,2168.22,15,100071.84
763,764,4492.84,1168.14,14,53914.11
764,765,2342.59,609.08,16,28111.13
765,766,2478.33,644.37,17,29740.0
766,767,8339.32,2168.22,13,100071.84
767,768,2305.0,599.3,22,27660.0
768,769,2342.59,609.08,20,28111.13
769,770,2342.59,609.08,12,28111.13
770,771,2342.59,609.08,11,28111.13
771,772,8339.32,2168.22,21,100071.84
772,773,2814.17,731.68,17,33770.0
773,774,3510.83,912.82,15,42130.0
774,775,5427.5,1411.15,17,65130.0
775,776,4492.84,1168.14,13,53914.08
776,777,2342.59,609.08,22,28111.13
777,778,8339.32,2168.22,13,100071.84
778,779,3570.0,928.2,22,42840.0
779,780,1855.0,482.3,11,22260.0
780,781,4634.17,1204.88,16,55610.0
781,782,1786.67,464.53,14,21440.04
782,783,4477.5,1164.15,12,53730.0
783,784,2414.17,627.68,11,28970.0
784,785,4492.84,1168.14,12,53914.08
785,786,4434.17,1152.88,11,53210.04
786,787,4508.33,1172.17,17,54100.0
787,788,2318.33,602.77,22,27820.0
788,789,4492.84,1168.14,22,53914.11
789,790,2342.59,609.08,12,28111.13
790,791,4492.84,1168.14,12,53914.11
791,792,4492.84,1168.14,13,53914.11
792,793,4041.67,1050.83,15,48500.0
793,794,1667.5,433.55,14,20010.0
794,795,2342.59,609.08,12,28111.13
795,796,4492.84,1168.14,13,53914.11
796,797,3670.0,954.2,12,44040.0
797,798,2342.59,609.08,12,28111.13
798,799,2342.59,609.08,17,28111.13
799,800,2342.59,609.08,11,28111.08
800,801,2342.59,609.08,14,28111.13
801,802,2342.59,609.08,12,28111.13
802,803,3286.67,854.53,11,39440.0
803,804,4492.84,1168.14,18,53914.11
804,805,2466.67,641.33,11,29600.0
805,806,2342.59,609.08,22,28111.13
806,807,15789.17,4105.18,12,189470.0
807,808,5387.5,1400.75,13,64650.0
808,809,2235.83,581.32,14,26830.0
809,810,1678.33,436.37,13,20140.0
810,811,2867.5,745.55,13,34410.0
811,812,4492.84,1168.14,19,53914.11
812,813,2342.59,609.08,15,28111.13
813,814,2342.59,609.08,13,28111.08
814,815,11386.67,2960.53,13,136640.0
815,816,4184.17,1087.88,22,50210.0
816,817,4492.84,1168.14,15,53914.11
817,818,2342.59,609.08,23,28111.13
818,819,4492.84,1168.14,21,53914.11
819,820,4492.84,1168.14,12,53914.11
820,821,2342.59,609.08,22,28111.13
821,822,15703.33,4082.87,21,188440.0
822,823,2342.59,609.08,11,28111.13
823,824,3949.17,1026.78,12,47390.04
824,825,8339.32,2168.22,11,100071.84
825,826,4492.84,1168.14,11,53914.11
826,827,4492.84,1168.14,20,53914.11
827,828,8875.0,2307.5,15,106500.0
828,829,4492.84,1168.14,18,53914.11
829,830,3597.5,935.35,20,43170.0
830,831,2342.59,609.08,14,28111.13
831,832,2342.59,609.08,24,28111.08
832,833,1686.67,438.53,18,20240.0
833,834,2342.59,609.08,11,28111.13
834,835,2548.33,662.57,16,30580.0
835,836,2342.59,609.08,18,28111.13
836,837,2342.59,609.08,12,28111.13
837,838,3274.17,851.28,23,39290.0
838,839,2342.59,609.08,15,28111.08
839,840,2342.59,609.08,15,28111.13
840,841,4492.84,1168.14,11,53914.08
841,842,3687.5,958.75,11,44250.0
842,843,4492.84,1168.14,19,53914.11
843,844,4492.84,1168.14,15,53914.11
844,845,1940.0,504.4,16,23280.0
845,846,4492.84,1168.14,14,53914.11
846,847,8339.32,2168.22,16,100071.84
847,848,2214.17,575.68,11,26570.04
848,849,2342.59,609.08,14,28111.13
849,850,4950.0,1287.0,14,59400.0
850,851,2185.0,568.1,21,26220.0
851,852,2676.67,695.93,15,32120.0
852,853,2342.59,609.08,17,28111.13
853,854,2342.59,609.08,14,28111.08
854,855,2342.59,609.08,14,28111.13
855,856,4492.84,1168.14,18,53914.11
856,857,8339.32,2168.22,12,100071.84
857,858,2425.83,630.72,13,29110.0
858,859,4492.84,1168.14,17,53914.08
859,860,4492.84,1168.14,13,53914.11
860,861,5775.83,1501.72,14,69310.0
861,862,4492.84,1168.14,12,53914.11
862,863,1813.33,471.47,13,21760.0
863,864,2342.59,609.08,23,28111.13
864,865,2691.67,699.83,17,32300.0
865,866,8339.32,2168.22,18,100071.84
866,867,4492.84,1168.14,14,53914.11
867,868,2342.59,609.08,13,28111.13
868,869,15554.17,4044.08,11,186650.0
869,870,2324.17,604.28,11,27890.0
870,871,2342.59,609.08,12,28111.13
871,872,2342.59,609.08,12,28111.13
872,873,5341.67,1388.83,12,64100.0
873,874,2342.59,609.08,18,28111.13
874,875,4117.5,1070.55,15,49410.0
875,876,2342.59,609.08,13,28111.08
876,877,15943.72,4145.37,11,191324.62
877,878,3319.17,862.98,17,39830.0
878,879,5289.17,1375.18,16,63470.04
879,880,2420.0,629.2,12,29040.0
880,881,2246.67,584.13,11,26960.04
881,882,4492.84,1168.14,12,53914.08
882,883,1811.67,471.03,11,21740.0
883,884,5629.17,1463.58,11,67550.04000000001
884,885,2342.59,609.08,24,28111.13
885,886,2214.17,575.68,16,26570.0
886,887,2342.59,609.08,16,28111.13
887,888,2342.59,609.08,11,28111.13
888,889,9137.5,2375.75,24,109650.0
889,890,2119.17,550.98,13,25430.0
890,891,4420.0,1149.2,13,53040.0
891,892,4492.84,1168.14,12,53914.11
892,893,2342.59,609.08,16,28111.13
893,894,16171.67,4204.63,11,194060.0
894,895,5448.33,1416.57,15,65380.0
895,896,1881.67,489.23,20,22580.04
896,897,4492.84,1168.14,14,53914.11
897,898,1848.33,480.57,12,22180.0
898,899,2342.59,609.08,13,28111.13
899,900,2211.67,575.03,21,26540.0
900,901,12783.92,3323.82,13,153407.07
901,902,2342.59,609.08,16,28111.13
902,903,2342.59,609.08,22,28111.13
903,904,9945.83,2585.92,18,119350.0
904,905,2121.67,551.63,16,25460.0
905,906,14884.17,3869.88,13,178610.0
906,907,8339.32,2168.22,19,100071.84
907,908,2342.59,609.08,14,28111.13
908,909,8339.32,2168.22,15,100071.84
909,910,2342.59,609.08,17,28111.13
910,911,3245.0,843.7,16,38940.0
911,912,3551.67,923.43,12,42620.0
912,913,8772.5,2280.85,11,105270.0
913,914,4492.84,1168.14,12,53914.11
914,915,2000.0,520.0,13,24000.0
915,916,3067.5,797.55,14,36810.0
916,917,4492.84,1168.14,13,53914.11
917,918,12783.92,3323.82,11,153407.07
918,919,4492.84,1168.14,11,53914.11
919,920,2342.59,609.08,18,28111.13
920,921,2872.5,746.85,11,34470.0
921,922,16260.83,4227.82,12,195129.96
922,923,2342.59,609.08,20,28111.13
923,924,2215.83,576.12,13,26589.96
924,925,7372.5,1916.85,11,88470.0
925,926,1704.17,443.08,13,20450.0
926,927,2342.59,609.08,16,28111.13
927,928,4042.5,1051.05,22,48510.0
928,929,6766.67,1759.33,12,81200.0
929,930,3814.17,991.68,14,45770.0
930,931,4504.17,1171.08,14,54050.0
931,932,2342.59,609.08,15,28111.13
932,933,3090.0,803.4,14,37080.0
933,934,11475.0,2983.5,12,137700.0
934,935,2342.59,609.08,12,28111.13
935,936,4492.84,1168.14,18,53914.11
936,937,2342.59,609.08,20,28111.13
937,938,1914.17,497.68,14,22970.04
938,939,2041.67,530.83,17,24500.0
939,940,2342.59,609.08,18,28111.13
940,941,15943.72,4145.37,13,191324.64
941,942,2342.59,609.08,14,28111.13
942,943,2342.59,609.08,16,28111.08
943,944,3618.33,940.77,19,43420.0
944,945,2143.33,557.27,16,25719.96
945,946,2342.59,609.08,21,28111.13
946,947,5416.67,1408.33,17,65000.04
947,948,2624.17,682.28,20,31490.0
948,949,4436.67,1153.53,15,53240.0
949,950,2342.59,609.08,13,28111.13
950,951,3651.67,949.43,17,43820.0
951,952,2342.59,609.08,13,28111.13
952,953,2127.5,553.15,16,25530.0
953,954,2342.59,609.08,19,28111.08
954,955,4944.17,1285.48,12,59330.0
955,956,3669.17,953.98,11,44030.0
956,957,9111.67,2369.03,18,109340.0
957,958,4492.84,1168.14,22,53914.11
958,959,2342.59,609.08,24,28111.13
959,960,1685.0,438.1,19,20220.0
960,961,3546.67,922.13,12,42560.0
961,962,2983.33,775.67,16,35799.96
962,963,2342.59,609.08,17,28111.13
963,964,2415.83,628.12,19,28990.0
964,965,2342.59,609.08,19,28111.13
965,966,4635.0,1205.1,13,55620.0
966,967,4492.84,1168.14,14,53914.11
967,968,2342.59,609.08,13,28111.13
968,969,2342.59,609.08,18,28111.08
969,970,4492.84,1168.14,19,53914.11
970,971,1980.83,515.02,18,23770.0
971,972,2003.33,520.87,21,24040.0
972,973,2332.5,606.45,11,27990.0
973,974,2342.59,609.08,18,28111.13
974,975,4492.84,1168.14,16,53914.08
975,976,2342.59,609.08,22,28111.13
976,977,2876.67,747.93,18,34520.0
977,978,2342.5,609.05,14,28110.0
978,979,2342.59,609.08,11,28111.13
979,980,3647.5,948.35,15,43770.0
980,981,2342.59,609.08,24,28111.13
981,982,2342.59,609.08,17,28111.13
982,983,3533.33,918.67,13,42399.96
983,984,4492.84,1168.14,14,53914.08
984,985,3522.5,915.85,18,42270.0
985,986,3264.17,848.68,20,39170.0
986,987,4140.83,1076.62,18,49690.0
987,988,2342.59,609.08,19,28111.13
988,989,1701.67,442.43,14,20420.0
989,990,2350.83,611.22,16,28209.96
990,991,15943.72,4145.37,17,191324.62
991,992,2342.59,609.08,14,28111.13
992,993,8297.5,2157.35,15,99570.0
993,994,2342.59,609.08,19,28111.13
994,995,8339.32,2168.22,18,100071.84
995,996,8339.32,2168.22,15,100071.84
996,997,1839.17,478.18,16,22070.0
997,998,6463.33,1680.47,17,77559.95999999999
998,999,2342.59,609.08,20,28111.13
999,1000,4492.84,1168.14,17,53914.11
1000,1001,1725.0,448.5,11,20700.0
1001,1002,2325.83,604.72,12,27910.0
1002,1003,4492.84,1168.14,11,53914.08
1003,1004,4492.84,1168.14,11,53914.08
1004,1005,6853.33,1781.87,17,82240.0
1005,1006,2175.0,565.5,12,26100.0
1006,1007,4775.83,1241.72,13,57310.0
1007,1008,2115.83,550.12,13,25390.0
1008,1009,1980.0,514.8,13,23760.0
1009,1010,15943.72,4145.37,13,191324.62
1010,1011,2342.59,609.08,19,28111.13
1011,1012,2342.59,609.08,12,28111.13
1012,1013,12783.92,3323.82,22,153407.07
1013,1014,15900.83,4134.22,11,190810.0
1014,1015,2285.83,594.32,20,27430.0
1015,1016,8339.32,2168.22,11,100071.84
1016,1017,3133.33,814.67,15,37600.0
1017,1018,2342.59,609.08,20,28111.08
1018,1019,3781.67,983.23,12,45380.0
1019,1020,2342.59,609.08,11,28111.13
1020,1021,2342.59,609.08,14,28111.13
1021,1022,3222.5,837.85,12,38670.0
1022,1023,1733.33,450.67,11,20800.0
1023,1024,1746.67,454.13,18,20960.0
1024,1025,2342.59,609.08,12,28111.13
1025,1026,3253.33,845.87,13,39040.0
1026,1027,3855.83,1002.52,12,46270.0
1027,1028,12783.92,3323.82,11,153407.07
1028,1029,4492.84,1168.14,13,53914.11
1029,1030,1918.33,498.77,11,23020.0
1030,1031,2342.59,609.08,12,28111.08
1031,1032,2342.59,609.08,16,28111.08
1032,1033,2342.59,609.08,11,28111.13
1033,1034,2342.59,609.08,22,28111.13
1034,1035,12783.92,3323.82,16,153407.07
1035,1036,4225.83,1098.72,20,50710.0
1036,1037,4492.84,1168.14,18,53914.11
1037,1038,2342.59,609.08,11,28111.13
1038,1039,4492.84,1168.14,15,53914.11
1039,1040,8830.0,2295.8,11,105960.0
1040,1041,4555.83,1184.52,14,54670.0
1041,1042,4492.84,1168.14,13,53914.11
1042,1043,4492.84,1168.14,11,53914.08
1043,1044,4807.5,1249.95,11,57690.0
1044,1045,1995.0,518.7,13,23940.0
1045,1046,3024.17,786.28,18,36290.0
1046,1047,7801.67,2028.43,11,93620.0
1047,1048,2690.83,699.62,11,32290.0
1048,1049,4492.84,1168.14,14,53914.11
1049,1050,13685.0,3558.1,11,164220.0
1050,1051,4705.83,1223.52,13,56469.96
1051,1052,3666.67,953.33,12,44000.0
1052,1053,1721.67,447.63,22,20660.0
1053,1054,2342.59,609.08,12,28111.13
1054,1055,2342.59,609.08,18,28111.13
1055,1056,2342.59,609.08,13,28111.13
1056,1057,4571.67,1188.63,11,54860.04
1057,1058,2342.59,609.08,15,28111.08
1058,1059,2635.0,685.1,14,31620.0
1059,1060,5542.5,1441.05,14,66510.0
1060,1061,2850.0,741.0,13,34200.0
1061,1062,2424.17,630.28,15,29090.0
1062,1063,8339.32,2168.22,18,100071.84
1063,1064,4492.84,1168.14,16,53914.11
1064,1065,4081.67,1061.23,14,48980.0
1065,1066,4492.84,1168.14,25,53914.11
1066,1067,2650.0,689.0,13,31800.0
1067,1068,9370.0,2436.2,25,112440.0
1068,1069,2342.59,609.08,12,28111.13
1069,1070,3390.83,881.62,18,40689.96
1070,1071,2342.59,609.08,21,28111.13
1071,1072,5326.67,1384.93,13,63920.0
1072,1073,8339.32,2168.22,12,100071.84
1073,1074,4045.83,1051.92,11,48549.96
1074,1075,2342.59,609.08,12,28111.13
1075,1076,4492.84,1168.14,17,53914.11
1076,1077,4492.84,1168.14,12,53914.11
1077,1078,4492.84,1168.14,16,53914.11
1078,1079,2342.59,609.08,16,28111.08
1079,1080,4492.84,1168.14,13,53914.11
1080,1081,4492.84,1168.14,14,53914.11
1081,1082,2342.59,609.08,14,28111.08
1082,1083,2760.0,717.6,17,33120.0
1083,1084,4492.84,1168.14,13,53914.08
1084,1085,4492.84,1168.14,12,53914.11
1085,1086,2597.5,675.35,18,31170.0
1086,1087,15943.72,4145.37,11,191324.62
1087,1088,4492.84,1168.14,13,53914.11
1088,1089,8339.32,2168.22,15,100071.84
1089,1090,12668.33,3293.77,25,152020.0
1090,1091,4492.84,1168.14,14,53914.11
1091,1092,2342.59,609.08,17,28111.13
1092,1093,2150.0,559.0,13,25800.0
1093,1094,1805.0,469.3,14,21660.0
1094,1095,4492.84,1168.14,11,53914.11
1095,1096,8339.32,2168.22,12,100071.84
1096,1097,12783.92,3323.82,16,153407.07
1097,1098,2342.59,609.08,19,28111.13
1098,1099,3645.0,947.7,15,43740.0
1099,1100,4587.5,1192.75,14,55050.0
1100,1101,2155.83,560.52,16,25869.96
1101,1102,13310.0,3460.6,14,159720.0
1102,1103,2342.59,609.08,11,28111.08
1103,1104,4492.84,1168.14,14,53914.11
1104,1105,2342.59,609.08,18,28111.13
1105,1106,2342.59,609.08,12,28111.13
1106,1107,2342.59,609.08,21,28111.13
1107,1108,1920.83,499.42,15,23050.0
1108,1109,2860.83,743.82,13,34329.96
1109,1110,2897.5,753.35,14,34770.0
1110,1111,4492.84,1168.14,19,53914.08
1111,1112,3255.83,846.52,13,39070.0
1112,1113,4492.84,1168.14,13,53914.11
1113,1114,2342.59,609.08,13,28111.13
1114,1115,2342.59,609.08,14,28111.13
1115,1116,2342.59,609.08,11,28111.08
1116,1117,4492.84,1168.14,19,53914.08
1117,1118,2870.83,746.42,11,34450.0
1118,1119,2300.0,598.0,13,27600.0
1119,1120,5245.0,1363.7,12,62940.0
1120,1121,12783.92,3323.82,20,153407.07
1121,1122,4492.84,1168.14,12,53914.08
1122,1123,10930.0,2841.8,11,131160.0
1123,1124,4492.84,1168.14,14,53914.11
1124,1125,4492.84,1168.14,15,53914.11
1125,1126,2342.59,609.08,13,28111.08
1126,1127,4492.84,1168.14,12,53914.11
1127,1128,8339.32,2168.22,14,100071.84
1128,1129,2992.5,778.05,25,35910.0
1129,1130,4504.17,1171.08,20,54050.0
1130,1131,12783.92,3323.82,14,153407.07
1131,1132,2342.59,609.08,15,28111.13
1132,1133,1754.17,456.08,12,21050.0
1133,1134,2342.59,609.08,15,28111.13
1134,1135,4492.84,1168.14,12,53914.11
1135,1136,3251.67,845.43,14,39020.0
1136,1137,2218.33,576.77,20,26619.96
1137,1138,1718.33,446.77,14,20620.0
1138,1139,4492.84,1168.14,11,53914.11
1139,1140,2342.59,609.08,23,28111.13
1140,1141,2155.83,560.52,16,25870.0
1141,1142,4589.17,1193.18,16,55070.0
1142,1143,4492.84,1168.14,11,53914.11
1143,1144,6752.5,1755.65,12,81030.0
1144,1145,3315.0,861.9,12,39780.0
1145,1146,4499.17,1169.78,12,53990.0
1146,1147,4492.84,1168.14,19,53914.11
1147,1148,2342.59,609.08,19,28111.13
1148,1149,2342.59,609.08,13,28111.13
1149,1150,8706.67,2263.73,13,104480.04
1150,1151,2342.59,609.08,11,28111.13
1151,1152,3700.0,962.0,19,44400.0
1152,1153,2342.59,609.08,13,28111.13
1153,1154,2342.59,609.08,19,28111.13
1154,1155,2342.59,609.08,19,28111.13
1155,1156,2216.67,576.33,11,26600.0
1156,1157,2812.5,731.25,12,33750.0
1157,1158,2342.59,609.08,13,28111.13
1158,1159,1890.83,491.62,14,22690.0
1159,1160,2342.59,609.08,11,28111.13
1160,1161,4492.84,1168.14,13,53914.11
1161,1162,3989.17,1037.18,14,47870.0
1162,1163,2342.59,609.08,14,28111.13
1163,1164,2340.83,608.62,14,28090.0
1164,1165,4492.84,1168.14,14,53914.11
1165,1166,9045.0,2351.7,13,108540.0
1166,1167,2342.59,609.08,18,28111.13
1167,1168,2142.5,557.05,17,25710.0
1168,1169,5118.33,1330.77,20,61420.0
1169,1170,2080.0,540.8,11,24960.0
1170,1171,2849.17,740.78,14,34190.0
1171,1172,2084.17,541.88,17,25010.0
1172,1173,2342.59,609.08,14,28111.13
1173,1174,2138.33,555.97,15,25659.96
1174,1175,2342.59,609.08,14,28111.13
1175,1176,2342.59,609.08,13,28111.13
1176,1177,3266.67,849.33,14,39200.0
1177,1178,2342.59,609.08,20,28111.13
1178,1179,4492.84,1168.14,18,53914.11
1179,1180,11636.67,3025.53,12,139640.04
1180,1181,5450.0,1417.0,19,65400.0
1181,1182,1870.0,486.2,13,22440.0
1182,1183,13486.67,3506.53,19,161840.0
1183,1184,3527.5,917.15,17,42330.0
1184,1185,4492.84,1168.14,14,53914.11
1185,1186,12345.0,3209.7,19,148140.0
1186,1187,4492.84,1168.14,11,53914.11
1187,1188,14299.17,3717.78,24,171590.0
1188,1189,2342.59,609.08,13,28111.08
1189,1190,2342.59,609.08,14,28111.13
1190,1191,1931.67,502.23,19,23180.04
1191,1192,3014.17,783.68,14,36170.0
1192,1193,8339.32,2168.22,11,100071.84
1193,1194,2342.59,609.08,15,28111.13
1194,1195,2236.67,581.53,17,26840.0
1195,1196,4492.84,1168.14,11,53914.11
1196,1197,2342.59,609.08,19,28111.13
1197,1198,16030.83,4168.02,11,192370.0
1198,1199,1980.83,515.02,20,23770.0
1199,1200,2342.59,609.08,14,28111.08
1200,1201,2342.59,609.08,11,28111.13
1201,1202,3685.0,958.1,13,44220.0
1202,1203,2126.67,552.93,25,25520.04
1203,1204,2231.67,580.23,17,26780.0
1204,1205,4492.84,1168.14,12,53914.11
1205,1206,2342.59,609.08,25,28111.13
1206,1207,4309.17,1120.38,17,51710.0
1207,1208,9930.0,2581.8,23,119160.0
1208,1209,7816.67,2032.33,18,93800.0
1209,1210,2342.59,609.08,14,28111.08
1210,1211,4492.84,1168.14,15,53914.08
1211,1212,2342.59,609.08,14,28111.13
1212,1213,4898.33,1273.57,12,58779.96
1213,1214,2342.59,609.08,17,28111.13
1214,1215,4492.84,1168.14,12,53914.11
1215,1216,2056.67,534.73,14,24680.0
1216,1217,15943.72,4145.37,17,191324.62
1217,1218,4492.84,1168.14,17,53914.11
1218,1219,3439.17,894.18,18,41270.0
1219,1220,1790.0,465.4,11,21480.0
1220,1221,4492.84,1168.14,15,53914.08
1221,1222,3238.33,841.97,21,38860.0
1222,1223,2342.59,609.08,14,28111.13
1223,1224,5555.83,1444.52,18,66669.95999999999
1224,1225,2342.59,609.08,12,28111.13
1225,1226,2342.59,609.08,12,28111.08
1226,1227,1741.67,452.83,15,20900.0
1227,1228,2342.59,609.08,20,28111.13
1228,1229,2342.59,609.08,22,28111.08
1229,1230,2342.59,609.08,13,28111.13
1230,1231,2342.59,609.08,14,28111.13
1231,1232,2342.59,609.08,13,28111.13
1232,1233,1738.33,451.97,14,20860.0
1233,1234,2342.59,609.08,16,28111.13
1234,1235,1625.83,422.72,12,19510.0
1235,1236,2342.59,609.08,13,28111.13
1236,1237,2342.59,609.08,12,28111.08
1237,1238,2518.33,654.77,21,30220.0
1238,1239,2342.59,609.08,19,28111.08
1239,1240,8339.32,2168.22,13,100071.84
1240,1241,8339.32,2168.22,13,100071.84
1241,1242,12783.92,3323.82,14,153407.07
1242,1243,8103.33,2106.87,17,97240.0
1243,1244,2823.33,734.07,17,33880.0
1244,1245,2531.67,658.23,12,30380.04
1245,1246,8339.32,2168.22,14,100071.84
1246,1247,8339.32,2168.22,14,100071.84
1247,1248,1935.0,503.1,13,23220.0
1248,1249,2342.59,609.08,13,28111.13
1249,1250,2438.33,633.97,18,29259.96
1250,1251,4492.84,1168.14,14,53914.11
1251,1252,2342.59,609.08,15,28111.13
1252,1253,3754.17,976.08,15,45050.0
1253,1254,2362.5,614.25,22,28350.0
1254,1255,2342.59,609.08,19,28111.13
1255,1256,2342.59,609.08,21,28111.13
1256,1257,2342.59,609.08,14,28111.13
1257,1258,4492.84,1168.14,17,53914.11
1258,1259,2342.59,609.08,20,28111.13
1259,1260,2342.59,609.08,21,28111.13
1260,1261,2342.59,609.08,22,28111.13
1261,1262,4492.84,1168.14,13,53914.11
1262,1263,5460.83,1419.82,14,65530.0
1263,1264,5560.83,1445.82,19,66730.0
1264,1265,11325.83,2944.72,18,135910.0
1265,1266,1814.17,471.68,17,21770.0
1266,1267,16264.17,4228.68,11,195170.0
1267,1268,4492.84,1168.14,16,53914.11
1268,1269,16001.67,4160.43,11,192020.0
1269,1270,8373.33,2177.07,11,100480.0
1270,1271,2269.17,589.98,11,27230.0
1271,1272,2342.59,609.08,11,28111.13
1272,1273,5536.67,1439.53,19,66440.0
1273,1274,4492.84,1168.14,21,53914.11
1274,1275,4670.83,1214.42,24,56050.0
1275,1276,2634.17,684.88,22,31610.0
1276,1277,4492.84,1168.14,12,53914.11
1277,1278,1183.33,307.67,13,14199.96
1278,1279,2342.59,609.08,18,28111.13
1279,1280,1000.0,260.0,12,12000.0
1280,1281,4365.0,1134.9,18,52380.0
1281,1282,8320.83,2163.42,16,99850.0
1282,1283,4492.84,1168.14,19,53914.11
1283,1284,13326.67,3464.93,14,159920.0
1284,1285,1975.0,513.5,13,23700.0
1285,1286,8339.32,2168.22,21,100071.84
1286,1287,5650.83,1469.22,23,67810.0
1287,1288,5544.17,1441.48,15,66530.04000000001
1288,1289,2375.83,617.72,13,28510.0
1289,1290,4381.67,1139.23,14,52580.0
1290,1291,2342.59,609.08,15,28111.08
1291,1292,2063.33,536.47,18,24759.96
1292,1293,1904.17,495.08,23,22850.0
1293,1294,3497.5,909.35,12,41970.0
1294,1295,2873.33,747.07,22,34479.96
1295,1296,3798.33,987.57,12,45580.0
1296,1297,1418.33,368.77,23,17020.0
1297,1298,2136.67,555.53,12,25640.0
1298,1299,12783.92,3323.82,12,153407.07
1299,1300,4225.0,1098.5,13,50700.0
1300,1301,3150.0,819.0,11,37800.0
1301,1302,8186.67,2128.53,12,98240.0
1302,1303,1565.0,406.9,14,18780.0
1303,1304,8339.32,2168.22,15,100071.84
1304,1305,4492.84,1168.14,12,53914.11
1305,1306,1950.0,507.0,18,23400.0
1306,1307,4492.84,1168.14,19,53914.08
1307,1308,1772.5,460.85,21,21270.0
1308,1309,1694.17,440.48,18,20330.0
1309,1310,8001.67,2080.43,11,96020.0
1310,1311,2342.59,609.08,13,28111.13
1311,1312,13855.83,3602.52,14,166270.0
1312,1313,2342.59,609.08,17,28111.13
1313,1314,4492.84,1168.14,12,53914.11
1314,1315,1735.83,451.32,20,20830.0
1315,1316,4492.84,1168.14,14,53914.11
1316,1317,84083.0,218.62,11,10090.0
1317,1318,2342.59,609.08,18,28111.08
1318,1319,2342.59,609.08,17,28111.13
1319,1320,6550.83,1703.22,14,78610.0
1320,1321,2201.67,572.43,11,26420.0
