,age,dailyrate,distancefromhome,education,employeecount,employeenumber,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,numberchildren,is_equal
389,40,1973.9841269841268,14,3,1,390,1,246.74801587301585,2,5,3,15943.72,41453.67,1,14,,1,0,,2,,20,,4,9,,1983,191324.62,,
390,29,556.2566609977324,8,1,1,391,1,69.53208262471655,2,2,4,4492.84,11681.39,1,15,3.0,3,1,10.0,2,2.0,10,,1,2,4492.84,1994,53914.08,,
391,40,1392.7539682539682,32,4,1,392,1,174.09424603174602,3,3,3,11249.17,29247.83,9,17,3.0,3,0,20.0,3,2.0,18,,2,13,11249.17,1983,134990.0,,True
392,26,290.03550973654063,3,4,1,393,1,36.25443871706758,4,1,4,2342.59,6090.75,1,22,4.0,2,1,8.0,2,3.0,8,,0,7,2342.59,1997,28111.13,,True
393,35,1032.4872861766066,2,3,1,394,1,129.06091077207583,2,3,2,8339.32,21682.23,2,18,3.0,2,1,15.0,2,4.0,7,,6,4,8339.32,1988,100071.84,,
394,53,1973.9841269841268,7,2,1,395,1,246.74801587301585,3,5,3,15943.72,41453.67,3,18,3.0,2,1,26.0,6,3.0,7,,4,7,15943.72,1970,191324.62,,True
395,35,556.2566609977324,17,4,1,396,1,69.53208262471655,3,2,1,4492.84,11681.39,3,15,3.0,4,3,15.0,2,3.0,7,,1,7,,1988,53914.11,,
396,33,556.2566609977324,25,3,1,397,1,69.53208262471655,3,2,3,4492.84,11681.39,1,12,3.0,1,1,,3,2.0,10,,0,1,4492.84,1990,53914.11,,True
397,36,290.03550973654063,6,4,1,398,1,36.25443871706758,1,1,3,2342.59,6090.75,1,14,3.0,3,1,,4,3.0,7,,1,7,,1987,28111.13,,
398,30,360.1825396825397,7,4,1,399,1,45.02281746031746,3,2,3,2909.17,7563.83,1,13,,1,3,,4,2.0,10,,8,9,2909.17,1993,34910.0,,True
399,60,538.5714285714286,29,4,1,400,3,67.32142857142857,4,2,4,4350.0,11310.0,0,18,3.0,2,1,12.0,3,3.0,11,,1,9,4350.0,1963,52200.0,,
400,32,556.2566609977324,2,2,1,401,1,69.53208262471655,3,2,3,4492.84,11681.39,4,14,3.0,4,0,10.0,2,3.0,8,,0,7,,1991,53914.11,,
401,36,1057.7460317460318,1,3,1,402,1,132.21825396825398,1,3,1,8543.33,22212.67,2,21,4.0,3,1,17.0,2,3.0,7,,7,7,8543.33,1987,102520.0,,True
402,27,290.03550973654063,14,3,1,403,1,36.25443871706758,3,1,1,2342.59,6090.75,1,14,3.0,4,2,,3,2.0,9,,6,8,2342.59,1996,28111.08,,
403,43,2036.6666666666667,3,3,1,404,1,254.58333333333334,1,5,4,16450.0,42770.0,3,14,3.0,2,1,,2,3.0,8,,0,7,16450.0,1980,197400.0,,True
404,29,1582.7713464696226,1,3,1,405,1,197.84641830870282,2,4,4,12783.92,33238.2,3,14,3.0,2,2,9.0,2,2.0,7,,1,7,,1994,153407.07,,
405,59,1032.4872861766066,24,4,1,406,2,129.06091077207583,3,3,4,8339.32,21682.23,6,12,3.0,4,0,,6,2.0,9,,5,4,8339.32,1964,100071.84,,True
406,43,1032.4872861766066,4,4,1,407,1,129.06091077207583,2,3,4,8339.32,21682.23,3,14,3.0,4,0,23.0,3,4.0,21,,15,17,8339.32,1980,100071.84,,True
407,44,1032.4872861766066,15,3,1,408,1,129.06091077207583,3,3,4,8339.32,21682.23,1,11,3.0,4,1,,2,3.0,10,,0,5,8339.32,1979,100071.84,,True
408,29,290.03550973654063,7,3,1,409,1,36.25443871706758,3,1,3,2342.59,6090.75,3,13,3.0,1,2,10.0,2,3.0,7,,7,7,2342.59,1994,28111.08,,
409,32,640.6111111111111,8,3,1,410,1,80.07638888888889,4,2,4,5174.17,13452.83,1,15,3.0,3,2,,4,4.0,10,,0,8,5174.17,1991,62090.0,,True
410,36,731.9206349206349,10,4,1,411,1,91.49007936507937,3,3,3,5911.67,15370.33,3,12,3.0,1,0,,0,3.0,7,,1,7,,1987,70940.0,,
411,52,1032.4872861766066,5,3,1,412,1,129.06091077207583,3,3,2,8339.32,21682.23,9,19,3.0,3,0,,2,2.0,8,,7,7,8339.32,1971,100071.84,,True
412,39,467.7936507936508,33,2,1,413,1,58.47420634920635,3,2,3,3778.33,9823.67,0,11,3.0,1,0,,6,,8,,1,7,3778.33,1984,45340.0,,True
413,34,876.984126984127,9,3,1,414,1,109.62301587301587,3,3,4,7083.33,18416.67,0,11,,4,1,10.0,0,2.0,9,,1,6,7083.33,1989,85000.0,,True
414,38,556.2566609977324,2,2,1,415,1,69.53208262471655,3,2,1,4492.84,11681.39,3,15,3.0,4,1,11.0,3,3.0,7,,1,7,,1985,53914.11,,
415,36,478.62698412698415,12,3,1,416,1,59.82837301587302,4,2,1,3865.83,10051.17,2,16,3.0,4,1,,2,2.0,15,,6,13,3865.83,1987,46390.0,,True
416,35,553.3253968253969,1,3,1,417,1,69.16567460317461,2,2,4,4469.17,11619.83,0,12,3.0,2,1,10.0,0,3.0,9,,0,0,4469.17,1988,53630.0,,True
417,55,1582.7713464696226,13,4,1,418,1,197.84641830870282,4,4,3,12783.92,33238.2,6,17,3.0,3,0,,2,2.0,19,,3,8,12783.92,1968,153407.07,,True
418,34,556.2566609977324,29,3,1,419,1,69.53208262471655,3,2,3,4492.84,11681.39,4,13,3.0,1,2,10.0,1,3.0,8,,7,7,4492.84,1989,53914.11,,True
419,43,421.0555555555556,6,3,1,420,1,52.63194444444445,2,2,3,3400.83,8842.17,1,14,3.0,1,0,20.0,3,1.0,20,,1,8,3400.83,1980,40810.0,,True
420,42,1582.7713464696226,10,3,1,421,1,197.84641830870282,3,4,1,12783.92,33238.2,0,14,3.0,3,1,21.0,5,3.0,20,,0,9,12783.92,1981,153407.07,,True
421,26,369.1587301587302,7,3,1,422,1,46.14484126984127,4,1,1,2981.67,7752.33,0,12,3.0,4,0,8.0,2,3.0,7,,0,7,,1997,35780.0,,
422,29,1032.4872861766066,14,1,1,423,1,129.06091077207583,3,3,4,8339.32,21682.23,0,12,3.0,1,0,,1,3.0,8,,7,7,8339.32,1994,100071.84,,True
423,54,1787.809523809524,1,3,1,424,1,223.4761904761905,3,4,4,14440.0,37544.0,6,19,3.0,4,0,29.0,3,2.0,20,,12,7,,1969,173280.0,,
424,55,1582.7713464696226,1,4,1,425,1,197.84641830870282,4,4,4,12783.92,33238.2,2,13,3.0,4,2,31.0,4,4.0,7,,0,0,12783.92,1968,153407.07,,True
425,40,556.2566609977324,9,4,1,426,1,69.53208262471655,3,2,3,4492.84,11681.39,3,11,3.0,3,2,11.0,2,,8,,0,7,4492.84,1983,53914.11,,True
426,31,1113.563492063492,8,2,1,427,1,139.1954365079365,3,3,4,8994.17,23384.83,1,18,,1,1,13.0,5,3.0,13,,9,9,8994.17,1992,107930.0,,True
427,46,1032.4872861766066,9,3,1,428,1,129.06091077207583,3,3,4,8339.32,21682.23,4,11,3.0,1,1,28.0,1,4.0,7,,4,3,8339.32,1977,100071.84,,
428,45,1119.547619047619,20,3,1,429,1,139.94345238095238,1,3,1,9042.5,23510.5,2,18,3.0,2,1,,2,3.0,7,,0,7,9042.5,1978,108510.0,,True
429,49,1079.8253968253969,7,4,1,430,1,134.9781746031746,3,3,2,8721.67,22676.33,3,14,3.0,2,2,29.0,3,3.0,8,,0,7,,1974,104660.0,,
430,29,556.2566609977324,19,3,1,431,1,69.53208262471655,2,2,3,4492.84,11681.39,1,14,3.0,3,2,10.0,3,3.0,10,,0,4,4492.84,1994,53914.11,,True
431,29,243.6984126984127,1,4,1,432,1,30.46230158730159,2,1,1,1968.33,5117.67,6,13,3.0,3,0,,2,1.0,9,,0,7,,1994,23620.0,,
432,29,556.2566609977324,8,1,1,433,1,69.53208262471655,1,2,1,4492.84,11681.39,3,13,3.0,3,1,9.0,3,3.0,7,,0,7,,1994,53914.11,,
433,40,1582.7713464696226,6,2,1,434,1,197.84641830870282,3,4,4,12783.92,33238.2,1,21,4.0,4,0,21.0,2,3.0,21,,7,7,12783.92,1983,153407.07,,True
434,48,664.3412698412699,16,4,1,435,1,83.04265873015873,3,2,3,5365.83,13951.17,8,14,3.0,3,1,18.0,2,,8,,7,7,,1975,64390.0,,
435,53,1032.4872861766066,2,5,1,436,1,129.06091077207583,2,3,4,8339.32,21682.23,0,16,3.0,2,1,,4,3.0,33,,1,9,,1970,100071.84,,
436,44,1973.9841269841268,7,3,1,437,1,246.74801587301585,3,5,4,15943.72,41453.67,0,14,,4,1,,4,2.0,22,,1,10,,1979,191324.62,,
437,45,595.2142857142857,5,5,1,438,1,74.40178571428571,1,2,1,4807.5,12499.5,1,14,3.0,1,0,10.0,3,3.0,10,,1,4,,1978,57690.0,,
438,45,452.4206349206349,26,3,1,439,1,56.55257936507936,2,2,1,3654.17,9500.83,1,15,,1,1,10.0,2,,10,,4,5,3654.17,1978,43850.04,,
439,34,556.2566609977324,10,4,1,440,1,69.53208262471655,4,2,4,4492.84,11681.39,1,13,3.0,1,1,9.0,3,,9,,7,2,4492.84,1989,53914.11,,True
440,39,556.2566609977324,10,5,1,441,1,69.53208262471655,3,2,1,4492.84,11681.39,2,13,3.0,4,3,,3,3.0,7,,7,7,4492.84,1984,53914.08,,
441,27,419.50793650793656,36,3,1,442,3,52.43849206349207,2,1,1,3388.33,8809.67,1,11,3.0,1,2,7.0,3,3.0,7,,0,7,3388.33,1996,40660.0,,True
442,45,556.2566609977324,2,2,1,443,1,69.53208262471655,2,2,4,4492.84,11681.39,1,19,3.0,1,2,10.0,3,3.0,10,,3,9,4492.84,1978,53914.08,,
443,44,556.2566609977324,1,5,1,444,1,69.53208262471655,3,2,4,4492.84,11681.39,4,11,3.0,3,0,14.0,3,3.0,10,,0,2,4492.84,1979,53914.08,,
444,25,537.1269841269842,2,1,1,445,1,67.14087301587303,4,2,3,4338.33,11279.67,1,17,3.0,3,2,7.0,6,3.0,7,,0,7,4338.33,1998,52060.0,,True
445,49,1582.7713464696226,1,3,1,446,1,197.84641830870282,3,4,3,12783.92,33238.2,4,14,3.0,1,0,23.0,2,3.0,8,,0,0,12783.92,1974,153407.07,,True
446,48,273.92857142857144,7,2,1,447,1,34.24107142857143,3,1,3,2212.5,5752.5,2,11,,3,2,19.0,3,3.0,9,,7,7,2212.5,1975,26550.0,,
447,26,265.1587301587302,7,3,1,448,1,33.14484126984127,3,1,4,2141.67,5568.33,1,20,4.0,3,0,7.0,5,3.0,7,,5,7,2141.67,1997,25700.0,,True
448,44,1032.4872861766066,2,3,1,449,1,129.06091077207583,4,3,4,8339.32,21682.23,1,19,,2,1,,2,3.0,8,,6,7,8339.32,1979,100071.84,,True
449,36,464.4920634920635,2,4,1,450,1,58.06150793650794,3,2,4,3751.67,9754.33,3,15,,3,0,17.0,2,2.0,13,,6,7,3751.67,1987,45020.0,,True
450,46,556.2566609977324,13,4,1,451,1,69.53208262471655,3,2,2,4492.84,11681.39,6,14,3.0,4,0,19.0,3,3.0,10,,0,9,4492.84,1977,53914.11,,True
451,35,556.2566609977324,27,4,1,452,1,69.53208262471655,3,2,3,4492.84,11681.39,2,16,3.0,2,1,17.0,3,3.0,7,,0,7,4492.84,1988,53914.11,,True
452,30,512.5714285714286,2,4,1,453,1,64.07142857142857,2,1,1,4140.0,10764.0,0,16,3.0,4,0,10.0,2,,9,,0,7,4140.0,1993,49680.0,,True
453,30,1032.4872861766066,15,2,1,454,1,129.06091077207583,2,3,1,8339.32,21682.23,2,11,3.0,1,1,,2,3.0,7,,1,7,8339.32,1993,100071.84,,True
454,33,531.0396825396825,2,3,1,455,1,66.37996031746032,3,2,2,4289.17,11151.83,8,15,3.0,4,0,13.0,2,2.0,11,,1,7,4289.17,1990,51470.0,,True
455,32,280.42857142857144,5,4,1,456,1,35.05357142857143,3,1,2,2265.0,5889.0,2,14,3.0,2,0,12.0,3,3.0,7,,0,7,2265.0,1991,27180.0,,True
456,43,365.1349206349206,2,3,1,457,1,45.641865079365076,3,1,4,2949.17,7667.83,0,13,3.0,2,0,,5,3.0,9,,1,8,2949.17,1980,35390.04,,
457,31,564.1587301587302,29,4,1,458,1,70.51984126984128,2,2,4,4556.67,11847.33,1,14,3.0,1,2,,3,3.0,12,,5,7,4556.67,1992,54680.0,,True
458,35,599.7539682539682,27,3,1,459,1,74.96924603174602,3,2,4,4844.17,12594.83,1,18,3.0,4,0,,2,3.0,10,,7,7,4844.17,1988,58130.04,,
459,35,556.2566609977324,2,2,1,460,1,69.53208262471655,3,2,4,4492.84,11681.39,2,14,3.0,3,1,15.0,6,3.0,7,,1,7,4492.84,1988,53914.11,,True
460,30,997.3888888888888,10,3,1,461,1,124.6736111111111,3,3,3,8055.83,20945.17,9,14,3.0,2,0,9.0,3,3.0,7,,0,2,8055.83,1993,96670.0,,True
461,46,556.2566609977324,19,2,1,462,1,69.53208262471655,3,2,2,4492.84,11681.39,4,22,4.0,4,1,13.0,2,4.0,9,7.0,3,7,4492.84,1977,53914.08,,
462,45,531.7619047619048,2,4,1,463,1,66.4702380952381,3,2,3,4295.0,11167.0,4,22,4.0,2,2,10.0,3,4.0,8,,5,7,,1978,51540.0,,
463,43,585.515873015873,2,4,1,464,1,73.18948412698413,3,2,4,4729.17,12295.83,1,20,4.0,3,1,7.0,5,3.0,7,,7,7,4729.17,1980,56750.0,,True
464,46,754.6190476190477,10,3,1,465,1,94.32738095238096,3,3,2,6095.0,15847.0,5,21,4.0,3,3,14.0,2,3.0,8,,0,7,6095.0,1977,73140.0,,True
465,40,1582.7713464696226,1,4,1,466,1,197.84641830870282,3,4,1,12783.92,33238.2,2,11,3.0,1,1,22.0,3,,19,,11,16,12783.92,1983,153407.04,,
466,27,556.2566609977324,2,2,1,467,1,69.53208262471655,4,2,3,4492.84,11681.39,0,14,3.0,2,0,9.0,5,2.0,8,,0,7,4492.84,1996,53914.11,,True
467,42,1032.4872861766066,6,3,1,468,1,129.06091077207583,3,3,1,8339.32,21682.23,9,13,3.0,2,1,18.0,3,4.0,13,,5,7,8339.32,1981,100071.84,,
468,26,290.03550973654063,6,3,1,469,1,36.25443871706758,4,1,4,2342.59,6090.75,0,18,3.0,1,1,8.0,3,3.0,7,,7,7,2342.59,1997,28111.13,,True
469,28,556.2566609977324,1,2,1,470,1,69.53208262471655,2,2,4,4492.84,11681.39,1,12,3.0,3,1,7.0,2,3.0,7,,0,7,,1995,53914.11,,
470,47,556.2566609977324,14,4,1,471,1,69.53208262471655,3,2,2,4492.84,11681.39,8,18,3.0,3,1,,4,4.0,8,,1,7,4492.84,1976,53914.11,,True
471,34,1032.4872861766066,13,4,1,472,1,129.06091077207583,3,3,3,8339.32,21682.23,1,18,3.0,3,1,9.0,2,2.0,8,,1,1,8339.32,1989,100071.84,,True
472,26,290.03550973654063,1,3,1,473,1,36.25443871706758,3,1,1,2342.59,6090.75,0,13,3.0,4,0,8.0,6,,7,,7,6,2342.59,1997,28111.13,,True
473,27,556.2566609977324,9,3,1,474,1,69.53208262471655,3,2,4,4492.84,11681.39,1,14,3.0,1,0,,5,,7,,0,7,,1996,53914.11,,
474,31,556.2566609977324,26,4,1,475,1,69.53208262471655,3,2,4,4492.84,11681.39,1,11,3.0,3,0,10.0,4,3.0,10,,0,8,4492.84,1992,53914.11,,True
475,33,556.2566609977324,7,2,1,476,1,69.53208262471655,3,2,3,4492.84,11681.39,1,20,,3,3,9.0,2,3.0,9,,2,8,4492.84,1990,53914.08,,
476,31,1032.4872861766066,10,3,1,477,1,129.06091077207583,3,3,3,8339.32,21682.23,4,20,4.0,3,1,13.0,2,4.0,11,,4,8,8339.32,1992,100071.84,,True
477,35,525.984126984127,9,4,1,478,1,65.74801587301587,3,2,3,4248.33,11045.67,1,19,3.0,2,0,10.0,5,3.0,10,,0,8,,1988,50980.0,,
478,33,556.2566609977324,15,2,1,479,1,69.53208262471655,3,2,4,4492.84,11681.39,0,13,,1,1,,6,3.0,9,,8,1,4492.84,1990,53914.11,,True
479,39,556.2566609977324,24,1,1,480,1,69.53208262471655,3,2,4,4492.84,11681.39,7,13,,1,0,,2,3.0,7,,1,7,4492.84,1984,53914.08,,
480,36,1032.4872861766066,46,3,1,481,4,129.06091077207583,2,3,4,8339.32,21682.23,0,19,3.0,3,2,10.0,2,3.0,9,,3,4,,1987,100071.84,,
481,41,1400.079365079365,28,4,1,482,1,175.00992063492063,2,4,2,11308.33,29401.67,0,23,,3,1,21.0,3,3.0,20,,0,10,11308.33,1982,135700.0,,True
482,34,692.5079365079365,28,3,1,483,1,86.56349206349206,2,2,3,5593.33,14542.67,1,21,4.0,4,2,8.0,2,3.0,8,,1,7,,1989,67120.0,,
483,38,556.2566609977324,10,2,1,484,1,69.53208262471655,3,2,4,4492.84,11681.39,1,11,3.0,3,1,10.0,1,3.0,10,,1,9,4492.84,1985,53914.08,,
484,39,1030.8174603174605,6,1,1,485,1,128.85218253968256,2,3,1,8325.83,21647.17,4,15,3.0,1,1,,5,3.0,7,,1,7,8325.83,1984,99910.0,,True
485,34,1032.4872861766066,7,4,1,486,1,129.06091077207583,3,3,2,8339.32,21682.23,0,11,,3,0,,4,3.0,12,6.0,2,11,,1989,100071.84,,
486,44,1057.3333333333337,7,4,1,487,1,132.1666666666667,2,3,4,8540.0,22204.0,3,14,,4,1,24.0,4,3.0,22,,5,17,8540.0,1979,102480.0,,True
487,46,556.2566609977324,5,4,1,488,1,69.53208262471655,3,2,4,4492.84,11681.39,4,21,,3,0,14.0,4,3.0,9,,0,8,4492.84,1977,53914.11,,True
488,41,1582.7713464696226,10,3,1,489,1,197.84641830870282,2,4,1,12783.92,33238.2,4,13,3.0,2,1,,2,2.0,7,,7,7,,1982,153407.07,,
489,39,1128.5238095238096,2,4,1,490,1,141.0654761904762,3,3,3,9115.0,23699.0,0,25,4.0,4,0,20.0,1,3.0,19,,11,8,9115.0,1984,109380.0,,
490,42,267.531746031746,2,3,1,491,1,33.44146825396825,2,1,1,2160.83,5618.17,0,11,3.0,3,1,10.0,4,3.0,9,,7,8,2160.83,1981,25930.0,,True
491,33,1225.5079365079364,5,4,1,492,1,153.18849206349205,3,3,2,9898.33,25735.67,6,11,,2,2,12.0,2,3.0,10,,8,8,9898.33,1990,118779.95999999999,,
492,35,835.1984126984128,5,4,1,493,1,104.3998015873016,3,3,2,6745.83,17539.17,0,13,3.0,4,0,17.0,5,3.0,16,,0,13,6745.83,1988,80950.0,,True
493,33,1032.4872861766066,15,1,1,494,1,129.06091077207583,3,3,3,8339.32,21682.23,7,12,3.0,4,0,15.0,2,4.0,7,,7,7,,1990,100071.84,,
494,40,1582.7713464696226,6,3,1,495,1,197.84641830870282,3,4,3,12783.92,33238.2,7,15,3.0,3,0,22.0,3,3.0,20,,5,13,,1983,153407.07,,
495,41,1973.9841269841268,10,4,1,496,1,246.74801587301585,2,5,4,15943.72,41453.67,3,15,3.0,2,3,23.0,2,2.0,21,,12,6,15943.72,1982,191324.62,,True
496,27,556.2566609977324,7,3,1,497,1,69.53208262471655,2,2,1,4492.84,11681.39,8,19,3.0,1,0,,2,1.0,7,,0,7,,1996,53914.11,,
497,52,1739.1111111111113,3,4,1,498,1,217.3888888888889,2,4,1,14046.67,36521.33,1,11,3.0,1,0,,3,4.0,34,,1,16,14046.67,1971,168560.0,,True
498,51,1582.7713464696226,26,4,1,499,1,197.84641830870282,3,4,3,12783.92,33238.2,2,14,3.0,3,1,,2,2.0,20,,4,17,12783.92,1972,153407.07,,True
499,47,468.1031746031746,2,2,1,500,1,58.51289682539682,3,2,4,3780.83,9830.17,0,22,4.0,1,1,8.0,2,3.0,7,,7,7,3780.83,1976,45370.0,,True
500,50,1849.301587301588,2,4,1,501,1,231.1626984126985,3,4,1,14936.67,38835.33,1,11,3.0,4,1,31.0,3,3.0,31,,14,7,,1973,179240.0,,
501,35,414.1428571428571,21,1,1,502,1,51.76785714285714,3,2,4,3345.0,8697.0,1,25,4.0,4,1,10.0,2,1.0,10,,0,7,3345.0,1988,40140.0,,True
502,39,1314.6507936507935,1,1,1,503,1,164.3313492063492,2,4,4,10618.33,27607.67,1,16,3.0,3,1,,3,3.0,21,,11,8,10618.33,1984,127420.0,,True
503,39,1032.4872861766066,22,3,1,504,1,129.06091077207583,3,3,1,8339.32,21682.23,1,13,3.0,3,0,,2,3.0,21,,2,8,8339.32,1984,100071.84,,True
504,41,348.3174603174604,7,2,1,505,1,43.53968253968255,4,1,3,2813.33,7314.67,1,13,3.0,3,0,,3,3.0,10,,0,8,,1982,33760.0,,
505,44,1081.4761904761906,1,2,1,506,1,135.18452380952382,2,3,1,8735.0,22711.0,9,14,,4,1,24.0,1,3.0,20,,3,6,8735.0,1979,104820.0,,True
506,42,1582.7713464696226,2,2,1,507,1,197.84641830870282,3,4,1,12783.92,33238.2,0,17,3.0,4,1,23.0,3,3.0,22,,13,7,12783.92,1981,153407.04,,
507,52,1032.4872861766066,7,4,1,508,1,129.06091077207583,3,3,2,8339.32,21682.23,7,19,3.0,4,0,18.0,4,,8,,4,0,,1971,100071.84,,
508,38,290.03550973654063,1,3,1,509,1,36.25443871706758,4,1,3,2342.59,6090.75,1,13,3.0,4,1,7.0,2,4.0,7,,5,0,2342.59,1985,28111.13,,True
509,46,290.03550973654063,1,2,1,510,1,36.25443871706758,3,1,1,2342.59,6090.75,6,12,3.0,3,0,10.0,3,4.0,7,,5,7,,1977,28111.13,,
510,35,438.3888888888889,4,4,1,511,1,54.798611111111114,3,2,3,3540.83,9206.17,1,11,3.0,2,0,,3,3.0,9,,1,1,3540.83,1988,42490.0,,True
511,28,675.6904761904763,29,1,1,512,1,84.46130952380953,1,2,2,5457.5,14189.5,1,14,,2,2,8.0,2,2.0,8,,1,7,5457.5,1995,65490.0,,
512,44,1582.7713464696226,28,3,1,513,1,197.84641830870282,3,4,1,12783.92,33238.2,3,13,3.0,3,1,,1,4.0,20,,14,17,12783.92,1979,153407.04,,
513,50,1486.8492063492065,22,5,1,514,1,185.8561507936508,1,4,4,12009.17,31223.83,1,13,3.0,4,0,,2,3.0,32,,13,9,12009.17,1973,144110.04,,
514,55,2020.7777777777776,23,5,1,515,1,252.5972222222222,2,5,4,16321.67,42436.33,1,21,4.0,3,1,36.0,3,3.0,36,,2,13,,1968,195860.0,,
515,39,849.8492063492063,6,3,1,516,1,106.23115079365078,4,3,3,6864.17,17846.83,2,11,3.0,1,1,11.0,3,3.0,7,,7,6,6864.17,1984,82370.0,,True
516,49,331.29365079365084,13,4,1,517,1,41.411706349206355,3,1,1,2675.83,6957.17,1,14,3.0,4,1,10.0,3,2.0,9,,1,4,2675.83,1974,32109.96,,
517,45,1723.4285714285716,28,2,1,518,1,215.42857142857144,2,4,2,13920.0,36192.0,1,11,,3,0,21.0,2,3.0,21,6.0,8,6,13920.0,1978,167040.0,,
518,46,1032.4872861766066,2,3,1,519,1,129.06091077207583,3,3,4,8339.32,21682.23,4,12,3.0,2,1,,5,2.0,10,,0,3,8339.32,1977,100071.84,,True
519,27,492.5555555555556,15,3,1,520,1,61.56944444444445,2,1,1,3978.33,10343.67,0,19,3.0,4,1,,2,,7,,7,3,,1996,47740.0,,
520,42,1973.9841269841268,2,3,1,521,1,246.74801587301585,3,5,3,15943.72,41453.67,5,11,3.0,1,0,24.0,2,2.0,22,,4,14,15943.72,1981,191324.63999999998,,
521,49,556.2566609977324,2,3,1,522,1,69.53208262471655,2,2,2,4492.84,11681.39,2,14,3.0,4,0,17.0,3,2.0,9,,0,8,,1974,53914.11,,
522,29,556.2566609977324,15,2,1,523,1,69.53208262471655,2,2,3,4492.84,11681.39,0,12,3.0,4,0,10.0,3,3.0,9,,0,8,,1994,53914.11,,
523,34,471.3015873015873,12,4,1,524,1,58.91269841269841,3,2,3,3806.67,9897.33,0,20,4.0,3,0,,2,3.0,9,,8,7,3806.67,1989,45680.0,,True
524,37,618.3253968253969,1,4,1,525,1,77.29067460317461,2,2,3,4994.17,12984.83,1,18,3.0,3,1,,2,,7,,0,7,4994.17,1986,59930.0,,True
525,36,670.5317460317461,11,3,1,526,1,83.81646825396827,2,2,2,5415.83,14081.17,1,13,3.0,3,0,6.0,3,3.0,6,,0,3,5415.83,1987,64990.0,,True
526,45,356.1587301587302,29,3,1,527,1,44.51984126984127,3,1,4,2876.67,7479.33,5,13,3.0,2,0,9.0,2,2.0,6,,0,3,,1978,34520.0,,
527,29,290.03550973654063,15,3,1,528,1,36.25443871706758,3,1,4,2342.59,6090.75,1,19,3.0,1,0,6.0,1,3.0,6,,1,5,,1994,28111.13,,
528,26,660.0079365079365,1,3,1,529,1,82.50099206349206,3,2,2,5330.83,13860.17,1,20,4.0,1,1,6.0,6,1.0,6,,1,4,5330.83,1997,63970.0,,True
529,28,556.2566609977324,9,4,1,530,1,69.53208262471655,3,2,4,4492.84,11681.39,1,16,3.0,4,0,,1,3.0,7,,0,7,,1995,53914.11,,
530,42,556.2566609977324,30,4,1,531,1,69.53208262471655,2,2,4,4492.84,11681.39,0,11,3.0,4,3,7.0,4,4.0,6,,0,4,,1981,53914.11,,
531,31,556.2566609977324,2,1,1,532,1,69.53208262471655,3,2,4,4492.84,11681.39,4,13,3.0,3,0,10.0,2,4.0,6,,0,5,,1992,53914.11,,
532,37,1032.4872861766066,47,3,1,533,4,129.06091077207583,3,3,4,8339.32,21682.23,4,17,3.0,4,0,,3,4.0,6,,1,2,8339.32,1986,100071.84,,True
533,37,1032.4872861766066,9,4,1,534,1,129.06091077207583,3,3,2,8339.32,21682.23,1,13,3.0,4,1,9.0,6,3.0,9,,7,7,,1986,100071.84,,
534,37,556.2566609977324,1,4,1,535,1,69.53208262471655,3,2,2,4492.84,11681.39,6,12,3.0,2,1,8.0,2,2.0,6,,4,3,4492.84,1986,53914.11,,True
535,24,281.1507936507937,23,3,1,536,1,35.14384920634921,4,1,4,2270.83,5904.17,1,11,3.0,2,2,,3,3.0,6,,1,4,,1999,27250.0,,
536,50,1973.9841269841268,3,3,1,537,1,246.74801587301585,3,5,2,15943.72,41453.67,1,11,3.0,3,1,,2,3.0,32,,10,7,15943.72,1973,191324.63999999998,,
537,34,373.6984126984127,1,2,1,538,1,46.71230158730159,2,1,4,3018.33,7847.67,1,13,3.0,4,1,6.0,3,3.0,6,,1,3,3018.33,1989,36220.0,,True
538,27,556.2566609977324,3,1,1,539,1,69.53208262471655,4,2,4,4492.84,11681.39,1,20,,2,2,,3,3.0,6,,0,4,,1996,53914.11,,
539,25,637.6190476190476,42,1,1,540,4,79.70238095238095,3,2,4,5150.0,13390.0,1,23,4.0,2,0,6.0,5,2.0,6,,1,4,,1998,61800.0,,
540,34,647.3174603174604,25,3,1,541,1,80.91468253968254,3,2,4,5228.33,13593.67,1,22,4.0,3,0,6.0,5,3.0,6,,1,4,5228.33,1989,62740.0,,True
541,34,452.00793650793656,2,4,1,542,1,56.50099206349207,2,1,1,3650.83,9492.17,1,11,,3,0,6.0,3,3.0,6,,1,3,,1989,43810.0,,
542,35,1032.4872861766066,7,3,1,543,1,129.06091077207583,3,3,3,8339.32,21682.23,3,21,4.0,2,0,17.0,3,4.0,8,,1,6,8339.32,1988,100071.84,,
543,35,264.0238095238095,16,1,1,544,2,33.00297619047619,2,1,1,2132.5,5544.5,1,11,3.0,4,0,6.0,3,2.0,6,,1,1,,1988,25590.0,,
544,33,566.2222222222222,1,4,1,545,1,70.77777777777777,4,2,2,4573.33,11890.67,1,13,3.0,1,1,,2,3.0,6,,1,2,4573.33,1990,54880.0,,True
