,attrition,businesstravel,department,educationfield,gender,jobrole,maritalstatus,over18,overtime,standardhours,roledepartament,remotework
289,No,non-travel,,,0, maNUfAcTURiNG dIRectoR ,Divorced,,Yes,Full Time,,0
290,No,,,Life Sciences,1, SaLES eXeCUtIVE ,Single,,,Part Time,,False
291,No,, Sales ,Medical,1, SALes exEcuTIVe ,Single,Y,,Part Time, SALes exEcuTIVe  -  Sales ,1
292,No,,,,1, salES ExEcuTiVE ,Single,Y,No,Part Time,,1
293,Yes,travel_rarely,,,1, LabOraTOry TEChniCIaN ,,,No,Part Time,,True
294,No,,,Life Sciences,0, ManAGer ,,,Yes,Full Time,,1
295,No,, Research & Development ,Medical,0, REseARCH DirectOr ,,,No,Full Time, REseARCH DirectOr  -  Research & Development ,True
296,No,non-travel, Sales ,Life Sciences,0, sAlES EXEcUtIVe ,,,No,Part Time, sAlES EXEcUtIVe  -  Sales ,Yes
297,No,,,,1, ManAgEr ,Marreid,,Yes,Full Time,,0
298,No,travel_rarely,,Medical,0, HeAlThcare rePREsentatIVE ,Married,Y,Yes,,,1
299,Yes,non-travel,,Life Sciences,0, maNaGeR ,Married,,,,,True
300,No,,,Life Sciences,1, maNagER ,Divorced,Y,,Part Time,,0
301,No,travel_frequently,,,0, SaLES EXEcUtIVE ,Single,Y,,Part Time,,True
302,No,travel_rarely, Research & Development ,Technical Degree,0, lABoraToRY teCHnIcIaN ,Married,Y,,Part Time, lABoraToRY teCHnIcIaN  -  Research & Development ,True
303,Yes,travel_rarely,,,0, sAlES eXEcuTivE ,Single,,,,,1
304,No,travel_rarely,,Technical Degree,0, saLeS EXEcUTIVe ,,,,Part Time,,Yes
305,No,travel_frequently,,Life Sciences,1, LabORAtorY TeChniCIAn ,,Y,No,Part Time,,Yes
306,No,travel_rarely,,Marketing,0, sAles ExECUTive ,,Y,,Part Time,,True
307,No,,,Medical,1, RESEarCH ScIENTisT ,Single,Y,,Part Time,,True
308,No,,,,0, saLes ExecUtivE ,,,No,,,False
309,No,travel_frequently, Research & Development ,Life Sciences,1, LaBorATORy tEChnICiaN ,Divorced,Y,No,Part Time, LaBorATORy tEChnICiaN  -  Research & Development ,0
310,Yes,travel_rarely,,,0, LaborAtORY TechNIciaN ,,Y,,,,False
311,No,, Sales ,,1, sales ExecutIvE ,,Y,No,Part Time, sales ExecutIvE  -  Sales ,False
312,No,travel_rarely,,,1, saleS executIVE ,Divorced,Y,Yes,Part Time,,False
313,No,,,Medical,0, rESEArCh Scientist ,Divorced,,,Full Time,,0
314,No,travel_rarely,,,0, SalES EXecuTIvE ,,Y,,Part Time,,True
315,No,travel_rarely,,Life Sciences,1, labORatORY TECHNIciAn ,Married,Y,Yes,,,True
316,Yes,,,,0, Sales eXEcuTive ,,,No,Part Time,,False
317,No,travel_rarely,,,1, SAlES eXECutIVe ,,,No,,,Yes
318,No,,,,1, lABOraToRY TEcHNICIaN ,,,No,Full Time,,0
319,No,,,Life Sciences,1, salEs ExECutiVE ,Married,Y,No,,,True
320,No,travel_rarely, Sales ,Marketing,0, sAles exECUtiVe ,Married,,,Part Time, sAles exECUtiVe  -  Sales ,1
321,No,,,Medical,1, MANUfaCTUrinG DireCtOr ,,Y,No,Part Time,,False
322,No,non-travel,,,1, LABoRaTOrY tEcHnICian ,Single,Y,,Part Time,,False
323,No,travel_rarely,,Life Sciences,0, heaLThcARe REpreSENTAtIVe ,,,Yes,Part Time,,False
324,No,travel_rarely,,,1, sAleS eXecUTIVE ,Married,,No,Part Time,,True
325,No,travel_rarely,,Other,0, SAles eXEcutiVE ,,,No,Part Time,,True
326,Yes,travel_frequently,,Life Sciences,1, HuMAN ReSOuRCeS ,,Y,Yes,,,True
327,No,,,Other,1, HEAlTHcARE REPrEsEnTATIVE ,Single,Y,Yes,Part Time,,1
328,No,,,,0, sAlEs exECUTivE ,Single,,,Part Time,,True
329,No,travel_rarely,,Medical,0, SALes EXEcUTiVe ,Divorced,Y,No,Part Time,,1
330,No,travel_frequently,,,0, labOraTORY tEChnIciAn ,Divorced,Y,,Part Time,,0
331,No,, Sales ,,1, SALEs eXecuTiVE ,Single,Y,,Part Time, SALEs eXecuTiVE  -  Sales ,False
332,No,travel_rarely,,Other,0, MaNUfaCtURinG DiRectoR ,Married,,No,Part Time,,1
333,No,,,,0, HuMAN rEsoUrCes ,,Y,,Part Time,,True
334,No,travel_rarely, Sales ,Marketing,1, SaleS executIVE ,,,No,Part Time, SaleS executIVE  -  Sales ,1
335,No,, Research & Development ,Life Sciences,0, rEsEArCH sCIeNTIST ,Divorced,Y,,Part Time, rEsEArCH sCIeNTIST  -  Research & Development ,Yes
336,No,,,Medical,1, heALTHCARe rEpResentatIVE ,,,,Part Time,,0
337,No,,,Technical Degree,1, hEALthCAre ReprEsentaTIvE ,Single,,No,Part Time,,0
338,No,,,Marketing,0, salEs EXEcutIvE ,,,,Full Time,,Yes
339,No,travel_rarely,,Life Sciences,1, HealThcARE ReprESEnTaTIve ,,Y,,Part Time,,1
340,No,travel_rarely,,Life Sciences,1, mAnUfACTuRING DIreCtOR ,Married,,,Part Time,,False
341,No,travel_rarely,,Life Sciences,1, ReSEARch dIrEcToR ,Single,,,Full Time,,False
342,No,,,Marketing,0, SALES eXEcUTiVe ,Single,,,,,False
343,No,travel_frequently,,,0, MaNufACtURiNg DirEctOr ,,Y,No,Part Time,,1
344,No,,,,0, mAnAGer ,,Y,No,Full Time,,False
345,Yes,, Research & Development ,,1, reSEArch SCIEntIsT ,,,Yes,Part Time, reSEArch SCIEntIsT  -  Research & Development ,1
346,No,, Research & Development ,,1, rESeArCh DIrEctor ,Married,Y,,Full Time, rESeArCh DIrEctor  -  Research & Development ,False
347,No,,,Marketing,0, SALEs eXecutIVE ,Divorced,Y,No,,,True
348,No,travel_rarely,,,0, heALTHcaRE rEPresEnTAtIve ,Married,,No,Full Time,,False
349,No,travel_rarely,,,0, SalES rEpRESeNtAtive ,Single,,No,Full Time,,1
350,No,non-travel,,,0, SaLEs eXeCutiVE ,Single,Y,,Part Time,,False
351,No,,,Medical,1, HEalTHcArE repREsENtaTIVE ,Married,,No,Part Time,,1
352,No,,,Life Sciences,1, mAnUfactUrING DiReCToR ,Single,,,Full Time,,True
353,No,,,Medical,1, HeALTHCARe rEpRESEnTaTIve ,,Y,No,,,1
354,No,travel_frequently,,,0, MANAGER ,,,No,,,1
355,No,travel_rarely,,Other,1, MANufacTuRInG DIReCtor ,,,,Part Time,,False
356,No,travel_rarely,,,0, RESEARCh SciENTist ,Married,,,Part Time,,1
357,Yes,,,Medical,0, SALes EXECutIVe ,Single,Y,,Part Time,,False
358,No,, Sales ,,1, saLES ExECUtiVe ,,Y,,Part Time, saLES ExECUtiVe  -  Sales ,1
359,Yes,,,Medical,1, reSeArch sCIenTIst ,Married,,,Part Time,,1
360,No,,,,0, resEarch sCiEnTISt ,,,Yes,,,1
361,Yes,, Research & Development ,Life Sciences,1, LaboRATory tEchNICIAn ,Divorced,,Yes,, LaboRATory tEchNICIAn  -  Research & Development ,True
362,No,travel_rarely,,,0, saleS rePResENTatIVe ,,,,Part Time,,0
363,No,travel_frequently, Sales ,Medical,0, SAlEs exECUtIVe ,,Y,,Part Time, SAlEs exECUtIVe  -  Sales ,Yes
364,No,,,Medical,1, HeAlThCArE REpreSENTaTive ,,,,Part Time,,False
365,No,,,Medical,1, ManUfActurINg DiRectoR ,Married,,,Full Time,,0
366,Yes,travel_rarely,,Life Sciences,0, SALes EXECuTiVe ,Married,Y,,Full Time,,0
367,No,non-travel,,,0, lABORaTory tecHNiCiAN ,,,,Part Time,,1
368,No,travel_rarely,,,0, saLEs exEcUTIVe ,Single,,No,Part Time,,0
369,No,non-travel,,Technical Degree,0, SaLes EXeCuTiVE ,Divorced,,No,Part Time,,Yes
370,No,,,Medical,0, ManuFActurIng dIrEctOr ,,Y,,Full Time,,0
371,No,travel_rarely,,Technical Degree,1, MaNUfaCtUrInG diRectOr ,,,,Part Time,,True
372,No,travel_rarely,,,1, REseARCH DIrECTOr ,,Y,Yes,Part Time,,True
373,No,,,Medical,0, MaNUFActURinG DIreCtoR ,Married,,,Full Time,,0
374,No,travel_frequently,,Medical,0, HeAltHCarE rEpREsENtAtIVe ,Married,,,Full Time,,1
375,No,non-travel, Sales ,Life Sciences,1, salEs eXECuTivE ,Married,Y,,Full Time, salEs eXECuTivE  -  Sales ,True
376,No,non-travel,,,1, laBoratORy TeCHNicIan ,Single,,No,Part Time,,1
377,No,travel_frequently,,Marketing,1, saLEs eXEcutivE ,,,,Part Time,,1
378,No,travel_rarely,,,0, SAles ExECutiVE ,Married,,,Part Time,,0
379,No,,,,0, maNAGER ,Single,,No,,,True
380,Yes,non-travel,,,0, HeaLthcarE rEPrESeNtATIVE ,Single,Y,No,Part Time,,False
381,No,travel_rarely,,Other,1, ReSeArCH ScIEntIsT ,Single,,No,,,Yes
382,Yes,,,Technical Degree,0, SAlEs EXECUTIVE ,,Y,,Part Time,,Yes
383,Yes,travel_frequently, Research & Development ,Medical,1, ReseaRch scIenTisT ,Single,,No,Part Time, ReseaRch scIenTisT  -  Research & Development ,1
384,Yes,, Research & Development ,Technical Degree,0, LaBoraTORY teCHNiCIaN ,Married,Y,,Part Time, LaBoraTORY teCHNiCIaN  -  Research & Development ,Yes
385,No,, Sales ,,0, sALEs ExeCuTive ,,,Yes,Part Time, sALEs ExeCuTive  -  Sales ,True
386,No,,,,1, manUFactURiNG dIReCtoR ,,,,Part Time,,True
387,No,travel_frequently,,Life Sciences,1, maNufactUrinG dIREctOr ,Married,,No,Part Time,,False
388,Yes,travel_frequently, Research & Development ,Life Sciences,0, heALtHCARE rePResENtAtivE ,,,No,Full Time, heALtHCARE rePResENtAtivE  -  Research & Development ,0
389,No,travel_rarely,,,0, rEsearch diRecTOR ,,Y,No,Full Time,,Yes
390,No,travel_rarely,,Medical,0, maNUfaCTUrinG DIReCtOR ,Married,,,,,Yes
391,No,,,,1, ResEaRCH dIReCtor ,,,No,Full Time,,0
392,No,travel_rarely,,,0, lABORATorY TEchNIciAN ,,Y,,Part Time,,True
393,No,travel_rarely,,,0, mAnuFAcTuRinG direCToR ,Divorced,,No,,,Yes
394,No,, Research & Development ,Medical,1, ManAgEr ,Divorced,Y,No,Full Time, ManAgEr  -  Research & Development ,0
395,No,,,Life Sciences,0, SALes ExeCUTIvE ,,Y,,Part Time,,1
396,No,,,Medical,1, sAles exeCutive ,,,No,Part Time,,1
397,No,, Research & Development ,Life Sciences,0, laboRAtORy TecHnICiAN ,Divorced,Y,No,Part Time, laboRAtORy TecHnICiAN  -  Research & Development ,1
398,No,travel_rarely,,Life Sciences,0, lAbORATorY tECHnICIaN ,Divorced,,,Part Time,,True
399,No,,,,0, SalEs ExeCutIVe ,Divorced,,,,,True
400,No,,,Life Sciences,1, resEArch scIENTisT ,Single,Y,Yes,Part Time,,0
401,No,,,Technical Degree,1, mANUFaCTuRing DirECtOR ,Divorced,,Yes,Full Time,,Yes
402,No,travel_rarely,,,0, rEseARcH sciENTIST ,,,,,,Yes
403,No,, Research & Development ,Life Sciences,0, ReSeARCH diRECtoR ,,Y,No,Full Time, ReSeARCH diRECtoR  -  Research & Development ,Yes
404,No,travel_rarely,,,1, ReSeArCh dirECTOR ,Divorced,Y,No,Full Time,,True
405,No,,,,0, MANufactUring Director ,Single,,No,Part Time,,False
406,No,travel_rarely,,Marketing,1, salES ExECUTIVE ,Single,,No,Part Time,,Yes
407,Yes,travel_rarely,,Medical,1, hEALtHcARE rePrESeNtATIve ,Married,Y,,Part Time,,Yes
408,Yes,, Research & Development ,Technical Degree,1, LAborAtOry TEchniCIAn ,Divorced,,Yes,, LAborAtOry TEchniCIAn  -  Research & Development ,1
409,No,travel_rarely,,,0, SalEs eXecUTive ,Married,,,Full Time,,False
410,No,travel_rarely,,Technical Degree,1, HEalthCare REPresenTaTIve ,Married,Y,No,Part Time,,True
411,Yes,, Sales ,,0, SaLeS eXECutiVE ,Single,Y,Yes,Part Time, SaLeS eXECutiVE  -  Sales ,Yes
412,No,travel_rarely,,,0, mAnuFAcTuRiNG diRECtOR ,Single,,,,,True
413,No,,,,0, HeAlthcarE rEPreSentATive ,,,,Part Time,,True
414,No,,,Life Sciences,1, SALEs eXEcUtive ,,,,,,True
415,No,travel_frequently, Sales ,Marketing,1, SalEs eXECuTive ,Marreid,Y,No,Part Time, SalEs eXECuTive  -  Sales ,1
416,No,,,,1, labORATORY TecHnICian ,,Y,No,Part Time,,0
417,Yes,,,,0, sAleS EXecUtiVE ,,Y,,Full Time,,True
418,No,,,,0, lAborAtory TeChNiCIAN ,,Y,,Part Time,,0
419,No,,,Medical,1, rEsEArCH SCiENtIsT ,Single,,Yes,Part Time,,False
420,No,travel_rarely,,Human Resources,1, MANAGER ,Married,,,Full Time,,False
421,No,travel_rarely,,,0, LaboratOry tEchNicIaN ,Single,,No,Full Time,,True
422,Yes,,,Other,1, heaLtHCaRe REpResENtaTive ,Single,,Yes,Part Time,,1
423,No,, Research & Development ,,1, rESeaRCH DIReCToR ,,,,Full Time, rESeaRCH DIReCToR  -  Research & Development ,0
424,No,,,,0, reseaRCh dirEcTOr ,Divorced,Y,No,Full Time,,True
425,No,non-travel,,Other,0, lABORAtoRy TecHNiCIan ,,Y,No,Part Time,,Yes
426,No,,,,0, Sales eXEcUTive ,Divorced,,,Full Time,,True
427,Yes,,,Marketing,0, SaLeS EXecUtiVe ,Divorced,,No,,,Yes
428,No,travel_rarely,,Medical,0, healtHCARe RePresenTATiVE ,,Y,Yes,Full Time,,False
429,No,travel_rarely,,Life Sciences,0, hEAltHcArE RepreSeNTATivE ,Divorced,Y,,Full Time,,0
430,No,travel_rarely,,,0, SAlES eXeCuTIve ,,Y,,Part Time,,1
431,Yes,,,Technical Degree,0, RESEarcH SCiENTiSt ,Single,Y,No,Part Time,,1
432,No,,,Other,1, HealtHcaRe REpReSENTatIve ,,,No,Part Time,,1
433,No,travel_rarely, Human Resources ,,0, mANAGeR ,Single,Y,Yes,Full Time, mANAGeR  -  Human Resources ,1
434,No,, Sales ,Life Sciences,1, saLeS exECUtive ,Divorced,,No,Full Time, saLeS exECUtive  -  Sales ,1
435,Yes,,,,1, maNUFaCTuRINg DiRECTOr ,Married,,,Part Time,,Yes
436,No,,,Medical,1, REsearcH DiREcToR ,,,Yes,,,0
437,No,,,,1, laBORATOrY TEchNICian ,,Y,,Full Time,,False
438,No,non-travel,,Marketing,0, saLES ExeCutive ,,Y,,,,0
439,No,travel_frequently,,,0, ManuFacTuRiNg DIrEcTOr ,,,,Part Time,,1
440,No,, Research & Development ,Medical,0, maNuFAcTURInG DIReCtoR ,,Y,,, maNuFAcTURInG DIReCtoR  -  Research & Development ,0
441,No,, Research & Development ,,0, LABORaTorY TEChNIcIAN ,Divorced,,No,Full Time, LABORaTorY TEChNIcIAN  -  Research & Development ,Yes
442,No,travel_rarely,,,1, mANufacTuRiNG diReCTOr ,Divorced,,,,,1
443,No,,,,0, HUmAn resOuRceS ,Married,,Yes,,,True
444,No,,,Life Sciences,0, MaNuFACtuRInG dirECTOR ,Divorced,,,Part Time,,False
445,No,,,,0, MANAgEr ,Single,Y,,Full Time,,True
446,Yes,travel_frequently,,,1, SaLeS rEPRESENTATive ,,,,,,0
447,No,,,Medical,0, lAboRAtORy TecHnIcIaN ,,,No,Part Time,,1
448,No,travel_rarely,,Life Sciences,1, hEALThCare RepreseNtATIVE ,,,,Part Time,,1
449,No,,,,1, SAles REpReSENtaTiVE ,Single,Y,,Part Time,,Yes
450,No,, Research & Development ,,0, hEalTHcARe RePrEseNTATive ,Single,,No,Part Time, hEalTHcARe RePrEseNTATive  -  Research & Development ,True
451,No,,,Life Sciences,0, MaNUFaCtuRiNG DirEctOr ,Married,Y,,Part Time,,Yes
452,No,travel_frequently,,,1, REsEArCh scientiST ,,Y,,,,False
453,No,,,Marketing,0, sALeS eXeCuTivE ,,,No,Part Time,,1
454,No,non-travel,,Marketing,1, sALEs EXEcUtIvE ,,,No,Part Time,,True
455,No,,,,0, REsEarCH SciENtIST ,Single,Y,No,Part Time,,1
456,No,travel_rarely,,Life Sciences,0, HuMAN reSourcEs ,,Y,No,,,False
457,No,travel_rarely,,Marketing,1, SALeS ExECUtIVE ,,,,Full Time,,1
458,Yes,,,,0, SaLEs EXEcuTIVe ,,,,,,False
459,No,non-travel, Research & Development ,Medical,0, mANuFActuring DireCtOR ,Divorced,,No,, mANuFActuring DireCtOR  -  Research & Development ,0
460,No,,,Medical,1, MANufaCturiNg dIrECtOr ,Single,Y,No,Part Time,,False
461,Yes,travel_rarely,,Medical,1, heALThcare RePreSeNtatIve ,Married,,No,,,0
462,No,non-travel,,,1, sAlEs EXeCUTive ,Married,Y,,Part Time,,False
463,No,travel_frequently,,Life Sciences,0, SALEs eXecuTIVE ,Married,,,Full Time,,0
464,Yes,,,Life Sciences,1, saLES exeCuTIVe ,,Y,,Part Time,,1
465,No,travel_rarely, Research & Development ,,0, MaNagEr ,,Y,,, MaNagEr  -  Research & Development ,True
466,No,travel_rarely, Sales ,,1, SaLeS exeCuTIVe ,Single,Y,No,Part Time, SaLeS exeCuTIVe  -  Sales ,False
467,No,,,Medical,0, rESEARCh diReCtoR ,Married,Y,No,,,1
468,No,travel_frequently,,Other,0, LaBorAtoRY tEchNIciaN ,Married,,No,Part Time,,True
469,No,travel_frequently,,Life Sciences,0, SaLeS ExECutiVe ,Married,,,Part Time,,True
470,No,,,,0, ResEaRCh ScIENTiST ,Married,Y,,Part Time,,0
471,No,travel_rarely,,Medical,0, SalES ExecutivE ,Divorced,,No,Part Time,,1
472,No,, Research & Development ,Medical,0, lAboRaTory tECHNIciAN ,Single,Y,No,Part Time, lAboRaTory tECHNIciAN  -  Research & Development ,1
473,No,travel_rarely,,,0, Sales eXeCUtIVE ,,,,Part Time,,0
474,Yes,travel_frequently, Sales ,Marketing,0, saLes eXECUTIVe ,,Y,Yes,Part Time, saLes eXECUTIVe  -  Sales ,Yes
475,No,travel_frequently,,Life Sciences,0, hEALTHcaRe rePrESentATIve ,Divorced,,,,,Yes
476,No,,,,1, resEarch diReCtor ,Married,,No,Part Time,,1
477,No,,,Medical,0, REseaRCH SCIENTIsT ,,,No,Part Time,,1
478,No,travel_rarely,,,1, hEalthcarE ReprESeNTatiVe ,Married,,Yes,Part Time,,Yes
479,No,travel_rarely,,Life Sciences,0, resEaRcH SCieNTiST ,Single,,No,,,False
480,No,travel_rarely,,,1, salEs ExECutIvE ,Marreid,Y,No,Part Time,,Yes
481,No,travel_rarely,,Life Sciences,1, maNUfaCtuRINg dIReCTor ,Married,Y,No,Full Time,,Yes
482,No,, Sales ,Marketing,1, saLes EXEcuTiVe ,Married,Y,No,Full Time, saLes EXEcuTiVe  -  Sales ,False
483,No,travel_rarely,,,1, SaLes exECutiVe ,Married,,No,,,1
484,No,travel_rarely,,,0, hEALthcarE REPrESEnTATIve ,,,,Part Time,,1
485,No,travel_rarely,,,1, reSeArch dIRectoR ,Single,,No,Part Time,,0
486,No,travel_rarely,,Medical,1, HeAlthCArE RePReSeNtaTIVe ,Married,,,Full Time,,True
487,No,,,,0, SAlES EXEcUtIve ,Single,Y,,Part Time,,Yes
488,No,travel_frequently, Research & Development ,Life Sciences,0, mAnaGeR ,Divorced,Y,,Full Time, mAnaGeR  -  Research & Development ,0
489,No,, Research & Development ,,1, HEALThCaRe rePResEnTaTivE ,Single,,No,, HEALThCaRe rePResEnTaTivE  -  Research & Development ,0
490,No,travel_rarely,,Medical,1, labORAtOry tecHnICiAn ,Divorced,,Yes,Part Time,,True
491,No,travel_frequently, Research & Development ,,1, mAnAgEr ,Married,Y,,, mAnAgEr  -  Research & Development ,True
492,No,travel_rarely,,Technical Degree,0, manUfacTUriNg dirEctOr ,Single,,No,Part Time,,1
493,Yes,travel_rarely,,Medical,0, MaNager ,Married,,,Part Time,,True
494,No,travel_rarely,,Life Sciences,1, ManuFACTurInG dIreCToR ,Single,,No,Full Time,,False
495,No,travel_rarely,,Human Resources,0, mANager ,Divorced,Y,No,Full Time,,0
496,No,,,,1, heAlthCARE REPresentAtivE ,,,No,Part Time,,False
497,No,travel_rarely,,Marketing,0, mANager ,,,,Full Time,,Yes
498,No,travel_rarely,,Marketing,1, MaNaGer ,Married,,No,Full Time,,False
499,No,travel_rarely,,Marketing,1, sAlEs ExECUtiVE ,,,,Part Time,,Yes
500,No,non-travel, Research & Development ,,0, MaNageR ,Divorced,Y,,Full Time, MaNageR  -  Research & Development ,False
501,No,travel_rarely, Research & Development ,Life Sciences,1, HeAlThCarE rEpreSentatiVe ,Married,,,Part Time, HeAlThCarE rEpreSentatiVe  -  Research & Development ,True
502,No,travel_rarely,,,1, MANuFaCTURiNG DIrEctOr ,Married,,No,Full Time,,True
503,No,travel_frequently,,Medical,1, MaNUFaCtURINg dIrEcToR ,Single,,,Part Time,,0
504,No,,,,1, reseaRcH SCIEnTisT ,,,No,Full Time,,False
505,Yes,, Human Resources ,Medical,0, HUMAN ResoURCeS ,Married,,No,Full Time, HUMAN ResoURCeS  -  Human Resources ,Yes
506,No,,,Medical,0, MAnagER ,,,No,,,False
507,No,travel_rarely,,Life Sciences,0, healThCaRE RepREsEntAtIve ,Single,Y,,Part Time,,Yes
508,No,,,,0, hUmAN ReSouRCes ,,,No,Part Time,,1
509,No,, Human Resources ,Life Sciences,1, huMAn ResOurces ,,,,Part Time, huMAn ResOurces  -  Human Resources ,True
510,No,,,Life Sciences,0, rESEArCh sCIEnTiST ,Single,,,Part Time,,False
511,No,travel_rarely, Research & Development ,Life Sciences,0, mANUfacTURiNG dIRectOR ,Married,,,, mANUfacTURiNG dIRectOR  -  Research & Development ,1
512,No,,,Life Sciences,0, resEaRCh dIrEcTOR ,Married,,No,,,1
513,No,,,,0, ReseaRCh directoR ,,,,,,0
514,No,travel_rarely,,Marketing,0, MAnagER ,,Y,No,Full Time,,1
515,No,, Sales ,,0, saLES eXEcUTiVE ,Married,Y,No,Part Time, saLES eXEcUTiVE  -  Sales ,True
516,No,, Research & Development ,,1, labORaTORY teChNIcIaN ,,,,, labORaTORY teChNIcIaN  -  Research & Development ,True
517,No,,,Technical Degree,1, rESeaRch DiREctor ,Single,,,,,False
518,No,,,,0, saleS ExeCUTIVe ,,,,Part Time,,False
519,No,,,,1, ResEarCh SCiEnTist ,Married,,No,Full Time,,0
520,No,travel_rarely,,,0, ManagEr ,Married,,,,,1
521,No,, Sales ,,0, saLes eXeCUTivE ,Married,,,Part Time, saLes eXeCUTivE  -  Sales ,True
522,No,travel_rarely,,Life Sciences,1, laborAtOry tEChniCIAn ,Single,,Yes,Part Time,,True
523,No,non-travel,,Marketing,0, SalES exECutIVe ,,Y,No,Part Time,,False
524,No,,,,0, manUFACtURinG DIREcTOR ,Divorced,,No,,,False
525,No,,,,0, ManUFaCtURInG dIReCToR ,Single,Y,No,Full Time,,True
526,No,,,,0, rESEArch SciEntIST ,Single,,,Full Time,,1
527,No,travel_rarely,,,0, reSearch sCienTiSt ,,,No,Part Time,,False
528,No,,,,1, manUFaCTUriNg DIrectOR ,,,No,Full Time,,False
529,No,,,Life Sciences,0, saLes exEcutiVE ,Single,Y,No,Part Time,,1
530,No,travel_frequently,,Technical Degree,1, HeALthcare RePREsENTativE ,Married,Y,No,,,Yes
531,No,travel_rarely, Sales ,Life Sciences,0, Sales exECutIVE ,,,Yes,Part Time, Sales exECutIVE  -  Sales ,True
532,No,travel_rarely,,,1, MAnUfaCTUrINg dIrEctor ,Single,Y,,Part Time,,Yes
533,No,non-travel,,,0, sALES ExEcUTiVE ,Divorced,Y,No,Part Time,,0
534,No,travel_rarely,,Life Sciences,1, mANUfacTurING dirECtOr ,Married,,,Part Time,,0
535,No,travel_rarely,,Medical,0, REseaRCH SCiEntIst ,,,,Part Time,,1
536,No,,,,0, manaGer ,Married,,No,,,False
537,No,,,Life Sciences,0, RESEarCh SCIeNtIst ,,,Yes,Full Time,,True
538,No,travel_frequently,,Medical,1, saLES ExecUTIvE ,,,,,,0
539,No,, Sales ,,1, saleS eXEcuTIvE ,Single,Y,No,Full Time, saleS eXEcuTIvE  -  Sales ,False
540,No,, Sales ,Other,0, SALes ExeCUtive ,Single,Y,No,Full Time, SALes ExeCUtive  -  Sales ,Yes
541,No,, Research & Development ,,1, reSearCH SCieNtIst ,,Y,,Full Time, reSearCH SCieNtIst  -  Research & Development ,1
542,No,,,Other,0, MaNufaCtUrINg DirecTOr ,Single,Y,No,,,False
543,No,,,Medical,1, RESeArcH SCIENtist ,,,,Part Time,,0
544,No,, Research & Development ,,1, HEALThcaRe RePresENtaTiVE ,Married,Y,Yes,Full Time, HEALThcaRe RePresENtaTiVE  -  Research & Development ,True
545,No,,,Life Sciences,1, ResEaRcH scIEnTIsT ,Divorced,Y,No,Part Time,,0
546,No,travel_frequently, Research & Development ,,1, rEsEARch sCientIST ,divorced,,No,Part Time, rEsEARch sCientIST  -  Research & Development ,1
547,No,,,Life Sciences,1, sAlEs Executive ,Married,,,Part Time,,0
548,No,travel_rarely,,Medical,0, LAbOrATOry techNicIan ,Married,Y,,,,0
549,No,,,Life Sciences,1, ReSearcH scIEntist ,Married,Y,,Part Time,,0
550,No,travel_rarely, Research & Development ,,0, HealthcARE RePreSENtAtiVe ,Married,,Yes,Part Time, HealthcARE RePreSENtAtiVe  -  Research & Development ,False
551,No,, Research & Development ,Life Sciences,0, ResEArch ScieNTiST ,,,Yes,Part Time, ResEArch ScieNTiST  -  Research & Development ,0
552,No,travel_rarely,,,0, reSEarCh ScIeNTIST ,,Y,No,Full Time,,True
553,No,, Research & Development ,,0, labORaTORy TecHniciAN ,Single,,No,Part Time, labORaTORy TecHniciAN  -  Research & Development ,0
554,No,,,,0, ResEaRch ScieNTiSt ,Married,,,,,True
555,No,,,Medical,0, ReseARch SciENTISt ,Divorced,Y,No,Part Time,,1
556,No,non-travel,,Life Sciences,1, saLes eXeCutIvE ,,Y,Yes,Part Time,,0
557,Yes,, Sales ,,0, SalEs exECUTIvE ,Married,,No,Full Time, SalEs exECUTIvE  -  Sales ,Yes
558,Yes,,,,1, SaLEs ExEcUTIVE ,,,Yes,Part Time,,0
559,No,travel_rarely, Research & Development ,Medical,0, LabOrATory TEChNICiaN ,Married,,,Part Time, LabOrATory TEChNICiaN  -  Research & Development ,0
560,No,travel_rarely,,Life Sciences,0, REseaRCh SCiENTIst ,Married,Y,No,Part Time,,False
561,No,travel_rarely,,Life Sciences,0, reseARCH sCIEntiST ,,Y,No,Part Time,,1
562,No,travel_rarely,,Medical,0, RESeaRCh sCientIsT ,Single,,No,Part Time,,False
563,No,,,,0, mAnUfactURing dIReCtOr ,,,No,,,1
564,No,,,Medical,0, sales ExEcUtiVe ,,Y,,Part Time,,Yes
565,Yes,travel_rarely,,,0, sALES eXeCutiVE ,Single,Y,Yes,,,Yes
566,Yes,,,Life Sciences,1, reseARcH scieNtISt ,,Y,,Full Time,,Yes
567,No,, Research & Development ,,1, reSeArcH scieNtist ,Married,,,Part Time, reSeArcH scieNtist  -  Research & Development ,False
568,Yes,,,Medical,1, labORatOry technICiAn ,,,No,,,False
569,No,travel_rarely,,Life Sciences,1, rEsEArch SCIeNtIsT ,Single,,No,Part Time,,True
570,No,travel_rarely,,,1, mAnAGER ,,Y,,,,0
571,No,,,Life Sciences,0, ReSEArcH sCiEntIST ,,Y,No,Part Time,,False
572,No,travel_rarely,,,1, SalEs eXEcUTIVe ,,Y,,,,0
573,No,,,,0, rEseARcH SCIENTIsT ,Divorced,,No,Part Time,,True
574,Yes,,,Marketing,1, SalES EXEcUTIVE ,Married,,,Part Time,,Yes
