,age,dailyrate,distancefromhome,education,employeecount,employeenumber,environmentsatisfaction,hourlyrate,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,numberchildren,is_equal
413,34,87.7,9,3,1,414,4.0,10.96,3,3,4,7083.33,1841.67,0,11,,4,1,10.0,0,2.0,9,,1,6,7083.33,1989,85000.0,,True
414,38,55.63,2,2,1,415,2.0,6.95,3,2,1,4492.84,1168.14,3,15,3.0,4,1,11.0,3,3.0,7,,1,7,,1985,53914.11,,
415,36,47.86,12,3,1,416,4.0,5.98,4,2,1,3865.83,1005.12,2,16,3.0,4,1,,2,2.0,15,,6,13,3865.83,1987,46390.0,,True
416,35,55.33,1,3,1,417,4.0,6.92,2,2,4,4469.17,1161.98,0,12,3.0,2,1,10.0,0,3.0,9,,0,0,4469.17,1988,53630.0,,True
417,55,158.28,13,4,1,418,1.0,19.78,4,4,3,12783.92,3323.82,6,17,3.0,3,0,,2,2.0,19,,3,8,12783.92,1968,153407.07,,True
418,34,55.63,29,3,1,419,2.0,6.95,3,2,3,4492.84,1168.14,4,13,3.0,1,2,10.0,1,3.0,8,,7,7,4492.84,1989,53914.11,,True
419,43,42.11,6,3,1,420,1.0,5.26,2,2,3,3400.83,884.22,1,14,3.0,1,0,20.0,3,1.0,20,,1,8,3400.83,1980,40810.0,,True
420,42,158.28,10,3,1,421,3.0,19.78,3,4,1,12783.92,3323.82,0,14,3.0,3,1,21.0,5,3.0,20,,0,9,12783.92,1981,153407.07,,True
421,26,36.92,7,3,1,422,3.0,4.61,4,1,1,2981.67,775.23,0,12,3.0,4,0,8.0,2,3.0,7,,0,7,,1997,35780.0,,
422,29,103.25,14,1,1,423,3.0,12.91,3,3,4,8339.32,2168.22,0,12,3.0,1,0,,1,3.0,8,,7,7,8339.32,1994,100071.84,,True
423,54,178.78,1,3,1,424,4.0,22.35,3,4,4,14440.0,3754.4,6,19,3.0,4,0,29.0,3,2.0,20,,12,7,,1969,173280.0,,
424,55,158.28,1,4,1,425,2.0,19.78,4,4,4,12783.92,3323.82,2,13,3.0,4,2,31.0,4,4.0,7,,0,0,12783.92,1968,153407.07,,True
425,40,55.63,9,4,1,426,3.0,6.95,3,2,3,4492.84,1168.14,3,11,3.0,3,2,11.0,2,,8,,0,7,4492.84,1983,53914.11,,True
426,31,111.36,8,2,1,427,1.0,13.92,3,3,4,8994.17,2338.48,1,18,,1,1,13.0,5,3.0,13,,9,9,8994.17,1992,107930.0,,True
427,46,103.25,9,3,1,428,1.0,12.91,3,3,4,8339.32,2168.22,4,11,3.0,1,1,28.0,1,4.0,7,,4,3,8339.32,1977,100071.84,,
428,45,111.95,20,3,1,429,2.0,13.99,1,3,1,9042.5,2351.05,2,18,3.0,2,1,,2,3.0,7,,0,7,9042.5,1978,108510.0,,True
429,49,107.98,7,4,1,430,3.0,13.5,3,3,2,8721.67,2267.63,3,14,3.0,2,2,29.0,3,3.0,8,,0,7,,1974,104660.0,,
430,29,55.63,19,3,1,431,3.0,6.95,2,2,3,4492.84,1168.14,1,14,3.0,3,2,10.0,3,3.0,10,,0,4,4492.84,1994,53914.11,,True
431,29,24.37,1,4,1,432,1.0,3.05,2,1,1,1968.33,511.77,6,13,3.0,3,0,,2,1.0,9,,0,7,,1994,23620.0,,
432,29,55.63,8,1,1,433,3.0,6.95,1,2,1,4492.84,1168.14,3,13,3.0,3,1,9.0,3,3.0,7,,0,7,,1994,53914.11,,
433,40,158.28,6,2,1,434,3.0,19.78,3,4,4,12783.92,3323.82,1,21,4.0,4,0,21.0,2,3.0,21,,7,7,12783.92,1983,153407.07,,True
434,48,66.43,16,4,1,435,3.0,8.3,3,2,3,5365.83,1395.12,8,14,3.0,3,1,18.0,2,,8,,7,7,,1975,64390.0,,
435,53,103.25,2,5,1,436,3.0,12.91,2,3,4,8339.32,2168.22,0,16,3.0,2,1,,4,3.0,33,,1,9,,1970,100071.84,,
436,44,197.4,7,3,1,437,2.0,24.67,3,5,4,15943.72,4145.37,0,14,,4,1,,4,2.0,22,,1,10,,1979,191324.62,,
437,45,59.52,5,5,1,438,3.0,7.44,1,2,1,4807.5,1249.95,1,14,3.0,1,0,10.0,3,3.0,10,,1,4,,1978,57690.0,,
438,45,45.24,26,3,1,439,1.0,5.66,2,2,1,3654.17,950.08,1,15,,1,1,10.0,2,,10,,4,5,3654.17,1978,43850.04,,
439,34,55.63,10,4,1,440,3.0,6.95,4,2,4,4492.84,1168.14,1,13,3.0,1,1,9.0,3,,9,,7,2,4492.84,1989,53914.11,,True
440,39,55.63,10,5,1,441,2.0,6.95,3,2,1,4492.84,1168.14,2,13,3.0,4,3,,3,3.0,7,,7,7,4492.84,1984,53914.08,,
441,27,41.95,36,3,1,442,4.0,5.24,2,1,1,3388.33,880.97,1,11,3.0,1,2,7.0,3,3.0,7,,0,7,3388.33,1996,40660.0,,True
442,45,55.63,2,2,1,443,4.0,6.95,2,2,4,4492.84,1168.14,1,19,3.0,1,2,10.0,3,3.0,10,,3,9,4492.84,1978,53914.08,,
443,44,55.63,1,5,1,444,1.0,6.95,3,2,4,4492.84,1168.14,4,11,3.0,3,0,14.0,3,3.0,10,,0,2,4492.84,1979,53914.08,,
444,25,53.71,2,1,1,445,4.0,6.71,4,2,3,4338.33,1127.97,1,17,3.0,3,2,7.0,6,3.0,7,,0,7,4338.33,1998,52060.0,,True
445,49,158.28,1,3,1,446,3.0,19.78,3,4,3,12783.92,3323.82,4,14,3.0,1,0,23.0,2,3.0,8,,0,0,12783.92,1974,153407.07,,True
446,48,27.39,7,2,1,447,4.0,3.42,3,1,3,2212.5,575.25,2,11,,3,2,19.0,3,3.0,9,,7,7,2212.5,1975,26550.0,,
447,26,26.52,7,3,1,448,4.0,3.31,3,1,4,2141.67,556.83,1,20,4.0,3,0,7.0,5,3.0,7,,5,7,2141.67,1997,25700.0,,True
448,44,103.25,2,3,1,449,3.0,12.91,4,3,4,8339.32,2168.22,1,19,,2,1,,2,3.0,8,,6,7,8339.32,1979,100071.84,,True
449,36,46.45,2,4,1,450,3.0,5.81,3,2,4,3751.67,975.43,3,15,,3,0,17.0,2,2.0,13,,6,7,3751.67,1987,45020.0,,True
450,46,55.63,13,4,1,451,3.0,6.95,3,2,2,4492.84,1168.14,6,14,3.0,4,0,19.0,3,3.0,10,,0,9,4492.84,1977,53914.11,,True
451,35,55.63,27,4,1,452,4.0,6.95,3,2,3,4492.84,1168.14,2,16,3.0,2,1,17.0,3,3.0,7,,0,7,4492.84,1988,53914.11,,True
452,30,51.26,2,4,1,453,4.0,6.41,2,1,1,4140.0,1076.4,0,16,3.0,4,0,10.0,2,,9,,0,7,4140.0,1993,49680.0,,True
453,30,103.25,15,2,1,454,3.0,12.91,2,3,1,8339.32,2168.22,2,11,3.0,1,1,,2,3.0,7,,1,7,8339.32,1993,100071.84,,True
454,33,53.1,2,3,1,455,4.0,6.64,3,2,2,4289.17,1115.18,8,15,3.0,4,0,13.0,2,2.0,11,,1,7,4289.17,1990,51470.0,,True
455,32,28.04,5,4,1,456,2.0,3.51,3,1,2,2265.0,588.9,2,14,3.0,2,0,12.0,3,3.0,7,,0,7,2265.0,1991,27180.0,,True
456,43,36.51,2,3,1,457,2.0,4.56,3,1,4,2949.17,766.78,0,13,3.0,2,0,,5,3.0,9,,1,8,2949.17,1980,35390.04,,
457,31,56.42,29,4,1,458,1.0,7.05,2,2,4,4556.67,1184.73,1,14,3.0,1,2,,3,3.0,12,,5,7,4556.67,1992,54680.0,,True
458,35,59.98,27,3,1,459,3.0,7.5,3,2,4,4844.17,1259.48,1,18,3.0,4,0,,2,3.0,10,,7,7,4844.17,1988,58130.04,,
459,35,55.63,2,2,1,460,2.0,6.95,3,2,4,4492.84,1168.14,2,14,3.0,3,1,15.0,6,3.0,7,,1,7,4492.84,1988,53914.11,,True
460,30,99.74,10,3,1,461,1.0,12.47,3,3,3,8055.83,2094.52,9,14,3.0,2,0,9.0,3,3.0,7,,0,2,8055.83,1993,96670.0,,True
461,46,55.63,19,2,1,462,4.0,6.95,3,2,2,4492.84,1168.14,4,22,4.0,4,1,13.0,2,4.0,9,7.0,3,7,4492.84,1977,53914.08,,
462,45,53.18,2,4,1,463,3.0,6.65,3,2,3,4295.0,1116.7,4,22,4.0,2,2,10.0,3,4.0,8,,5,7,,1978,51540.0,,
463,43,58.55,2,4,1,464,1.0,7.32,3,2,4,4729.17,1229.58,1,20,4.0,3,1,7.0,5,3.0,7,,7,7,4729.17,1980,56750.0,,True
464,46,75.46,10,3,1,465,3.0,9.43,3,3,2,6095.0,1584.7,5,21,4.0,3,3,14.0,2,3.0,8,,0,7,6095.0,1977,73140.0,,True
465,40,158.28,1,4,1,466,1.0,19.78,3,4,1,12783.92,3323.82,2,11,3.0,1,1,22.0,3,,19,,11,16,12783.92,1983,153407.04,,
466,27,55.63,2,2,1,467,1.0,6.95,4,2,3,4492.84,1168.14,0,14,3.0,2,0,9.0,5,2.0,8,,0,7,4492.84,1996,53914.11,,True
467,42,103.25,6,3,1,468,3.0,12.91,3,3,1,8339.32,2168.22,9,13,3.0,2,1,18.0,3,4.0,13,,5,7,8339.32,1981,100071.84,,
468,26,29.0,6,3,1,469,3.0,3.63,4,1,4,2342.59,609.08,0,18,3.0,1,1,8.0,3,3.0,7,,7,7,2342.59,1997,28111.13,,True
469,28,55.63,1,2,1,470,3.0,6.95,2,2,4,4492.84,1168.14,1,12,3.0,3,1,7.0,2,3.0,7,,0,7,,1995,53914.11,,
470,47,55.63,14,4,1,471,3.0,6.95,3,2,2,4492.84,1168.14,8,18,3.0,3,1,,4,4.0,8,,1,7,4492.84,1976,53914.11,,True
471,34,103.25,13,4,1,472,4.0,12.91,3,3,3,8339.32,2168.22,1,18,3.0,3,1,9.0,2,2.0,8,,1,1,8339.32,1989,100071.84,,True
472,26,29.0,1,3,1,473,3.0,3.63,3,1,1,2342.59,609.08,0,13,3.0,4,0,8.0,6,,7,,7,6,2342.59,1997,28111.13,,True
473,27,55.63,9,3,1,474,4.0,6.95,3,2,4,4492.84,1168.14,1,14,3.0,1,0,,5,,7,,0,7,,1996,53914.11,,
474,31,55.63,26,4,1,475,1.0,6.95,3,2,4,4492.84,1168.14,1,11,3.0,3,0,10.0,4,3.0,10,,0,8,4492.84,1992,53914.11,,True
475,33,55.63,7,2,1,476,4.0,6.95,3,2,3,4492.84,1168.14,1,20,,3,3,9.0,2,3.0,9,,2,8,4492.84,1990,53914.08,,
476,31,103.25,10,3,1,477,3.0,12.91,3,3,3,8339.32,2168.22,4,20,4.0,3,1,13.0,2,4.0,11,,4,8,8339.32,1992,100071.84,,True
477,35,52.6,9,4,1,478,2.0,6.57,3,2,3,4248.33,1104.57,1,19,3.0,2,0,10.0,5,3.0,10,,0,8,,1988,50980.0,,
478,33,55.63,15,2,1,479,2.0,6.95,3,2,4,4492.84,1168.14,0,13,,1,1,,6,3.0,9,,8,1,4492.84,1990,53914.11,,True
479,39,55.63,24,1,1,480,1.0,6.95,3,2,4,4492.84,1168.14,7,13,,1,0,,2,3.0,7,,1,7,4492.84,1984,53914.08,,
480,36,103.25,46,3,1,481,4.0,12.91,2,3,4,8339.32,2168.22,0,19,3.0,3,2,10.0,2,3.0,9,,3,4,,1987,100071.84,,
481,41,140.01,28,4,1,482,1.0,17.5,2,4,2,11308.33,2940.17,0,23,,3,1,21.0,3,3.0,20,,0,10,11308.33,1982,135700.0,,True
482,34,69.25,28,3,1,483,4.0,8.66,2,2,3,5593.33,1454.27,1,21,4.0,4,2,8.0,2,3.0,8,,1,7,,1989,67120.0,,
483,38,55.63,10,2,1,484,1.0,6.95,3,2,4,4492.84,1168.14,1,11,3.0,3,1,10.0,1,3.0,10,,1,9,4492.84,1985,53914.08,,
484,39,103.08,6,1,1,485,4.0,12.89,2,3,1,8325.83,2164.72,4,15,3.0,1,1,,5,3.0,7,,1,7,8325.83,1984,99910.0,,True
485,34,103.25,7,4,1,486,1.0,12.91,3,3,2,8339.32,2168.22,0,11,,3,0,,4,3.0,12,6.0,2,11,,1989,100071.84,,
486,44,105.73,7,4,1,487,1.0,13.22,2,3,4,8540.0,2220.4,3,14,,4,1,24.0,4,3.0,22,,5,17,8540.0,1979,102480.0,,True
487,46,55.63,5,4,1,488,1.0,6.95,3,2,4,4492.84,1168.14,4,21,,3,0,14.0,4,3.0,9,,0,8,4492.84,1977,53914.11,,True
488,41,158.28,10,3,1,489,4.0,19.78,2,4,1,12783.92,3323.82,4,13,3.0,2,1,,2,2.0,7,,7,7,,1982,153407.07,,
489,39,112.85,2,4,1,490,3.0,14.11,3,3,3,9115.0,2369.9,0,25,4.0,4,0,20.0,1,3.0,19,,11,8,9115.0,1984,109380.0,,
490,42,26.75,2,3,1,491,4.0,3.34,2,1,1,2160.83,561.82,0,11,3.0,3,1,10.0,4,3.0,9,,7,8,2160.83,1981,25930.0,,True
491,33,122.55,5,4,1,492,4.0,15.32,3,3,2,9898.33,2573.57,6,11,,2,2,12.0,2,3.0,10,,8,8,9898.33,1990,118779.95999999999,,
492,35,83.52,5,4,1,493,3.0,10.44,3,3,2,6745.83,1753.92,0,13,3.0,4,0,17.0,5,3.0,16,,0,13,6745.83,1988,80950.0,,True
493,33,103.25,15,1,1,494,2.0,12.91,3,3,3,8339.32,2168.22,7,12,3.0,4,0,15.0,2,4.0,7,,7,7,,1990,100071.84,,
494,40,158.28,6,3,1,495,2.0,19.78,3,4,3,12783.92,3323.82,7,15,3.0,3,0,22.0,3,3.0,20,,5,13,,1983,153407.07,,
495,41,197.4,10,4,1,496,2.0,24.67,2,5,4,15943.72,4145.37,3,15,3.0,2,3,23.0,2,2.0,21,,12,6,15943.72,1982,191324.62,,True
496,27,55.63,7,3,1,497,4.0,6.95,2,2,1,4492.84,1168.14,8,19,3.0,1,0,,2,1.0,7,,0,7,,1996,53914.11,,
497,52,173.91,3,4,1,498,3.0,21.74,2,4,1,14046.67,3652.13,1,11,3.0,1,0,,3,4.0,34,,1,16,14046.67,1971,168560.0,,True
498,51,158.28,26,4,1,499,1.0,19.78,3,4,3,12783.92,3323.82,2,14,3.0,3,1,,2,2.0,20,,4,17,12783.92,1972,153407.07,,True
499,47,46.81,2,2,1,500,3.0,5.85,3,2,4,3780.83,983.02,0,22,4.0,1,1,8.0,2,3.0,7,,7,7,3780.83,1976,45370.0,,True
500,50,184.93,2,4,1,501,1.0,23.12,3,4,1,14936.67,3883.53,1,11,3.0,4,1,31.0,3,3.0,31,,14,7,,1973,179240.0,,
501,35,41.41,21,1,1,502,4.0,5.18,3,2,4,3345.0,869.7,1,25,4.0,4,1,10.0,2,1.0,10,,0,7,3345.0,1988,40140.0,,True
502,39,131.47,1,1,1,503,4.0,16.43,2,4,4,10618.33,2760.77,1,16,3.0,3,1,,3,3.0,21,,11,8,10618.33,1984,127420.0,,True
503,39,103.25,22,3,1,504,4.0,12.91,3,3,1,8339.32,2168.22,1,13,3.0,3,0,,2,3.0,21,,2,8,8339.32,1984,100071.84,,True
504,41,34.83,7,2,1,505,2.0,4.35,4,1,3,2813.33,731.47,1,13,3.0,3,0,,3,3.0,10,,0,8,,1982,33760.0,,
505,44,108.15,1,2,1,506,2.0,13.52,2,3,1,8735.0,2271.1,9,14,,4,1,24.0,1,3.0,20,,3,6,8735.0,1979,104820.0,,True
506,42,158.28,2,2,1,507,4.0,19.78,3,4,1,12783.92,3323.82,0,17,3.0,4,1,23.0,3,3.0,22,,13,7,12783.92,1981,153407.04,,
507,52,103.25,7,4,1,508,2.0,12.91,3,3,2,8339.32,2168.22,7,19,3.0,4,0,18.0,4,,8,,4,0,,1971,100071.84,,
508,38,29.0,1,3,1,509,3.0,3.63,4,1,3,2342.59,609.08,1,13,3.0,4,1,7.0,2,4.0,7,,5,0,2342.59,1985,28111.13,,True
509,46,29.0,1,2,1,510,4.0,3.63,3,1,1,2342.59,609.08,6,12,3.0,3,0,10.0,3,4.0,7,,5,7,,1977,28111.13,,
510,35,43.84,4,4,1,511,3.0,5.48,3,2,3,3540.83,920.62,1,11,3.0,2,0,,3,3.0,9,,1,1,3540.83,1988,42490.0,,True
511,28,67.57,29,1,1,512,3.0,8.45,1,2,2,5457.5,1418.95,1,14,,2,2,8.0,2,2.0,8,,1,7,5457.5,1995,65490.0,,
512,44,158.28,28,3,1,513,4.0,19.78,3,4,1,12783.92,3323.82,3,13,3.0,3,1,,1,4.0,20,,14,17,12783.92,1979,153407.04,,
513,50,148.68,22,5,1,514,3.0,18.59,1,4,4,12009.17,3122.38,1,13,3.0,4,0,,2,3.0,32,,13,9,12009.17,1973,144110.04,,
514,55,202.08,23,5,1,515,3.0,25.26,2,5,4,16321.67,4243.63,1,21,4.0,3,1,36.0,3,3.0,36,,2,13,,1968,195860.0,,
515,39,84.98,6,3,1,516,4.0,10.62,4,3,3,6864.17,1784.68,2,11,3.0,1,1,11.0,3,3.0,7,,7,6,6864.17,1984,82370.0,,True
516,49,33.13,13,4,1,517,4.0,4.14,3,1,1,2675.83,695.72,1,14,3.0,4,1,10.0,3,2.0,9,,1,4,2675.83,1974,32109.96,,
517,45,172.34,28,2,1,518,4.0,21.54,2,4,2,13920.0,3619.2,1,11,,3,0,21.0,2,3.0,21,6.0,8,6,13920.0,1978,167040.0,,
518,46,103.25,2,3,1,519,3.0,12.91,3,3,4,8339.32,2168.22,4,12,3.0,2,1,,5,2.0,10,,0,3,8339.32,1977,100071.84,,True
519,27,49.26,15,3,1,520,4.0,6.16,2,1,1,3978.33,1034.37,0,19,3.0,4,1,,2,,7,,7,3,,1996,47740.0,,
520,42,197.4,2,3,1,521,1.0,24.67,3,5,3,15943.72,4145.37,5,11,3.0,1,0,24.0,2,2.0,22,,4,14,15943.72,1981,191324.63999999998,,
521,49,55.63,2,3,1,522,4.0,6.95,2,2,2,4492.84,1168.14,2,14,3.0,4,0,17.0,3,2.0,9,,0,8,,1974,53914.11,,
522,29,55.63,15,2,1,523,4.0,6.95,2,2,3,4492.84,1168.14,0,12,3.0,4,0,10.0,3,3.0,9,,0,8,,1994,53914.11,,
523,34,47.13,12,4,1,524,4.0,5.89,3,2,3,3806.67,989.73,0,20,4.0,3,0,,2,3.0,9,,8,7,3806.67,1989,45680.0,,True
524,37,61.83,1,4,1,525,1.0,7.73,2,2,3,4994.17,1298.48,1,18,3.0,3,1,,2,,7,,0,7,4994.17,1986,59930.0,,True
525,36,67.05,11,3,1,526,2.0,8.38,2,2,2,5415.83,1408.12,1,13,3.0,3,0,6.0,3,3.0,6,,0,3,5415.83,1987,64990.0,,True
526,45,35.62,29,3,1,527,3.0,4.45,3,1,4,2876.67,747.93,5,13,3.0,2,0,9.0,2,2.0,6,,0,3,,1978,34520.0,,
527,29,29.0,15,3,1,528,3.0,3.63,3,1,4,2342.59,609.08,1,19,3.0,1,0,6.0,1,3.0,6,,1,5,,1994,28111.13,,
528,26,66.0,1,3,1,529,3.0,8.25,3,2,2,5330.83,1386.02,1,20,4.0,1,1,6.0,6,1.0,6,,1,4,5330.83,1997,63970.0,,True
529,28,55.63,9,4,1,530,2.0,6.95,3,2,4,4492.84,1168.14,1,16,3.0,4,0,,1,3.0,7,,0,7,,1995,53914.11,,
530,42,55.63,30,4,1,531,4.0,6.95,2,2,4,4492.84,1168.14,0,11,3.0,4,3,7.0,4,4.0,6,,0,4,,1981,53914.11,,
531,31,55.63,2,1,1,532,2.0,6.95,3,2,4,4492.84,1168.14,4,13,3.0,3,0,10.0,2,4.0,6,,0,5,,1992,53914.11,,
532,37,103.25,47,3,1,533,4.0,12.91,3,3,4,8339.32,2168.22,4,17,3.0,4,0,,3,4.0,6,,1,2,8339.32,1986,100071.84,,True
533,37,103.25,9,4,1,534,1.0,12.91,3,3,2,8339.32,2168.22,1,13,3.0,4,1,9.0,6,3.0,9,,7,7,,1986,100071.84,,
534,37,55.63,1,4,1,535,2.0,6.95,3,2,2,4492.84,1168.14,6,12,3.0,2,1,8.0,2,2.0,6,,4,3,4492.84,1986,53914.11,,True
535,24,28.12,23,3,1,536,2.0,3.51,4,1,4,2270.83,590.42,1,11,3.0,2,2,,3,3.0,6,,1,4,,1999,27250.0,,
536,50,197.4,3,3,1,537,1.0,24.67,3,5,2,15943.72,4145.37,1,11,3.0,3,1,,2,3.0,32,,10,7,15943.72,1973,191324.63999999998,,
537,34,37.37,1,2,1,538,2.0,4.67,2,1,4,3018.33,784.77,1,13,3.0,4,1,6.0,3,3.0,6,,1,3,3018.33,1989,36220.0,,True
538,27,55.63,3,1,1,539,4.0,6.95,4,2,4,4492.84,1168.14,1,20,,2,2,,3,3.0,6,,0,4,,1996,53914.11,,
539,25,63.76,42,1,1,540,4.0,7.97,3,2,4,5150.0,1339.0,1,23,4.0,2,0,6.0,5,2.0,6,,1,4,,1998,61800.0,,
540,34,64.73,25,3,1,541,4.0,8.09,3,2,4,5228.33,1359.37,1,22,4.0,3,0,6.0,5,3.0,6,,1,4,5228.33,1989,62740.0,,True
541,34,45.2,2,4,1,542,3.0,5.65,2,1,1,3650.83,949.22,1,11,,3,0,6.0,3,3.0,6,,1,3,,1989,43810.0,,
542,35,103.25,7,3,1,543,3.0,12.91,3,3,3,8339.32,2168.22,3,21,4.0,2,0,17.0,3,4.0,8,,1,6,8339.32,1988,100071.84,,
543,35,26.4,16,1,1,544,4.0,3.3,2,1,1,2132.5,554.45,1,11,3.0,4,0,6.0,3,2.0,6,,1,1,,1988,25590.0,,
544,33,56.62,1,4,1,545,3.0,7.08,4,2,2,4573.33,1189.07,1,13,3.0,1,1,,2,3.0,6,,1,2,4573.33,1990,54880.0,,True
545,29,25.94,28,4,1,546,3.0,3.24,3,1,4,2095.0,544.7,4,22,4.0,1,1,11.0,1,3.0,7,,1,7,2095.0,1994,25140.0,,True
546,29,29.0,10,3,1,547,4.0,3.63,3,1,2,2342.59,609.08,0,14,3.0,4,2,8.0,2,2.0,7,,1,1,2342.59,1994,28111.13,,True
547,34,55.63,9,1,1,548,2.0,6.95,3,2,3,4492.84,1168.14,1,20,4.0,1,0,,3,2.0,6,,1,3,4492.84,1989,53914.11,,True
548,28,32.97,19,4,1,549,4.0,4.12,2,1,1,2663.33,692.47,1,12,3.0,3,3,6.0,2,3.0,6,,3,3,2663.33,1995,31960.0,,True
549,44,29.0,2,1,1,550,1.0,3.63,4,1,4,2342.59,609.08,1,13,3.0,4,1,10.0,5,3.0,10,,7,7,,1979,28111.13,,
550,31,55.63,11,2,1,551,3.0,6.95,3,2,1,4492.84,1168.14,1,12,,4,0,6.0,2,2.0,6,,0,1,4492.84,1992,53914.11,,True
551,26,29.0,4,2,1,552,3.0,3.63,3,1,4,2342.59,609.08,1,20,4.0,2,0,,2,2.0,8,,2,2,2342.59,1997,28111.13,,True
552,47,35.29,1,3,1,553,1.0,4.41,3,1,4,2850.0,741.0,7,12,3.0,3,1,17.0,2,2.0,6,,1,2,2850.0,1976,34200.0,,True
553,37,29.0,5,2,1,554,3.0,3.63,4,1,3,2342.59,609.08,0,14,3.0,1,0,7.0,2,1.0,6,,1,3,2342.59,1986,28111.13,,True
554,32,42.17,1,4,1,555,4.0,5.27,3,2,1,3405.83,885.52,4,14,3.0,2,1,9.0,3,2.0,6,,1,2,3405.83,1991,40869.96,,
555,32,55.63,2,3,1,556,4.0,6.95,3,2,2,4492.84,1168.14,0,13,3.0,3,2,10.0,4,2.0,9,,1,6,4492.84,1991,53914.11,,True
556,33,55.38,16,3,1,557,3.0,6.92,3,2,4,4473.33,1163.07,1,25,4.0,3,1,7.0,2,3.0,6,,1,2,,1990,53680.0,,
557,47,133.47,9,3,1,558,3.0,16.68,1,4,3,10780.0,2802.8,7,11,,3,0,25.0,3,1.0,23,,14,10,,1976,129360.0,,
558,41,55.63,1,2,1,559,2.0,6.95,3,2,4,4492.84,1168.14,8,11,3.0,1,0,8.0,0,1.0,6,,0,5,4492.84,1982,53914.11,,True
559,35,29.0,16,3,1,560,1.0,3.63,4,1,2,2342.59,609.08,0,13,3.0,3,1,6.0,5,3.0,5,,0,3,,1988,28111.13,,
560,29,29.0,2,3,1,561,3.0,3.63,3,1,2,2342.59,609.08,0,23,4.0,4,1,,3,3.0,5,,0,4,2342.59,1994,28111.13,,True
561,32,55.63,1,3,1,562,2.0,6.95,3,2,2,4492.84,1168.14,1,17,3.0,2,2,10.0,3,3.0,10,,0,9,4492.84,1991,53914.11,,True
562,35,29.0,1,3,1,563,2.0,3.63,2,1,3,2342.59,609.08,1,18,3.0,1,0,6.0,3,3.0,6,,0,4,2342.59,1988,28111.13,,True
563,56,103.25,13,3,1,564,4.0,12.91,1,3,4,8339.32,2168.22,4,11,3.0,1,0,37.0,3,2.0,6,,0,2,8339.32,1967,100071.84,,
564,28,43.55,4,3,1,565,2.0,5.44,3,2,3,3517.5,914.55,1,15,3.0,2,0,5.0,3,4.0,5,,0,4,,1995,42210.0,,
565,25,55.63,5,3,1,566,3.0,6.95,2,2,3,4492.84,1168.14,1,11,3.0,4,0,,1,3.0,6,,0,3,4492.84,1998,53914.08,,
566,56,51.21,14,4,1,567,2.0,6.4,3,1,2,4135.83,1075.32,9,18,3.0,1,3,7.0,2,3.0,5,,4,3,,1967,49630.0,,
567,26,29.0,6,3,1,568,3.0,3.63,2,1,2,2342.59,609.08,1,19,3.0,3,0,5.0,3,2.0,5,,4,3,,1997,28111.13,,
568,32,43.33,9,3,1,569,1.0,5.42,3,1,1,3500.0,910.0,7,22,4.0,1,0,,2,4.0,5,,0,4,3500.0,1991,42000.0,,
569,30,29.0,18,3,1,570,1.0,3.63,3,1,3,2342.59,609.08,1,14,3.0,3,0,,4,2.0,5,,0,4,2342.59,1993,28111.13,,True
570,50,197.4,11,3,1,571,3.0,24.67,3,5,2,15943.72,4145.37,3,15,3.0,2,0,,5,3.0,5,,4,4,15943.72,1973,191324.63999999998,,
571,32,29.0,6,5,1,572,3.0,3.63,3,1,3,2342.59,609.08,3,20,4.0,1,0,8.0,2,,5,,1,4,2342.59,1991,28111.13,,True
572,45,51.65,4,2,1,573,3.0,6.46,3,2,1,4171.67,1084.63,4,11,3.0,1,1,9.0,3,4.0,5,,0,3,4171.67,1978,50060.04,,
573,43,29.0,7,3,1,574,4.0,3.63,4,1,4,2342.59,609.08,4,14,3.0,4,3,7.0,3,4.0,5,,2,2,2342.59,1980,28111.13,,True
574,29,78.82,27,3,1,575,2.0,9.85,3,3,4,6365.83,1655.12,1,22,4.0,4,3,10.0,3,2.0,10,,1,9,,1994,76390.0,,
575,31,55.63,1,4,1,576,3.0,6.95,1,2,3,4492.84,1168.14,0,12,3.0,4,1,6.0,2,3.0,5,,1,4,,1992,53914.11,,
576,33,29.0,14,3,1,577,3.0,3.63,3,1,4,2342.59,609.08,5,13,3.0,3,1,8.0,2,1.0,5,,0,4,2342.59,1990,28111.08,,
577,31,29.0,29,2,1,578,3.0,3.63,2,1,2,2342.59,609.08,0,11,3.0,2,0,,2,4.0,5,,1,4,2342.59,1992,28111.13,,True
578,37,67.08,6,4,1,579,3.0,8.39,3,2,4,5418.33,1408.77,4,14,3.0,2,1,,5,4.0,5,,0,1,5418.33,1986,65019.96,,
579,50,197.4,4,1,1,580,1.0,24.67,3,5,2,15943.72,4145.37,3,14,3.0,1,2,28.0,4,2.0,10,,1,6,15943.72,1973,191324.63999999998,,
580,42,139.54,26,3,1,581,3.0,17.44,3,4,2,11270.83,2930.42,5,14,3.0,4,1,,2,,20,,4,8,,1981,135250.0,,
